1	iktɪ̞ʲik
шукыҥан	ʂukɯ̞ŋan
шула	ʂuɫä
шулака	ʃʊ̞ɫɑkɑ
шулалташ	ʃuɫäɫtɑʂ
шулат	ʃuɫa
шулата	ʃuɫata
шулаш	ʃuʃ
шулаҥган	ʃulɑŋgɑn
шулаҥге	ʂuɫaŋkɯ
шулдакан	ʃuɫdɑkɑn
шулдемдаш	suld̪emð̞aʃ
шулдемдымаш	ʃuɫd̪emd̪emas
шулдемдыме	ʃɯ̞ɫdɪ̞mdɑmɑ
шулдемдыше	ʃuɫbɛmðɯ̞ʂ
шулдеш	ʃuldæʃ
шулдештараш	ʃoːldɛʃt̪aɾas
шулдештареныт	ʃuɫdɛʃtɑɾaːnɯ̞
шулдештарымаш	ʃuɫdɯ̞ʂtɑɑrɑmɑʂ
шулдештарыме	suldɛztɑɾɐma
шулдештарыше	ʃuɫdɛʃtɑrɑʃɑ
шулдешташ	ʃuɫbɪ̞ʃtæʃ
шулдештеш	ʃo̞ldæʃtæʃ
шулдештмаш	ʃˈudɛʃtʃmˈaɾʃ
шулдештме	ʃuɫdɛstmɯ̞
шулдештше	ʃuldɛstʃe
шулдо	ʃuɫda
шулдын	ʃuɫden
шулдынрак	ʃuɫtɯ̞nrɑ
шулдыр	ʂuɫdɑr
шулдырак	ʃuɫdɑrak
шулдыран	ʒɫdɑran
шулдыраҥаш	ʂɨu̯dranaʂ
шулдыраҥда	ʃɯ̞ɫdɯ̞rɑŋdɑ
шулдыраҥдаш	ʃuɫtɑɾaŋdɑʃ
шулдыраҥдымаш	suɫdɑɾaŋdɑmas
шулдыраҥдыме	ʃuɫdɑraːŋdɯmɯ
шулдыраҥдыше	ʃuɫdɑrɑŋdɑʃɯ
шулдыраҥмаш	ʃuɫtɯ̞rɑnmäɾʂ
шулдыраҥме	ʃuɫdɯ̞rɑnmɯ̞
шулдыраҥше	ʃuʲdarangʂɨ
шулдыраҥын	ʃɯ̞ɫdɯ̞rɑŋɯ̞n
шулдыргаш	ʃuɫdʊ̞rgʊ̞ʂ
шулдыргымаш	ʃuɫdɯ̞rgʊ̞mɑʂ
шулдыргымо	ʃuɫdɑrgɑma
шулдыргышо	ʃuɫdʊ̞rgʊ̞ʂɯ̞
шулдырдымо	ʃuɫdɑrdimɑ
шулдырешташ	ʃuɫdɯ̞rɪ̞stʊ̞rʃ
шулдырештмаш	ʂuɫtɯ̞rɯ̞ʂtmɑʂ
шулдырештме	ʃoɫdɑrɛʃtma
шулдырештше	ʃou̯darɛʂtʃɨ
шулдырештынат	ʃuɫdärʃtɯ̞nɑt
шулдырлаже	ʃɔldɛrlaʒɛ
шулдырлажым	ʃudɯɾɯlɑʒɯm
шулдырым	ʃuɫtɯ̞rɑm
шулдырысо	ʃuɫdarassɯ
шуледаш	ʃulɛdɑʃ
шулен	ʃulɛn
шулена	ʃulɛna
шулет	ʃuɫe
шулеш	ʃuɫɯ̞ʂ
шулка	ʂɯ̞ɫkɑ
шулмаш	ʃulmɑʃ
шулмо	ʃuɫmɯ̞
шулташ	ʃʊltas
шултем	ʃultɛm
шултыш	ʃultəʃ
шултышан	ʃoltʃan
шултышаҥаш	ʃuɫdɑʃɑŋɑʃ
шултышаҥмаш	ʃultɯ̞ʂɑnmɑʂ
шултышаҥме	siwtəʃaŋmɯ
шултышаҥше	ʂuʲtaʂanʂɛ
шултышым	ʃuɫtɑʂɯ
шултышын	ʃuɫtɐʂɐn
шулшо	ʂuɫʂa
шулыдымо	ʃuɫadama
шулык	ʃuɫak
шулыкан	ʃuɫakɑn
шулыктаралтеш	ʃuɫuktɑɾɑltæʃ
шулыктараш	ʃuɫɯ̞qtɑɾɑʂ
шулыктарымаш	ʂuɫɯ̞ktärämɑʂ
шулыктарыме	ʂuɫɯ̞ktɑɾɑmɯ̞
шулыктарыше	ʃuɫɯ̞ktɑrʊ̞ʂ
шулыкташ	ʂuɫuktɑʂ
шулыктен	ʃuɫäktæn
шулыктеныт	ʃuɫɯ̞kdæn
шулыктымаш	ʂuɫɯ̞ktʊ̞mɑʂ
шулыктымо	ʃuɫəktamɑ
шулыктыш	ʂuɫuktaʂ
шулыктышан	ʂuɫɯ̞ktɑʂɑn
шулыктышо	ʃuɫaktaʃa
шулымаш	ʃuɫɯ̞mɑʂ
шулымек	ʃuɫumɛq
шулымо	ʂu˥˩la˥˥mɑ˥˩
шулын	ʃuɫən
шулыт	ʂu˨˩˦lən˧
шулыш	ʃuɫɯ̞ʃ
шулышан	ʃuɫɯ̞ʂɑn
шулышдымо	ʃuɫɯ̞ʂdɑmɯ̞
шулышо	ʃuɫaʂɯ
шулышысо	ʃuɫɑʂɯsɯ
шульо	ʃulə
шума	ʂumɑ
шумалташ	sumaltaz
шумалтмаш	ʃumaltmaʃ
шумалтме	ʃumɑɫtma
шумалтше	ʃumaɫtʃɨ
шумалтымаш	ʃomal̪t̪imaɾ
шумалтыме	ʃumɑɑltæmɯ̞
шумалтыше	sumaltasa
шумалтышым	ʃumɑɫtʃɯʃɯm
шумат	ʃˈumɑt
шуматай	ʃumataj
шуматбай	ʃumatbaj
шуматкече	ʃumɑtkejɛcɛ
шуматкече да рушарня апи-тупиак эртышт.	ʃomatkiːtʃ eːdaro ʃarɲaː aːpi tuː piak ɛrtɐʃt
шуматкечын	sumatkejtʃe
шуматкечысе	ʃumatkertʃɨzse
шуматлык	ʂumatlak
шумаш	ʃumɑʃ
шумаште	ʃumɑʃtɛ
шумба	ʂũ˥ːnba˥˩
шумеке	ʃumjɛkɐ
шумен	ʂɚ˥˩mjɛn˥˩
шумеш	ʃumʃ
шумешке	ʃumʲerʂka
шумлык	ʃumla
шуммаш	ʃummaʃ
шуммо	ʂum˥˩
шумо	ʂu˥˩
шумшо	ʃumʃa
шумызо	ʃumɯzɑ
шумыктараш	ʃumɯ̞ktɑɾaʃ
шумыкташ	ʃumɯkdaʃ
шумымаш	ʃumɐmaʃ
шумымо	ʂumamɐ
шумын	ʃumən
шумыра	ʃumɯ̞rɑ
шумыргаш	ʃumɯ̞rgãʃ
шумырташ	ʃumɨɾtas
шумыш	ʃumɯz
шумышо	ʂumɐʃˈe
шун	ʃuːn
шуналге	ʃuŋoʁæ
шуналгемын	ʃˈunalgˈɛmɑ
шуналгын	ʃˈunˈɑldˈɯn
шуналгырак	ʃunalgrat
шунан	ʂnan
шунаш	ʃunaʃ
шунаҥаш	ʃuŋaŋaʃ
шунаҥдаш	ʂʊ̞nɑŋdɑʂ
шунаҥдымаш	ʃunaŋdɑmaʃ
шунаҥдыме	ʃˈunɒŋdɒˈmɒ
шунаҥдыше	ʃˈunɯˈŋdɯˈʃɯ
шунаҥмаш	ʂwnɑʁmɑʂ
шунаҥме	ʃunaɫmɑ
шунаҥше	ʂu˥˥nɑŋ˥˩ʂɚ˥˩
шунвуй	ʃunvˈoi
шунгӱ	ʂwntʰɯ̞
шундаш	ʃundɑʃ
шундем	ʂũŋdæm
шундык	ʃundɐk
шундыктараш	ʂwntɯ̞kʊ̞ɾäʂ
шундыктарымаш	ʂwntɯctɑɾamɑʂ
шундыктарыме	ʒundɯ̞kdɑɾɑmɑ
шундыктарыше	ʃund̪ɾkð̞aɾɯ̞s
шундыкташ	ʃundʊ̞kt̪aʃ
шундыктымаш	ʃunðɯ̞ktʊ̞mɑʃ
шундыктымо	ʃundɯ̞ktʊ̞mɑn
шундыктышо	ʃundəkʰɑʃˈa
шундымаш	ʂwntɯ̞mɑʂ
шундымо	ʃundama
шундышо	ʃuð̞ɑʃɯ
шунен	ʃuna
шунеч	ʃuneq
шунечын	ʃuˈnɛtʃeŋˈ
шунрок	ʃunrɔk
шунрокан	ʃˈunɾokˈan
шунцык	ʃunsɯ̞k
шуныкташ	ʂunaktˈaʃ
шунымаш	ʃonɯmaːʃ
шунымо	ʃuˈnɑmɑ
шунышо	ʃˈunaʃa
шуо	ʂɚ˨˩˦
шупка	ʃupka
шупш	ʃupʃ
шупшалалташ	sʊpsalaːltˈaɾʃ
шупшалалтмаш	ʃubʃɑlal'tmɑʃ
шупшалалтме	ʃubʃɑlɑltmɑ
шупшалалтмым	ʃubʃaɫaɫtɯmɯm
шупшалалтше	ʃubʃalɑltʃɯ
шупшалалтын	ʃubʃɑɫɑltɯn
шупшалам	ʂubʂalam
шупшалат	ʃupʃɑɫɑt
шупшалаш	ʃupʃɑɫaʃ
шупшале	ʃubʃalɛ
шупшаледаш	ʃubʃalɛdaz
шупшалмаш	ʃupʃɑɫmɑʃ
шупшалме	ʃubʃɑlma
шупшална	tʃuβ̞ʃaɫna
шупшалнешт	ʂupʂɑɫnɛʃt
шупшалтыш	ʃupʃaal̪t̪ɐʃ
шупшалше	ʃupʃau̯ʂa
шупшалыкташ	ʃupʃaːˈɫɯktaʃ
шупшалын	ʃupʃaːlɨm
шупшат	ʃupʃa
шупшаш	supˈsas
шупшдымо	supsdama
шупшеш	ʃuβʂɛʃ
шупшкеда	sʊ̞pʃkɪ̞ðä
шупшкедалташ	ʃupsked̪alt̪as
шупшкедаш	ʃupsked̪aʃ
шупшкедылаш	ʃubʃkɛdɔmˈʃ
шупшкедыме	ʃubʃkɛdɐmɐ
шупшман	ʃubʃman
шупшмаш	suβ̞ʃmɑʃ
шупшмо	ʃupʃma
шупшшо	ʂupʂa
шупшыкта	ʂɯ̞pʂɯ̞kðæ
шупшыкташ	ʃuβʂɯ̞ktɑʃ
шупшыктен	ʃʊ̞pʂʊ̞ptɛn
шупшыктеныт	ʃupʃɨqtɛnɛ
шупшыктылын	ʃubʃɯpnɯ̞ɫɯ̞
шупшыктыман	ʂubʂɯ̞ktʊ̞mɑn
шупшыктымаш	ʂupʂɐ̠ktɐmɐʂ
шупшыктымо	ʂupʃɯ̞ktɑmɑ
шупшыктышо	ʃupʃɪptɤʃi
шупшыктышт	ʂupʂɯ̞ptɯ̞rstɯ̞
шупшыл	ʂupʂau̯
шупшылалташ	ʃupʃɯ̞ɫäɫtɑʂ
шупшылалтмаш	ʃupʃalɑlʊ̞mɑʃ
шупшылалтме	ʃubʃɑɫaɫtmɑ
шупшылалтше	ʃupʃalalʲtʃ
шупшылам	ʃupʃala
шупшылат	ʃupʃala
шупшылаш	ʃupʃɐ̃ˈɫɑʃ
шупшылеш	zuβ̞sels
шупшылешат	ʃopʃalaʃa
шупшылман	ʃupʃɑɫmɑn
шупшылмо	ʃubʃɯɫma
шупшылнеже	ʃupʃɑlnɛʃɛ
шупшылнешт	ʂupʂɯ̞ɫnæʂt
шупшылташ	ʃupʃaltazʲ
шупшылтмаш	ʂupʂoltmɑʂ
шупшылтмо	ʃupʃaɫtma
шупшылтшо	ʃupʃaɫtʃɐ
шупшылтыш	supsɯlˈtɯz
шупшылтышан	ʃupʃau̯taʃan
шупшылшо	ʃupʃau̯s̺a
шупшылыкташ	ʃupʃalɨktas
шупшылын	ʃupʃala
шупшылыныт	ʃubʃɯlɯnænd
шупшылыт	ʃupʃɯ̞ɫɯ̞
шупшыльо	ʃubʃʲɛlʲa
шупшыльым	ʒubʃɐlʲɛm
шупшын	ʃupʃɒˈn
шупшыт	ʃupʃa
шупшыч	ʃupʃɨt
шупшышт	sʊpˈɛst
шупшышташ	ʃoβ̞ʂast̪aɾs
шур	ʃuɾ
шуралаш	ʂwɾäɫɑʂ
шуралталташ	ʃurɑɫtɑɑɫtɑʃ
шуралташ	ʃoralt̪as
шуралтен	ʃʊ̞rɑɫtæn
шуралтет	ʃʊ̞rɑɫtɪ̞t
шуралтмаш	ʃwˈɾaɑltmɑʃ
шуралтме	ʃoˈɾeɑltmɑ
шуралтше	ʃuɾaɦl
шуралтыде	ʃuraltɯdɛ
шуралтыкташ	s̺uɾaal̪t̪ikt̪aɾʃ
шуралтымаш	ʃw̜ɾɑɫtɯ̞mɑʂ
шуралтыме	ʃoɾaltamɑ
шуралтыш	ʃoɾalt̪ɐs
шуралтышан	ʃoraltɾɑʃan
шуралтыше	ʂuɾaɫtɐʃɛ
шуралтышыла	ʃoraltɯ̞ʂɯ̞ɫɯ̞
шуралын	ʃoralɯ
шуран	ʃurɑn
шуран-почан	ʃɾˈɑːnpətʃæn
шураш	ʃuɾaʃ
шурвоҥго	ʃurvonga
шурган	ʃuɾˈg
шургаш	ʃwɾˈgɑʃ
шурген	ʃuɾgæn
шурго	ʃɯ̞rka
шургопшаҥге	ʃuɾgɔpʃaŋgɔ
шургыде	ʂwˈrgədɛ
шургыжаш	esoɾɣ̞asaɾ
шургыжмаш	ʃuɾgəzmɑʃ
шургыжмо	ʂurgɯ̞ʒmɯ̞
шургыжшо	ʃurgaʃa
шургыкташ	ʃoɾgoktas
шургыктымаш	ʃwɾgɯtɑmɑʃ
шургыктымо	ʃurgʊ̞kæmɑ
шургыктышо	ʃuɫgɫtɑʃɯ̞
шургымаш	ʃuɾgɯ̞mɑʂ
шургымо	ʃurgɯ̞mɯ̞
шургышо	ʃuɾgəʃˈa
шурдымо	ʃuɾdamu
шурка	ʃuɾka
шуркала	ʃʊ̞rkɑɫɑ
шуркалалт	ʃwˈrkˈɑlɑlt
шуркалалташ	ʃwˈrkɑlɑltˈɑʃ
шуркалалтмаш	ʃʊ̞rkɑɫɑɫtmɑʂ
шуркалалтме	ʃuɾkɑlɑɫt̪mɯ
шуркалалтше	ʃoɾkɑɫɑltʃɯ
шуркалаш	ʃʊ̞rkɑɫɑʂ
шуркален	ʃurkalɛn
шуркалымаш	ʂwɾkaɑlɑmäʂ
шуркалыме	ʃwˈɾkaɑlɑmɯ̞
шуркалышан	ʂwɾkɑɫɑʂɑn
шуркалыше	ʃurkaɫɯ̞ʂʊ̞
шуркан	ʃuɾkɑn
шурканвишкыр	ʂuɾkanvʲiʂkɯ̞r
шуркангайык	ʂuɾkangaɛk
шуркангиса	ʃalkangisãn
шуркандер	ʃurqɑndɯ̞r
шурканшуэ	ʃuɾkɑntʃuːe
шуркашудо	ʂuɾkaʂuda
шуркаҥаш	ʂwɾkɑŋas
шуркаҥмаш	ʃwɾkɑŋmɑʃ
шуркаҥме	ʂwɾkɑŋmɯ̞
шуркаҥше	ʃwɾkɑŋʃɯ̞
шуркедаш	ʂwɾkʲedɑʂ
шуркедылаш	ʂurkʲedɑlɑʃ
шуркедылме	ʃurketoɾmɯ
шуркедылше	ʃurked̪altʃʝ
шуркедыш	ʂw̜rkʲeðɯ̞ʂ
шурлаҥге	ʃwɾlɑŋɟɑ
шурлочо	ʃurlotʃe
шурмаҥше	sʊrmaːŋseː
шурнан	ʃuɾnɑn
шурнаҥаш	ʂuɾnɑŋɑɾʂ
шурнаҥдаш	ʃuɾnɑŋdɑʃ
шурнаҥмаш	ʃurnɑŋmäɾ
шурнаҥме	ʃuɾnakmɯ
шурнаҥше	ʃoɾnaŋsa
шурнаҥын	ʃʊ̞rnɑŋɯ̞
шурно	ʃuɾnɯ
шурно-вече	ʂurnovʲetsʲe
шурнывече	ʃurnovʲetʃʲe
шурнывечысе	ʃurnovʲeʲtʃisʲsʲɯ
шурнывечыште	ʃornavʲetʂɨʂ
шурнывоч	ʃurnavˈotʃ
шурныгазна	ʃuɾnagɑzɯnɑ
шурныгайык	ʃurnagai̯t
шурныголя	ʃuɾnugolʲɑ
шурныгопшаҥге	ʃuɾnagɔpʃaŋgɑ
шурныгочшо	ʃurnogoɾˈtʃɐ
шурным	ʃuɫrnɯm
шурнына	ʃuɾnana
шурнысавыш	ʃuɾnasɑvɑʃ
шурнышуршо	ʃurnaʃurʃa
шурнышырчык	ʃuɾnaʃaɾtʃɯ
шуруп	ʃuɾup
шурупан	ʃɔrupɑn
шуршан	ʃuɾʃan
шуршо	ʃurʃa
шуршыла	ʃurʃɯɫɯ̞
шурымаш	ʃoɾamaʃ
шурымдараш	ʃʊ̞rʊ̞mdɑrɑʂ
шурыммаш	ʃʊ̞rʊ̞nmäʂ
шурыммо	ʃuɾunmu
шурымо	ʃuɾama
шурымшо	ʃuɾamʃɐ
шурышо	ʃuɾaʃɐ
шуташ	ʃutaʃ
шутыдымаш	ʃotadɐmaʃ
шутыдымо	ʃutadɐmɑ
шутыдымыжо	ʃutadɑmɑʒɑ
шутыланаш	ʂutɯ̞ɫɑnɑʂ
шутыланен	ʃutɯ̞ɫɯ̞næn
шутыланымаш	ʃutɯ̞ɫɑnɯ̞mɑʂ
шутыланыме	ʃutalanama
шутыланыше	tʃɔtaɫɐnɐʃtʃɛ
шутымаш	ʃot̪emas
шутымо	ʃuːtamɑ
шутыр	ʃˈutɚ
шутышо	ʃutaʃa
шуч	ʃutʃ
шучката	ʂutʃkɐtɐ
шучкатан	ʃutʃkata
шучкатаҥаш	ʂutʃkɑtɑŋɑʃ
шучкатаҥмаш	ʃutʃkatɑŋmaʃ
шучкатаҥме	ʃutʃkatɑŋmɑ
шучкатаҥше	ʃutʃkatɑŋʃ
шучкаҥаш	ʃutʃkaŋaɾ
шучкаҥдаш	ʂutʃkɑŋdɑʃ
шучкаҥден	ʃutʃkɑŋtɛn
шучкаҥдымаш	ʃutʃkɑŋdamaːɾ
шучкаҥдыме	ʃutʃkɑmdɯmɯ
шучкаҥдыше	ʃutʃkɑŋdɑʃɑ
шучкаҥмаш	ʃutʃkɑŋmaːʃ
шучкаҥме	ʃutʃkaɴmɑ
шучкаҥше	ʃutʃkɑmʃɛ
шучкемаш	ʃutʃkʲemaːʃ
шучкемден	ʃuʲtʂkɛmden
шучкеммаш	ʃulʃkæmmaʃ
шучкемме	ʃutʃkjɛnma
шучкемше	ʂutʂkʲemʂɨ
шучкемын	ʃutʃkæmɯ̞
шучкешт	ʃutʃkæʃ
шучкештараш	ʃutʃkeʃtaɾaʃ
шучкештарымаш	ʂwtʃkɪ̞ʂtɪ̞rʊ̞mɑʂ
шучкештарыме	ʃuʃkæʃtɑramɯ
шучкештарыш	ʃuʃkʲɪʃtɪɐrɐʃ
шучкештарыше	ʂutʃkʲitsaɾaʂʂɐ
шучкешташ	s̺ut̪ʃket̪ˈaɾs
шучкеште	ʃutʃkɛʃt
шучкештмаш	ʃutʃkæʃtmɑɾ
шучкештме	ʃutʃkæʃtmɑ
шучкештше	ʃutʃkʲetʂɨ
шучко	ʃutʃka
шучкыланаш	ʃutʃkɯdɯk
шучкыланымаш	ʃuʃkɑlɑnɯmaːʃ
шучкыланыме	ʃutʃkɔɫɑnɑmɯ
шучкыланыше	ʃutʃkɯlɑnɯʃɯ
шучкылык	ʃuɫtʃkaːlɑk
шучкын	ʂuʂkɐn
шучкырак	ʃuʃkɔra
шуша	ʂuʂa
шушадыме	ʂuʂadɑmɑ
шушан	ʂuʂan
шушасе	ʃuʃasɨ
шушаш	ʃuʃaʃ
шушко	ʂuʂka
шушкысо	ʃuʃqɑsɯ̞
шушлык	ʂu˨˩˦ʂu˨˩˦
шушо	ʃuʃa
шушпыкташ	ʃoespəktaʃ
шушык	ʂuʂem
шушыл	ʂu˨˩˦ʂɤŋ˥˩
шушылан	ʃuʃʊ̞ɫɑn
шуыде	ʃuðɯ̞
шуыкташ	ʃuːktɑʃ
шуылташ	ʃuɫtɑʃ
шуымат	ʂu˥˥mən˧˥
шуымаш	ʃumɑʃ
шуымо	ʂum
шуымыла	ʂɚ˨˩˦ɑl
шуын	ʃuːən
шуын-шуде	ʒuɫɯ̞nʃɫdɛ
шуынам	ʂu˨˩˦nɑŋ˨˩˦
шуынат	ʂu˨˩˦
шуынешт	ʂuːnɛʃt
шуыныт	ʂu˥˩
шуыт	ʂu
шуыч	ʃutʃ
шуыш	ʃoːʃ
шуышаш	tʃuʃaʃ
шуышо	ʂu˥˩ʂɤ˨˩˦
шуышт	ʃuɾ
шуышташ	ʃuɫʃtɑʂ
шуыштедаш	ʃuʃtɛdɑʃ
шуыштман	ʃuɫɯ̞ʃtman
шуыштмаш	ʃoˈɾsmɑˈʃ
шуыштмо	ʂuʂtɪma
шуыштшо	ʃuʃtʃe
шуэ	ʂuˈe
шуэдаш	ʃuʲedɑʃ
шуэлудо	ʃoɛɫuta
шуэм	ʃuɛ
шуэмалташ	s̺oe̞malt̪as
шуэмалтмаш	ʃuɫemeɫtmaɾ
шуэмалтме	ʃojmaɫtma
шуэмалтше	ʃuʲemaɫtʃʲa
шуэмаш	ʂuʲæmaʂ
шуэмдаш	ʃuɛmdas
шуэмден	ʃuɪ̞mdʲɪ
шуэмдет	ʃuɛmdɪ̞
шуэмдыман	ʃuɛmdɪmɑn
шуэмдымаш	ʃuɛmdɑmaʃ
шуэмдыме	ʃoʃmdama
шуэмдыше	ʃuɫemdɛrʃa
шуэммаш	ʃuɛnmaʃ
шуэмме	ʂu˥˩e˥˩mən˧
шуэмше	ʃuʲemʂa
шуэн	ʂu˨˩˦jɛn˨˩˦
шуэн-шуэн	suən˥˥ʂuən˥˥
шуэнат	ʂu˨˩˦i˧˥nɔ˨
шуэнрак	ʃuɛnɾa
шуэныт	ʃuɛn
шуэрак	ʃuɛɾa
шуэсе	ʃuˈɛs
шуэт	ʃoɛt
шуэш	ʃoes
шуэшат	ʂuɔ˨˩˦i˥˩ʂan˨˩˦
шуэштын	ʃoeʃte
шуя	ʃuja
шуякаҥаш	ʂuʲakanʁaʂ
шуякаҥмаш	ʂuʲækɑŋmäʂ
шуякаҥме	ʃuʲakaŋmɯ
шуякаҥше	ʂuʲaqɑŋʂɯ̞
шуяланаш	ʃuʲalaˈnɑʃ
шуяланымаш	ʃuʲalaːmaːʃ
шуяланыме	ʃujǎɫaːnama
шуяланыше	ʃujɑɫɑnɯʃɯ
шуялгаш	ʃuʲɑlgɑʂ
шуялге	ʃˈujˈɑɫgʌ
шуялгымаш	ʃoˈjɑlgɐmɑʃ
шуялгыме	ʃuʲæɫgɑmɑ
шуялгыше	ʃuʲɑɫdʊ̞ʂ
шуялта	ʃoialta
шуялтараш	ʃuʲæɫtɑɾaz
шуялтарымаш	ʃoialt̪aɾamas
шуялтарыме	ʃuʲaɫtɑraˈma
шуялтарыше	ʃuʲaaltaɾaʂɨ
шуялташ	ʃoialt̪as
шуялтен	ʃuʲɑɫtæn
шуялтеныт	ʃoˈjɑltɛmɯ
шуялтмаш	ʃuʲaɫt̪mɑʂ
шуялтме	ʃoˈl
шуялтнен	ʃuʲæɫtmɯ̞
шуялтше	ʃuʲaɫtʃɛ
шуялтыде	ʃuˈjɒltide
шуялтымаш	soialt̪amaɾs
шуялтыме	ʃuʲæɫtɑmɑ
шуялтынеже	ʃuʝɑltʊ̞næʃ
шуялтыш	ʃoiɑɫtɑʃ
шуялтыше	ʃuʲɑɫtʊ̞ʂɯ̞
шуялтышыжла	ʃuʲɑɫdʊ̞ʂɪ̞ʂɫɯ̞
шуяш	ʃuʲæʃ
шуҥгалт	ʂklɑʊ˨˩˦
шуҥгалтараш	s̺o̞ngau̯t̪aɾas̺
шуҥгалтарымаш	sumɣ̞alt̪aɾamas
шуҥгалтарыме	sungabataɾama
шуҥгалтарыше	ʒungaltaɾaʃ
шуҥгалташ	s̺oŋgɑlt̪as
шуҥгалте	ʃwŋgɑɫ
шуҥгалтеш	sumɣ̞alt̪es̺
шуҥгалтмаш	sumɣ̞aalt̪maɾ
шуҥгалтме	ʃoŋgɑltmɑ
шуҥгалтнеже	ʂumgɑltnɪ̞ʃ
шуҥгалтнешт	ʂwŋgɯ̞ɫtnæʂ
шуҥгалтше	sumgɐltʃɐ
шуҥгалтым	ʃoŋgɑltɯm
шуҥгалтын	sʊngɑltɐm
шуҥгалтыт	ʃungɑltɑ
шуҥгалтытак	ʃungɫtɯdɑ
шуҥгалтыч	sʊ̞nɣaal̪t̪ɪs
шуҥгалтыш	ʃungaɫtɨʃ
шуҥгалтышан	ʃomɣ̞alt̪asãn̪t̪
шуҥго	ʂuga
шхуно	ʃxuna
шы­ҥен	ʃaːn˧
шывага	ʃavaga
шыванай	ʃɯvonaj
шыве-шаве	ʃavaʃava
шыве-шово	ʃɑvɑʃoˈvɑ
шыве-шыве	ʃaˈvaʃaˈva
шывыге	ʃaːʋaˈga
шывыр-шовыр	ʃɛbɛrʃɔbr
шывыр-шӱвыр	ʃabarʃuðər
шывырдӱҥ	ʃaːrdum
шывыртаташ	ʃɐvɐrtˈatˈaʃ
шывыртатылаш	tʃaβ̞ɾt̪at̪ãlaɣ̞s
шывыртатымаш	ʃabɪrtatˈemˈaʃ
шывыртатыме	ʃɑvɑrtatama
шывыртатыше	ʃəvɛrtataʃ
шыга	ʃɤgɑ
шыгай	ʃɐgɐi̯
шыгалаш	ʃɯ̞gɑɫɑʂ
шыгале	ʃagaɫɛ
шыгален	ʃəgɑlɛn
шыгалыкташ	sˈaɣalˈaktˈaʃ
шыгалымаш	ʃɯ̞gɑɫmɑʂ
шыгалыме	ʃɐgɑɫɑmɑ
шыгалыше	ʃagaɫaʃa
шыган	ʃɐgɐn
шыгасе	ʃɒgasi
шыгыле	ʃægɐlʲe
шыгыльышудо	ʃagalʲaʂuda
шыгылян	ʃˈagalˈɐ
шыгыр	ʃɑɫbɑr
шыгырем	ʃɐgɐrɛv
шыгыремаш	sˈagˈoɾˈɛmˈas
шыгыремда	s̺oɣ̞oɾemd̪a
шыгыремдалт	ʃabɾemda
шыгыремдалтын	ʃəgɾmdɑɫtɑ
шыгыремдат	ʃəɣaɾemta
шыгыремдаш	sˈɐgˈarˈɛmdaʃ
шыгыремден	ʃægɾʲɪmdʲɪ
шыгыремдылаш	ʃəgɔrɛmdɑɫas
шыгыремдылыт	ʃəˈgɔramtɒˈɫa
шыгыремдымаш	ʃɐgɐrˈɛmdɐmɐʃ
шыгыремдыме	ʃəgrɛmdɐma
шыгыремдымыла	ʃɛgɑrɑjɛmdamɑɫa
шыгыремдынешт	ʃʊ̞gɯ̞rɪ̞mdʊ̞nʲɪʂt
шыгыремдыш	ʃɒgɒɾˈmdiˈɾˈ
шыгыремдыше	ʃɛgɔrɛmdɛʃɛ
шыгыреммаш	ʃəgrɛmmaʃ
шыгыремме	ʃəgɔrɛma
шыгыремше	ʃɛgɔremʃɛ
шыгыремын	ʃɛgɪ̞ɾɛmɪ̞
шыгырештараш	ʃɛgɔreʃtaɾaʃ
шыгырештарымаш	ʃəgɾaʃtaɾamaʃ
шыгырештарыме	ʃəgɔrjˈʃtɑɾamɐ
шыгырештарыше	ʃɛgɐrɛʃtaraʃɛ
шыгырешташ	s̺agɾae̞s̺t̪aʃ
шыгырештмаш	ʃagorɛʃtmas
шыгырештме	ʃɛgɔrɛʃtma
шыгырештше	ʃɛgɔrestʃɐ
шыгырланаш	ʃʊ̞gɯ̞rɫɑnɑʃ
шыгырланымаш	ʃʊ̞ɫɯ̞rɫɑnamas
шыгырланыме	ʃɛgɑrɫɑnɑmɑ
шыгырланыше	ʃɑrgɯ̞ɫɑnʊ̞ʂɯ̞
шыгырлык	ʃˈagˈarˈlɑk
шыгырналташ	ʃagɯ̞rnalt̪aʃ
шыгырналтмаш	ʃəgɯ̞rnäʊ̞ɑːɦmäʃ
шыгырналтме	ʃɒgɒɾniɒltmɒ
шыгырналтше	ʃˈagrnˈaɭtʃi
шыгырнаш	ʃɛgɯɾnas
шыгырнымаш	ʂɐgɐrnɐmaːʃ
шыгырныме	ʂɯ̞gɯ̞rnɯ̞mɑ
шыгырныше	ʃˈɵgɯrnˈɑʃˈɑ
шыгыррак	ʃagɾa
шыгырташ	sagort̪as
шыгыртылаш	sakɾtɐlɐʃ
шыгырчык	ʂɑɫʊ̞ɾtʃʊ̞k
шыгырын	ʃəgɐrɛn
шыдан	ʃˈɑdɑn
шыдаҥ	ʃadag
шыдаҥвече	ʃadaŋvʲetsʲe
шыдаҥвечысе	ʃɛtaŋvʲetʃisɨ
шыдаҥвуй	ʃɛtanʋvʊj
шыдаҥын	ʃadɑŋɑn
шыдаҥыште	ʃɯtɑŋɯʃt
шыде	ʃɒda
шыдеп	ʃadɛ
