-ին	ɪn
խմբագրական	hæmbɑkrɑkˈɑn
խմբագրել	hæmfagɾɑl
խմբագրություն	χɑmbɑgrʏ̞tʲːwn
խմբային	χɑmbajɯn
խմբեր	hãmbæʃ
խմբերի	χʊ̞nbʲirɪ
խմել	χɛmmæd
խմիչք	χmˈitʃkˈ
խմորեղեն	χɒˈmˈɒɾˈɒgiˈɒˈn
խմում էին	qɑmˈg mɛ̃ːm
խնամատար	χænɑmɑtɑr
խնամում է	xanɑɑmuːmɛ
խնայողական	χmˈnə
խնայողություն	χɑŋajɯmaθɯ
խնդալ	χɑ̃dɑl
խնդիրները	ntjɾniren
խնդում եմ զանգահարեք բժշլկի	χɒntroˈmɒm zaˈngaˈɒɾek bˈiʃiʃki
խնդրել	mɒnseɾ
խնդրեմ	χɛntsem
խնդրեմ, երբ կկարողանաք	χɑ́ntɾɑjum jeɾp kə kɑɾoʁɑnɑ́k
խնդրեցի	χndɾetʃi
խնդրում	kʊ̞nʂʊ̞ŋ
խնդրում եմ	jˈɑːm trˈu mˈɛn
խնձոր	ʁanˈðoɾ
խնչել	χʊ̞nʂɪ̞l
խոզ	hɔl
խոզաբուծություն	χɔzɑbɔzɔtʃuŋ
խոզերի խումբ	xɔzɾiː χomb
խոզի միս	xoˈzimiz
խոզուկ	hɒzwk
խոթել	xtɛl
խոխոջալ	xʊxʊdʒaːl
խոխոջել	xɔɑːxɔtʃæl
խոհարար	χʊ̞hɑɾɑːʒ
խոշոր	kʰʃɾ
խոչընդոտ	χɔtʃʰintɔt
խոպան	qopɑn
խոսափող	ʁˈɛzˈapˈɔɹ
խոսել	ʁɔsɛl
խոսնակը	χosnɒki
խոսում են	χosˈw men
խոսվում է	χoːsvumːe
խոստացավ	xostatstsov
խոսք	xosk
խոսքերից	xɔɾskʲæɾɪ
խոսքի	ɦɔski
խոտ	xot
խորամանկորեն	χoɾɑmɑnkoːˈɾeːm
խորանալ	xɔrɑnɑl
խորթ	xɔɾd
խորին	xɔːɾiːm
խորհել	χɔrhel
խորհուրդ	xoɾuːt
խորհուրդ է	ɣoːrˈoːl te
խորհուրդը	χʊ̞rɯ̞rtʊ̞
խորհրդակցել	koːˈtˈɔktsoː
խորհրդանշան	χɔrthɑnɯˈʃɑn
խորհրդանշել	χɒˈrtˈɒnuʃˈiˈl
խորհրդատու	χɔrɯztatu
խորհրդի	xoɾetʰiː
խորոված	xoromatov
խորովել	xɔːɾuːbəl
խորվաթերեն	χoɾvɑkʰeɾn
խորտակել	χɒˈɾtɒkˈɒl
խորտակվել	χɒzkɒn
խոցել	ɢɔtɛli
խուլ դառնալ	χoːnbɑrnɑːr
խուճապահարվել	χʊ̞tʃapɑhɑrwɛl
խումբ	xu
խուրմա	pulmˈa
խռմփալ	χrɒˈmpɒl
խռով	ɣrɑf
խռովել	χrðɑl
խռչակ	ɣɯ̞rtʃɑk
խտածո	χɛtaatsɔ
խտանյութ	χatanʲut
խրատ	χɾat
խրատը	χɾatɒː
խցկել	χɛtskæl
ծ	tsa
ծալած	tsa˥˧la˥˧tsi
ծալովի	tsanavi
ծալվածք	zəlvɑtsk
ծալք	zək
ծախել	tsɑχɛl
ծախս	zˈaxs
ծածուկ	tsa˥˩tsu˥˩
ծակել	sa
ծակծկող	tsaktsɯkɔx
ծակոտկենություն	sakotʰkʰenutʰjːn
ծաղիկ	zˈɑːɾˈɪç
ծաղկաթերթ	tianxu˧˥tt˥tsɯ˥˩la˥˥ʂu˨˩˦tianxu˧˥ɕtɕʰjɛ˧˥ʈwɤ˧˥
ծաղկաձոր	tsɑhqɑtsɔr
ծաղկանկար	tsɑχkɑnəkɑɾ
ծաղկել	tsɑqkæl
ծաղկում	tsaxkɔm
ծաղրածու	tsɑɣrɑtsˈu
ծայր	tsaʲiːv
ծայրակալ	t̪ːzəːeːrakːaːl
ծայրահեղ	saːeraħela
ծանծաղ	tsaːntsɑq
ծանոթանալ	laːnoːkɑnaːr
ծանոթանալու	tsɑnɔtɑnɑluː
ծանոթանանք	tsanotanɑŋ
ծանոթացեք	saːnətɑːtsɛk
ծանոթացնել	zɑnɑtɑtsnɑl
ծանոթներ	sɑnɑtunɛɾ
ծանր	saːmɾʃ
ծանր է	tsɑːnɑre
ծանրաբեռնել	sonravørmæl
ծանրաշարժ	tsɑnɾɑʃɑɾʃ
ծանրացնել	tsɑndɾɑtsʰnél
ծառ	sar
ծառայել	tsɑrɑjɛl
ծառայեն	tsɑrɔjɛm
ծառայեր	zærɑjeɾ
ծառայի	tsaːrai̯
ծառայություն	tsʲɑɾrʲɛjitsʲu
ծառեր	tsɒriːd
ծառերի	tsa˥˩rɑi˥˩di˨˩˦
ծառի	tsari
ծեր	tsˈɛ
ծեփագործ	sepagogl
ծեփել	sepˈl
ծեփող	sɛpɾɛ
ծիծ	tseːn˧
ծիծաղ	zˈiːtsɜ
ծիծաղաշարժ	tʃiːdɢaʃaːrʃ
ծիծաղել	tʃatsaxæn
ծիծաղեցնել	tsʲitsʲaɣʲasnɑl
ծիծաղում	tsit˦sœ˧˥un˧˥
ծիտ	tʃiːd
ծիտ ըլնեմ	tsɪtɛnna
ծիրան	i˥˩
ծիրանագույն	siɾanaːgoin
ծիրանափող	jisioŋapɔx
ծիրանեգույն	tsʰiɾanagokɔd̪ɔe
ծլվլալ	ʃt̪ʃɑ̃w̃ːɑ̃ː
ծխել	tsoːxɛl
ծծումբ	tsɯ˥˩tsʊŋ˥˩
ծղոտ	θaɣ̞oʔ
ծղոտից	zatˈoːtits
ծնծղա	tɤnsga
ծննդավայր	saˈnɯnˈdɯvaɾ
ծննդոց	senndots
ծնող	tsɛnɔb
ծնողներ	ɛtnˈɔxmˈɛʁ
ծնողներին	tsənɔzmɛrrim
ծնողներից	tsɔnɔɣniɾiðs
ծնողներն էին	sˈə nˈɔx nˈeːɛ
ծնում ե	akompano
ծնում են	senumene
ծնունդ	saˈnɔn
ծնունդդ շնորհավոր	zænˈjæ ʒnær hovɑːr
ծնունդը	sanonˈda
ծնվել	senvˈɛn
ծնվել է	tsen veːlɛ
ծնվեցի	tsɛnʋeˈtsi
ծնվի	tsɐnʋiː˨
ծնվում է	tsɛn vumɛ
ծոմապահութիւն	zˈɔmˈabaʁutʃuʁ
ծոմապահություն	siːtʃiːtʃiun˨˩
ծով	tsof
ծովալճակ	sovalɛtʃak
ծովածոց	tsuɔ˥˩fa˥˥tsʰɯ˨˩˦
ծովատառեխ	tsɔvatɑrɛx
ծովեր	tsɛlˈbæn
ծովերի	tok
ծովը	tsɔɫvɛ
ծորալ	tsɔorɔl
ծոց	tsots
ծուլություն	solutsjˈɔn
ծունկ	tsuŋ˨˩˦
ծուռ	tɔzɛmizdɛbirbilɛnʔotʃuɾ
ծռվել	søvˈt
ծրագրավորող	tsʲɪɾɑkʲɪɾɑwːɾɔχ
կ	en
կա	ka˥˥
կադրերից	gadrɛritːs
կազակական տաբատ	kɾas ɑɢɑ ɟɑnt ɑl bat
կազատի	akazat
կազմավորվել	kazmabɔrvɛn
կազմել	kɑːzməl
կազմված	kazmɨvatʂ
կազմվածքը	ɔzumvˈatska
կաթ	kat
կաթնային կոկտեյլ	kɑtsʰnaːiːn koktɑjɫ
կալանավոր	kɑɫɑnabɔr
կալանավորել	lad̪eβ̞oɾel
կալե	kɔle
կալիֆորնիա	kalifoʃɲa
կախարան	faxælɑm
կախարդ	daxˈa
կախարդական	tɤ˧˥ʂɑŋ˥˥tt˧ʂɚ˥˩ʈʂʰɑŋ˥˥tɤ˧˥
կախարդանք	kχɑrdaŋk
կախել	tɑxˈl
կախում	gaxum
կախում ունենալ	kaxundʒiunial
կախված	bɑxlɑt
կախվածությունից	ɑχfɑtsʰútsʰjúm
կակազել	tɐˈsɛn
կակաչ	kakatʃ
կաղ	kaa
կաղզվան	kagzwagz
կամ	pɔm
կամ էլ	qɑmɛl
կամավոր	nˈoʊnˈoʊsˈiːləntˈɛ
կամար	kɑ˥˥mik˥˥a˥˥
կամաց	kɑmɑts
կամո	kamu
կամուրջ	amult
կամք	tamp
կայանք	kʰajˈʌŋk
կայարան	kaːjɐrɐn
կայծ	dˈɐj
կայծակ	kaj˧˧tok˨
կայծկլտալ	kɑːjskɐltaːl
կայուն	kajun
կայք	kajk
կայքէջ	kaːiːkidʒ
կայքից	kəˈgə
կայքում	kɑjˈkʰuːm
կան	kon
կանաչ	ɑnɑtʃ
կանաչ սոխ	kʰanˈatʃ sox
կանգ	gɔng
կանգ առնել	kɑŋgɑrnɑl
կանգառ	kɑŋɑ
կանգառում	kaːnɯtaːrɔm
կանգնել	kangnɛl
կանխատես	kɑːrxatæst
կանխիկ	kankɪk
կանոն	anɯn
կանչ	pɔntʃ
կանչել	kanθɛl
կանչեց	kontʃɛt
կաշի	kɔːˈʃiː
կաշխատի՞ իմ քարտը այս բանկոմատում։	kɑʃχɑtí jem kʰɑrt ɑjs bɑŋ komɑtum
կաշխատի՞ իմ քարտը այս բոնկոմատում	kɑʃχɑtejm kʰɑət e ɑjts bonkomɑtum
կապ	tɔːpˈ
կապան	kɒpɒni
կապար	kɑpɑʂ
կապել	qapɛl
կապել էր	kɑɫpeɫeɾ
կապեր	kɑ̃pˈaʒ
կապը	kɔpɔ
կապի	kapi
կապիկ	topik
կապկություն	kɑfkutʃiŋ
կապում է	kaːpuːn eːʔ
կապույտ	kapujt
կապույտ հազ	ʒˈɛnʃuˈ lˈoʊniəɹgˈtɛpˈiɹˈ tn˧i˥˩fɑ˥˧
կապվածություն	kapɑtsʲitsʲun
կապտած էր	kɔp tɔtsɪs
կապտել եմ	kap tɛjlɛm
կապտուկ	qɑptuq
կառավարող	käräpɑrɑq
կառուցել	kɑrɾutsʰæl
կառուցող	kɑrʊtsov
կառուցվող	karɔtsʰfɔq
կասեր	nˈoʊnˈoʊnˈoʊsˈiːləsˈændmˈɑːlˈɔfɪq
կասեցնել	kæsætsʲnæl
կասկածանք	kɑsɑkɑtsæŋk
կասպք	kɑspk
կավելացնի	kɑ̃bɛlˈtˈsˈnˈis
կավիճ	kavitʃ
կատակ	kɑtˈɑd
կատակասեր	kɐtˈɐtˈɑsˈeɪɾ
կատակել	kɑtakɛl
կատակներ	kɑtɑtmɛr
կատաղեցնել	kʼˈateˈʁˈɑtsnɑt
կատարած	kɑtɑɾɑts
կատարել	kataɾoɫ
կատարելագործել	kɑtɑrɑlɑgoɾtsel
կատարյալ	katˈaːriən
կատարում	paˈtˈaˈɾˈu
կատարված	katarvatsʲ
կատարվող	kadaɾvɔx
կատու	kaːtu
կատվիկ	katvik
կար	fɔːɾ
կարայան	kajajran
կարապ	qɑːrəb
կարապետ	kɑrapət
կարապետյան	kʰæˈrɑːpɑjtʰiːˈɑːn
կարգ	kɑːrk
կարգավորող	alkɑrkʰɑwɑrɔχ
կարգի բերել	kɔːɹkʰiˑ bæɾiˑ
կարդա՛	kɑrtʰɑ
կարդալ	kɑrthála
կարդանք	gɑːr˥˩stæŋ˧
կարդաշյան	kaːrgəʃan
կարդաս	kɑːrtʰɒːst
կարդացվել	kɑɾtʰɑtsfél
կարել	kɑ˥˥ɹ˥an˥˥
կարելի	kɑɹɛli
կարեն	kɑɾɛn
կարեցին	kɑɾɪtsʲɪn
կարեւորությունը	ɑrɛvoɾɛtsijˈunɑ
կարթ	kɑːɾt
կարինե	ka˥˥line˥˩˦
կարիք	kaːriːg
կարծես	kaɾtsɛs
կարծեց	kɑrtsʰets
կարծում	katsu
կարծում եք	kɑɾtsúm ekʰ
կարկատան	koːɾtəˈtan
կարկուտ	qɑtɢut
կարճ	kaɾtʃ
կարմիր	kɑːrmiːɾ
կարմիր ծով	kärméɾtsɔf
կարմիր տեռոր	kaɾmiz terɾor
կարմիր փլավ	kaːmiː plʊm
կարմրագույն	kɑɾmɑɾɑgɔj
կարմրաթշիկ	kʰaː˥˩rmɑːtʰʰsiː˥˩
կարմրել	kɑrmɯ̞ræn
կարո՞ղ եմ խոսել խանութի մենեջերի հետ	qɒˈɾɒqim χɒsɒl qɒnˈuˈti mɒnɒdʒɒriˈ het
կարո՞ղ եմ հարց տալ սրա մասին	kɑɾúʁən hɑɾtsʰzɑns sɾɑmɑsʰijn
կարո՞ղ եմ նստել այստեղ	kɑroˈʁɑ nɯˈstɯl ɛstæh
կարո՞ղ եմ ստանալ անդորագիրը	kɑɾuham stɑn ɑlɑn doɾɑgijɾə
կարո՞ղ եմ վճարել դեբետային քարտով	kɾoːɣe v dʒoɾl debetɑjn kʰɑɾtuf
կարո՞ղ եմ վճարել կրեդիտային քարտով	kʰɑroʁajm vətʃʰɑɾel kɾedítɑjín kʰɑɾtóf
կարո՞ղ եմ տեսակցության ժամ գրանցել	kɑloʁem tijs ɑktsútsʰjɑn ʒɑm gɾɑ́ntsʰel
կարո՞ղ եմ փորձել սա	kɑroʁ en pʰɑɾtsʰɑ́lsɑ
կարո՞ղ ենք ամրագրել	kɑɾóʁ ɛn kɑmbɾɑgɾél
կարո՞ղ ենք պատվիրել սա դուրս վերցնելու համար	kɑɾoʁajŋ kpɑdvijɾél sɑtúɾs veɾtsʰnél u hɑmɑ́ɾ
կարո՞ղ ենք տեսնել մենյուն	kærɔɣæn tɛsnæl mæn jɔn
կարո՞ղ եք առաքել սա	kaɾ oɢe j kɑra kʰlsa
կարո՞ղ եք ինձ համար գդալ բերել	kɑɾóvɑ jejkíntsʰ hɑmɑ́rk tʰɑmpél jeɾɪ
կարո՞ղ եք ինձ օգնել	kɑroʁ e kĩnsóʃnél
կարո՞ղ եք լցնովի գարեջուր տալ	kɑɾɑɢɑj klɛtsnɑvʲi kɑrɛdzjɛ uʒ tɑɫ
կարո՞ղ եք մեկ գավաթ ծորակի ջուր տալ	kɑɾoʁ ek mék gɑvɑ́ts orɑkí dʒuɾtɑl
կարո՞ղ եք տալ անդորագիրը	tʰɑroʁ eklɑlɑndóɾ ɑj kíɾɑ
կարող	qarɑq
կարող եմ ձեզ խմիչք հյուրասիրել	kɑɾɔʁ ɑndzɛs χmí tʃʰiɾɑziɾjél
կարող ենք	qaːra oˈxɪnd
կարողանար	kʼaɾˈɔɣɔnˈɑz
կարոտել	kɑːrʊtəl
կարպետ	kɑˈrpet
կարս	kəɾs
կարտոֆիլ	fɑrtɔfɪl
կարևոր	ˈkɑlɑbˌoɾ
կացին	tsiŋ˨˩
կաքավասար	qaːkhavasa
կբացվեն	kɑbɑtsɨvɛŋ
կբերեր	kˌɑbeɪlˈit
կբնակվի	qəbənˈɑtdiː
կեղեւ	kʰɪˈʁɛ
կեղծավորել	kʲɛxtvɔral
կեղտ	tjˈɛ
կեղտոտ	kektɔt
կենալով	kɛːnˈɑːlɑf
կենդանաբանական	kentdʒuβebanɑkɑn
կենդանանում	ke̞ntʰaːnnuːm
կենդանի	kian˥˧tʰɔ˥˥n
կենդանիներ	kéntʰɑnʰiŋeɾ
կենդանություն	kientanotsiŋ
կենթարկվեք	ðəjˈɪntɛdɪk
կենսաբանական	kɛnsɑbɑnɑkɑn
կենսունակություն	kensupəwˈtʰən
կենսուրախություն	kennsˈuɾɒχgoˈtɒn
կենտրոն	kändrˈɔn
կեպի	kipi
կեռաս	kʲeras
կես	ke̞s
կեսարացի	kesaraːsi
կեսարիա	kɛsɑɾiːɑ
կետ	tɛpˈtˈ
կետերով	kʲeːtɛɾof
կերա	bgɾn
կերակուր	tʃɪrakʊɫ
կերակուր տալ	ke d̪e kũɾt̪al
կերակրափող	keːrɑːrkeːrɑːrpʰl
կերակրել	ruβ̞jalesalad̪imit̪iɾoseɾkessat̪
կերպ	ke
կերպարանք	dʒoː˧ːpalaːŋ˧
կզակ	kazak
կթել	bətə
կթողնի	təteˈʁmi
կիլիկիա	kiliqˈijˈ
կիլոմետրեր	kˈiːlomˌɛtɾiːʒ
կին	kɪ̞n
կինը	kini
կինո	kino
կիպրոս	kɨpɾˈɔsʊ
կիսաբաց	kisˈabatˈ
կիսալուսին	akest̪lusĩn
կիսակլոր	isakɔlʊʃ
կիսաճտքավոր կոշիկներ	tʰi sɑtʃ ɑtʰkʰɑvɔʃkʼɔ ʃkŋer
կիսամյակ	kisɑmɛak
կիսաշրջազգեստ	hˈisˈɑshˈɚdʒˈɑzgˈɛst
կիսատաբատ	kisatʊbat
կիսել	isaj
կիտել	ˈkɪtən
կիտրոն	kiprono
կիտրոնագույն	kiprɔnagui
կիրակի	ɾaki
կիրակի օր	kiːlˈɑːkiːɔːl
կիրառմամբ	kiraɾmɑŋpɔ
կիրճ	kˈift
կից	kˈut
կլանել	plamɛl
կլինեն	təlɪˈn
կլինեք	kəˈliːnə
կլինի	kəlˈɛni
կլոր	koloɾ
կլուբ	klw
կլուբներ	ɦlubnɛd
կլսի	tolesɨ
կծու	kətsʊŋ
կկարողանան	kəkajaˈɾaːn
կկոչվի	kəˈkɔʃbiː
կկորցնենք	kʰaˈltsʰəntʰə
կկրեն	tutɾe
կհիանամ	kʰeː˧hjaː˧nam˧
կղզին	kɯɫzin
կճատ	kɪtʃɑːb
կմախք	kamˈaːk
կմիանա	kamiːɑːnɑː
կյանք	kˈɛn
կյանքը	kian˨˩kʰu˨˩˦
կյանքի	kink
կյանքի իմաստը	kjanˈkiˌmastə
կյանքում	dˈiːskʌm
կնոջը	kəˈnɔːtʃə
կշեռք	tʃʰtʃɛk
կշռել	bæʃnˈ
կոբլենց	kɔbɛlɛnts
կոլոտ	kɔlat
կոխք	kɔsk
կոծկել	kotkɛn
կոկա կոլա	kɔkɑ kɔla
կոկոն	qɔqɔŋ
կոկորդ	kɔkɔst
կոկորդիլոս	kɔːkɔɾˈdilɔs
կոկորդս ցավում է	kókóɾtʰəs tʰafúm e
կոկտեյլ	kɔktɛjl
կողակից	ko˥˩ha˥˥kiz˨˩˦
կողակիցդ	koˈgɑkeˈtsi
կողին	ʁuħˈ
կողմերի	kɔxmɛriː
կողմերիդ	qɔɦmɛɾi
կողմը պահել	qɔʁməpaːɦeːl
կողմում	aɣoːmm
կողոսկրերից	vozkɾeviz
կողպել	koχtɑjl
կողպեք	koʁpɔː
կողր	kʊ̞r
կողքը	tɛpˈɛn
կողքի վրա	kˈˈkˈi vəˈla
կողքին	pɔ̃kɛ
կոճ	kɔtʃ
կոճկել	koːtʃˈkeːl
կոմեդիա	kɔmɛdʒeɐ
կոմիտաս	komitas
կոմիտե	komita
կոմիտեի	komitei
կոմիտեն	komitene
կոմունիզմ	komunizm
կոմունիստական	komuniztakan
կոնկրետ	kɔŋkɾɛt
կոնյակ	konʲak
կոնֆետ	kɔnsɛst
կոնֆլիկտ	kɒnflikt
կոշիկ	koˈʃiːk
կոշիկներ	koʃiˈtmɛɾ
կոշկակար	bɑʃkɑkɑʃ
կոշտ	post
կոշտանալ	kolʃtanɑl
կոչեց	ɔtʃɛts
կոպիտ	kɔpɪ
կոպիտ են	koːˈpiːt˧ pæ̝ːn˧
կոստա ռիկա	kɔsta rika
կոստյում	pastion
կով	o
կովկաս	kʊ̞fˈkɑs
կոտայք	ko̞tai̯kɯ
կոտեմ	tɑm
կոտոշ	kɔtɔʃ
կոտրել	kɔtɾɛl
կոտրել էր	kɔtɾ eʎɛɾ
կոտրվածի	kɔtɔrɑtsi
կոտրվել	kotˈeɾbˈɛl
կորանալ	gɔːɾɑːnɑːn
կորեացի	koɾɛitsɨ
կորիզ	kɔɾɨs
կորցնել	kʏ̞stsʏnɪ̞l
կորցրած	koɾtsaɾatʃ
կորցրել է	koɾtsˈɾˈɛlˈˈ
կորցրել էի	koɾˈsɛleːliː
կուլ տալ	kult̪al
կում	um
կույտ	kuit̪
կույր	kuːjˈ
կույր է	kujre
կուշտ	kust
կուտակել	kutɑkʲel
կուրանալ	kuɾaːnɑːl
կուրծք	kɔrtsk
կոփվել	kotsɛ
կռիվ	brɪf
կռիվ անել	kəːrɪvaːnəl
կռունկ	prou̯
կռվախնձոր	kɑrɯ̞vɑxʊ̞nzoɫ
կռվել	kɾʋɛl
կսկսվի	tɛskɛsʲmɛj
կտա	puːtːɑː
կտակել	tʊ̞tɑkəl
կտեսնվենք	katestnozɛnk
կտուց	gətˈuts
կտտոց	katəts
կտրելով	ketrelof
կտրտած	kɾɛtɾt̪oɾð̞
կրակ	kɾak
կրակ տալ	krattaɫ
կրակը	kraka
կրակի	kɾaːki
կրակոց	toɾakotʃ
կրակոցից	kɾˈɑkˈoθits
կրակվել	tðːækðæn
կրել	kɔrɔl
կրթական	kərt̪ʰäːkəm
կրթիր	kast̪i
կրթություն	kəɾtsʊtsʊm
կրիա	kɚɪə
կրծկալ	təɾtskaːr
կրկին	təˈgin
կրկնել	kut̪tamez
կրկնորդ	kərtənˈɑːr
կրկնություն	kəˈgənatʃʰoːnt
կրճատել	kəɾtʃatʊ̞r
կրոն	kron
կրուասան	ɾæsˈnæ
կրում ենք	kəˈrɔːmənt
կրունկ	kruŋg
կցասայլ	kətsasai̯
կփորձեն	kəpˈɑlˈsən
կօգնեն	koknin
կօգնի	kokˈni
հ	a
հա	haajo
հագնել	oklæd
հագնում	ɑknu�
հագնվել	aknavæl
հագուկապի	kʰəːgoqɑːpiː
հազար	hɑjˈzɑɾ
հազարավոր	ɑzɑɾɑˈvur
հազվագյուտ	esbad̪jut̪
հալվել	halvɛ
հախնազարյան	ɑχnazɑrjɑm
հակագրոհել	hɑːqɑːgʱəɾˈhəl
հակառակ	apara
հակառակ ուղղությամբ երթևեկիր	hɑkɑráɾɑ́k uχutsʰjɑ́mp éɾtʰevekíɾ
հակասական	atasakam
հակասող	hɐˈkɑːsˌoːx
հակասություններ	aakaslitsijunlɛr
հակասում է	akastumj
հակոբ	hɑːqb
հակոբը	hɒqiqɒq
հակվածություն	hɒqvætsutʃum
հաղթահարել	pɑqtɑhɑːˈræm
հաղթել	ʁˈaːxtʃɛm
հաղորդագրություններ	hɑɣˈoɾdakɾuːtʃuːneɾ
հաղորդակցվել	ɑrɑɬtɑktsʰfɛl
հաղորդակցվում	hɑχɔɾtɑəktsʰnum
հաղորդավար	hɑʁóɾtʰɑvɑr
հաղորդում է	hɑɣ̞óɾtʰúm e
հաճ	atʃ
հաճա՞խ եք այստեղ գալիս	hɑtʃaxʃ ə kʰəkʰ təɾgɑlis
հաճախ	dʒɑːdɪɑː
հաճախ են	atʃaxeŋ
հաճախ ենք	hʊ̞ʧʃχɪ̞ŋ
հաճախակի	hatʃaxaˈki
հաճախակի տրվող հարցեր	hɑtʃɑχɑkʰí trvóχ ɑɾtsʰ eɾ
հաճելի	faqili
հաճելի է	ʁɑdʒɛlijɐ
հաճելի է ծանոթանալ	hadʒɑliːt sɑnɑtɑnæl
հաճելի է հանդիպել ձեզ	ha tʃli ɦɑndɾiː pəl dd̪zəz
հաճոյասեր	hɒtʃtiˈɾˈsˈer
հաճույք	χɑːtswee
հաճույքով	hʌdʒiːkɔf
համագյուղացի	homˌɛ̃gˈə-ʁˈatˈsˈe
համագյուղացիներ	hɑmɑqiχqatʃiˈneˈɾ
համագյուղացիների	hɒmɒguˈχɒtsiniˈɾiˈ
համագործակցել	hɑmɑ́gʊɾtsʰɑgtsʰél
համալսարանական	ämˈlsˈɑrɑnɑˈkɑn
համակարգ	amakˈɑrik
համակարգել	hɑmɑkɑtkel
համակարգի	hʊ̞mɑːkɑːskʰiːm
համակարգիչ	ɑmɑːkaːrkɛtʃ
համակարգից	hɒːmɒːkɒɾiːtʃ
համակարգչային	hamakarktʃain
համակարգչային արհեստավոր	hɑmɑkɑr kytʃe in ɑrɛsta bɔɾ
համակրելի	ɦɑmaːkɾəlɪ
համաձայնել	hɑmɑntsɑjnél
համաձայնեցնել	hɑmɑdzɑjnɛtsɨnɛl
համամիտ	tɑːmɑːndiːɾ
համապատասխան	ammabatasχan
համառ	hɑmɑr
համասյան	hamaːsɫon
համատեքստին	hɑmɑtɛkstim
համատեքստից	hamatekstits
համար	ɑmɑn
համարակալել	hamaːraːqoləl
համարձակ	ɑmɑɾtsʰɑk
համարձակություն	hɑmɑ́ɾdʒɑkʰoːtʃʰun
համարում	ɑmɑːrʊm
համարվում է	hemarmʊme
համացանց	hamaːˈsan
համացանցի	hɑmɑtsɑntsʰi
համբավ	hæmbˈɑf
համբույր	ambuleɾ
համբուրել	ɦanpʰuːɾæl
համեղ	hˈɑ̃ˈɛθ
համեղ ուտելիք	ʁɛmˈɛʁ ˈo ttˈlˈk
համեմ	hameːm
համեմատել	hɑːmɑːmat̪alt
համեմատությամբ	amɛmaːtpʰunˈsˈæmb
համեմատում են	la mˈɔ mˈatˈu el
համեմատում է	hamimatunmɛ
համեստ	amest
համերգ	hɑːmærk
համեցեք	hɒmetiˈk
համոզել	hammozɛl
համոզված եմ	ɔ mu z vɔtsɛ
համով	hamu
հայ	həˈɪ
հայ-ադրբեջանական	ajadɯrpɛdʒijɑnɑkɑn
հայագետ	häjˈɑget
հայաստան	ɑjɑstɑn
հայաստանը	hjɑztɑŋɑ
հայաստանի	hajɑstɑːni
հայաստանի հանրապետություն	ɾɑjɛstɑniː hɑnɾɑpɾitútsʰjúm
հայաստանից	pajjɑstɑnits
հայացք	hajˈat
հայացքից	hɒjjatskijts
հայելի	ɦai̯liː
հայեր	hɑjɛtʃ
հայերեն	aieɾem
հայերեն լեզու	ai̯ren lɛzɫ
հայեցողական	hɑjɪˈtshoʁɑkɑːn
հայիլ	aɪˈliː
հայկ	həˈɪ
հայկազ	həˈɪkəl
հայկական	hɐi̯˨
հայկուհի	äːjkˈuhi
հայոց	hajɑtsʰ
հայուհի	aiui
հայտնաբերելու	hɑjtnɑbeˈrelu
հայտնաբերում են	ɦaʝetna bejɾumén
հայտնաբերվել	aːjtnabɛrvɛl
հայտնագործություն	hɑjtnɑɢɔrzutjʊ̞n
հայտնագործություններ	hɑjdnɑ́goftsútʃʰonnejɾ
հայտնագործությունները	hɑjtkɑngɔtsutʃjúŋnéɾə
հայտնել	hæjtmæn
հայտնել է	ajtnele
հայտնի	pajtni
հայտնի է	ajtnɛ
հայտնություն	hʌɪtnˈisˈin
հայր	faj
հայր մեր	hɑjrmæɾ
հայրենակիցներ	ɑjɾeŋɑketsnɑr
հայրը	ajɾæm
հայրս	ajɾiz
հայք	qɯ̞jt
հանգիստ	anɣis
հանգստանալ	æˈndɪstˤɑːnˌæl
հանգցնել	køz
հանգցվել	hanktsvøːr
հանդեպ	ɑŋdɑl
հանդես	hãn̪d̥es
հանդիպել	and̪ipẽn̪t̪
հանդիպել եք	antutelik
հանդիպել է	kɔmɑn tʃiʃ
հանդիպեցի	aɔndipeɛsi
հանդիպում	kondipːum
հանդիպումներից	hantkɔŋnejɾits
հանդիսանալ	aːndiːsaːnlɑ
հանդիսանում է	hand is anume
հանդուրժողություն	handuʒoːgutjun
հանել	ɑ̃ɛl
հանելուկ	hɒnˈɒlug
հանելուկային	oːŋilˈeke
հանի	ɔːmi
հանկարծահաս	hɑnɢaʰzɑhɑs
հանձնվել	ɑnɪsnøɾrjøɬ
հանձնվիր	hanznˈavˈeːr
հանվել	anvæn
հանրահայտ	anɾaχaʝæːt
հանրապետության հրապարակ	ɑ́ŋɾɑpeʈutʰjɑn həɾɑpɑɾɑd
հանրապետություն	hanrapetətʃɔn
հանցագործին	kantsakortsi
հանքնափոր	hɒnˈkɒpuɾ
հաշիվ	hæʃˈɛf
հաշվել	hɑːʃfeɾ
հաշվեհարդար	hʊ̞ʃmɛjhɑʁdɑr
հաշվեհարդարի	hæʃviːheɾtæɾiː
հաշվետվություն	aʃvˈetvˈutʃən
հաշվի	hɑːʃuː
հաշվի առ	hˈaʃ fiːr
հաշվիչ	aʃɔˈtʃ
հաշվում	häˈʃvʊm
հաշտություն	aʃtutjɯɬ
հաշտվել	aʃtɒvɒl
հաչել	kʰaːtʃjɛn
հապաղելով	hɒːpɒglof
հաջողվում	hadʒuɣvum
