0	lĩŋ˨˩ kʰoŋ˥˥
製造	tsi˥˥
複	pɔːk˨
複習	hoʊpʰɪsip
複製	oɯtsɯ
複雜	hɔːk̚˨
褒义	poˈgˈi
褒人	ʔplŋ˨˩
褒姒	pɔ˥˥
褒義	pɤ˥˩gi˥˩
褚	tʰiː˥˩
褪人	tŋ˨˩raŋ˨˩
褪徹舞	tŋ˧˧ tʰɤ̆ʔ˨ bu˨ˀ˩ʔ
褪色	tʰe˥˥siaʔ˨
褲	kʊ̞
褲子	tʃi
褲衩	kɔːtsa
褲頭	kʰɔ˥˥ tʰau˨˦
褲骹	ko˥˥ka˥˧
襄理	sioŋ˨˩li˨˦
襄阳	sioŋ˨˩joŋ˨˦
襄陽	sioŋ˨˩joŋ˨˦
襪	b
襪子	beːa
襲擊	sepˈtˈ
西	sai˥˥ se˨˩
西亭	sik̚˥
西兰花	se˨˩ran˥˧hue˥˧
西北	sɐi̯˧˥
西北雨	saj˥˧pa˥˥kʰoː˨˩
西北風	sai˥˥pa˨˩˦kʰɔːŋ˥˥
西北风	sai˥˥pa˨˩˦xwɑŋ˥˥
西医	sɛːi˧˧
西南	saːi˧lam˨˩
西南風	sã˥˥laʔ˨pʰan˥˥
西南风	sai˥˧lam˨˦ hʔaŋ˧˧
西厢记	se˨˩sioŋ˨˩ki˥˧
西双版纳	se˧˧ sʊŋ˥˧ pan˨˩pɐn˧˧ taːp˨
西周	sej˨˩dɔ˥
西园	sai˥˥
西國米	se˨˩kok bi˧˧
西園	sai˥˥
西坑	ta˥˥
西域	se˨˩a˥˧
西域都护府	se˨˩jak˨˩ to˥˥ho˨˦ hu˥˥
西域都護府	sæ˥˥ jakto˥˩hoː˨ huː˨
西夏	se˨˩˦
西夏文	se˨˩haː˧˥bon˨˩
西威安	se̞ ui̠ en
西子灣	seɪ˥˥a˥˧ wan˥˥
西宁	sẽ˥˥lĩŋ˨˦
西安	seɪ˥˩an˥˩
西安事变	se˨˩an˥˥si˨˩peŋ˨˦
西安事變	se˨˩an˥˥si˨˩pean˨˦
西寧	sˈeɪˌlɪŋˌˌ
西岐	se˥˩ki˥˧
西岸	sai˥˥hŋa˥˧
西康	se˨˩koŋ˥˥
西廂記	se˨˩sioŋ˨˩ki˥˧
西式	se˨˩˦siak˨˩
西方	se˨˩hoŋ˨˩
西方极乐世界	s˦˥hʊŋ˥˩kʰʊ˨˩a̯k˥ lɔːk˧s˦˥ kaːi˨˩
西方極樂世界	seː˧hʊ̄ːŋ˧ʔkʰl˧kseː˧kʰai˥
西方经济学	se˨˩hoŋ˨˩ ki˧n˥ haːk˨
西施	sɛ˥˥ sˈi˥˧
西晉	pliːn
西晋	se˨˩tin˨˦
西樵	se˨˩tsiaʊ˨˩˦
西武	sajbu
西汉	fɛː˥˧ hɑn˥˩
西洋	sɛ
西游记	se˨˩uki˥˧
西漢	sæ˥˥an˥˩
西照日	sai˥˧tsiaʔ˨lin˨˦
西牛賀洲	se˨˩joʊ˨˦ hɤ˨˩˦tsiu˥˧
西牛贺洲	se˨˩joʊ˨˦ hɤ˨˩˦tsiu˥˧
西班牙	se˨˩
西班牙语	seβ̞aɲaɾɨ
西瓜	se˨˩kwe˨˩˦
西瓜偎大邊	tʰi˧˧kʰeʔ˨ wauː˧˧tuaː˧˧ piŋ˨˦
西瓜霜	se˨˩ke˥˥e˥˥sõŋ˥˥
西药	sɛ˥˥
西藏	seː˩˧
西藏自治区	se˨˩tsʊŋ˨˩tsitʰi˥˥ kʰu˥˥
西藏自治區	se˥˧tsʊŋ˨˩tsi˨˩ti˥˥ kʰu˥˥
西藥	seːˌe
西蘭花	se˨˩lan˨˦hue˥˥
西螺	sai˥˥
西装	se˨˩tsʊŋ˥˥
西裝	seɪ˨˩tsʊŋ˥
西貢	sai˥˧kʰŋ˨˩
西贡	sai˥˧koŋ˨˩
西遊記	se̞ ɪuki
西部	sai˥˧po˥˧
西醫	sɛ˥˥i˥˧
西門	sajmɤŋ˨˩˦
西門慶	sˈɛːbunˌŋˌg
西門町	sẽ˥˥ mɤŋ˨˩˦ tiŋ˥˧
西门庆	se˨˩buːn˥kʰiŋ˥˧
西陂	sai˥˧pi˥˧
西雙版納	se˧˧ sʊŋ˥˧ pan˨˩˦ náp˨˩˦
西風	se˨˩hʊŋ˨˩sai˥˧
西风	se˨˩hoŋ˥˥sai˥˧ hɔːŋ˥˧
西餐	se˨˩tsʰan˥˥
要	dˌiːzˈaʊ
要不是	a˥˥tsʌ˥ˀmkaiː˥˧
要挟	lɤ˥˩ hɛ˧˥
要挾	hjɐp˥
要求	ˌaʊtiːvˈ
要点	iau˥˧tiam˨˩
要素	iaʊ˨˩sɔ˨˩˦
要點	jɛʊ̞�i�ɛm
覃	tʰaːm˨˩
覆	pʁɔn
覆沒	hoːk buːd
覆没	hɔːk˥ bɔt˨
覆盆子	hau˥˧pʰuːn˨˩tsi˥˧
覆盖	hok˨ai˥˧
覆蓋	hok˨ai˥˧
見	um
見利忘義	kian˥˧li˥˧bɔ˥˥ i˥˧
見多識廣	kiŋ˥˧tau˧˧sik˦ koŋ˥˥
見解	kientai
見講攏對對	tjɛn˨˩kʰoŋ˥˥ tio˨˩lio˨˦
見識	kɛ˥˥siaʔ˨
見面	ki˥˧ bin˧˧
規	kui
規則	kue˥˥tsak˨
規劃	tsui˥˧ua˥˧tsu˨˩˦
規半日	ki˥˧bɔ˥˥a˥˧ti˥˩
規半點鐘	ku˥˥mɔ˥˥tiam˨˩tsiaʔ˦
規定	tsiŋ˨˩
規律	kʰuː˧˥iː˧˧ɾut˦˥
規日無食	ko˧˧ ilit˦˥ dɤ˧˧ jiɑŋ˨˦
規格	k˨˩ue˥˧ke˥˩
規模	kuimʊ
規矩	kui˨˩˦ ki˥˩
規範	ku˥˥ huan˥˥
規身賰無許兩箍銀	kʰɤ˥˩siːn˧˥ tɕʰɔ˥˩ mɑː˥liː˧ lɔn˧ kʰɔ˥˥uː˧˥kʰuː˧˥uːn˧˥
規頭規矩	kwi˥˧ tʰaːkwj˥˥ ki˥˧
視	si˥˩
視察	si˨˩tsʰat˦
視網膜	si˥˧ baŋ˨˦ be˨˦
視線	su˥˩
視若無睹	sˈi˥˧ljoʊ˨˩ bu˨˩ do˥˧
視野	ɕi˨˩˦ja˥˥
親	tsʰin˥˥
親上加親	tsʰĩ˥˥sioŋ˨˩ta˧˧tsʰĩ˥˥
親人	tsin˨˦ aŋ˨˦
親代代	tsʰin˥˥te˨˦te˨˦
親像	tsĩ˥˥tɕʰiu˥˧
親切	tsĩn˥˥tsʰit˦
親堂	sin˥˥tʰoŋ˨˦
親情	tsʰin˥˥tsĩã˨˩
親情五十	tsʰin˥˥tsĩã˨˩ lo˧˧tsap˦
親戚	tsĩã˨˩
親欺無藥醫	tɕiŋ˥˥kʰi˥˧bo˥˧ i˥˩
親王	tsin˥˥
親生	tsĩ˥˥ si˧˧
親目珠	sĩã˥˥ bat˦ zu˧˧
親自	tsi˥˧
覺悟	kagˈo
覺醒	tiat˦siŋ˥˥
觀光	kuan˥˥kũŋ˥˥
觀光客	ŋ˨˩ koŋ˥˥ kʰit˦
觀塘	kua˥˥tŋ˨˦
觀察	kuan˥˥ tsʰat˦
觀察使	kuan˥˥ tsʰat˦si˥˧
觀念	tsuan˥˧liã˨˩m˥˧
觀目色，聽話意。	kuaŋ˨˩maːk˥ ʃak˦tʰiaʔ˦ueː˧i˥˧
觀眾	kuan˥˧tsiŋ˨˦
觀自在菩薩	kuan˥˥tsu˥˧tsai˥˩pʰu˨˩sap˥
觀音	an iːm
觀音大士	kuan˥˥ im˥˧ ta˥˥i˨˦ su˥˧
觀音媽	wan˨˩i˨˩ mɑ˥˥
觀音菩薩	kuaː˧˥a˥˧im˥˧pʰu˨˩sat˦
觀點	kuan˥˥tiŋ˥˧m˥˧
见	aɟʝ
见利忘义	t˥keən˥˥li˥˧ bʰŋ˧˧ ji˨˦
见多识广	kiŋ˥˧tɔ˥˥sik˥ koŋ˨˦
见笑	ke˥˥siau˥˧
见解	kian˥˧kai˨˩
见识	keŋʃak
见面	ti˥˩ben˥˩
观众	kuan˥˧tsiu˨˦
观光	uan˥˥kũŋ˥˥
观塘	kũa˥˧tŋ˨˦
观察	guan˥˧tsʰat˦
观察使	sã˥˥sĩ˥˥
观念	puanliam
观点	tiam˥˧iam
观音	uan˥˥ iŋ˥˧
观音菩萨	kua˥˧n˧˥i˥˧m̩˨˩tɕʰɥœ˧˥
规	kui
规划	ki˥˧ua˧˧ ki˥˧xua˧˧
规则	tsak˨
规头面汗	kui˥˧tʰau˧˧miŋ˧˧ kuã˨˦
规定	kuitim
规工	kʊ˨˩˦ i˥˥kɑŋ˥˥
规律	kui˧˧rut˨˩
规格	koike
规模	kuimʊ
规矩	kui˥˧ki˥˧
规范	ku˥˧ huan˥˥
视	si˥˩
视察	si˥˧tsʰat˥
视线	si˥˧swa˥˧
视网膜	si˥˧man˥˩ pɤ˧˥
视若无睹	si˥˧liʊ˨˩ bu˨˩tu˥˧
视野	si˨˩˦ja˥˥
视频	si˥˧ bin˧˧
觉悟	kagˈo
觉醒	kak˨˩sɯ˥˩ʂiŋ˥˥kak˨˩siŋ˥˥
角	ka˥˥
角仔	gaɣa
角度	tapto
角石	kak˨˦tsiaʔ˨
角美鎮	kakul
角色	kaksjak
角落	kat˦ta˨˩
角质层	tʰau˨˩kue˥˥
角鋸	kokːi
角頭	kɔ̀tˢ tʰaʔ˦
角龍	ka˧˧k˨˩ bi˧˨
角龙	ka˧˧k˨ˀ˩ biən˧˧
解	kai
解严	kaːi˨˩ jɐm˨˩
解体	sɔ˥˧
解元	pʰaːi˨˦ wan˨˦
解决	kaːj˥kɔːtʰ
解剖	ai˥˧pio˨˦
解嚴	kaːi˧˥ jɐm˨˩
解开	tʰau˥˧kʰy˨˩
解放	ka˥˥hʊŋ˥˥
解放军	taːi̯˨hʊŋ˥
解放战争	ka˥˥laŋ˨˦tsian˥˧tsian˥˧
解放軍	ka˥˥hʊŋ˥
解散	ka˥˥i˥˧suã˥˧
解毒	kaː˧˥
解決	ka˥˥j˥kɔ˧˥tʰ
解脫	ka˥˥
解脱	ka˥˥i˥˧tʰat˦
解說	koːeɴsiɾɯsɯe
解讀	kaːi˧˥ tʰɐk˥
解说	kʰue˥˥ seŋ˧˧
解读	kaːi˧˥ tʰɐk̚˥
解释	ka˥˥
解釋	kâi̯s̺jak˥
解開	tʰaʊ˥˥kʰuː˨˩
解除	kã˥˥ tʰi˧˥
解體	sɔ̀˧
触	tɕok
触屏	sok˨ piŋ˨˦
触目惊心	tɕok˨
触觉	koɯ
觸	tʃo
觸目驚心	tsʰuk˨mok˨
觸覺	t̚˨˩ok̚˦gaːk
言传身教	gian˨˦twan˥˥ sin˥˥ kau˧˧
言傳身教	jɛn˨˩tʰwan˧˧ sin˥˥ kau˧˧
言行	ji˧˧an˨˩˦ hĩŋ˨˦
言論	tʃiŋ˨˩nʊŋ˥˥
言论	jãn̪˥˥ d̪u̠n
訂作	tiŋ˨˦tsɔ˥˧
訂單	tĩã˨˩tõã˨˩
訂婚	tiŋ˨˦hun˥˥
訂貨	tĩã˨˩ he˥˩
計	ke
計劃	ke˥˥ɥiat˦˥
計劃生育	ke˥˥hjak˨ sœ˥˥ʔ jo˨˦
計劃經濟	ke˥˥ hiaʔ˨ kĩŋ˥˥ tsẽ˨˩
計時器	ke˥˥si˨˩ kʰi˥˧
計算	ke˥˥sŋ˥˥
計算機	ke˥˥sən˥˥ki˧˧
計謀	kio
計較	kiau˥˧
計量	ke˥˥liŋ˨˦
討	tɤ
討債	tʰɤ˨˩˦tsĩ˥˩
討厭	a tʃiam
討扣	tɔːkjoː
討提	tʰɤ˧˥tʰwɛ˥˥
討海	pɔ˥˥a˥˧
討海人	tʰɤ˥˥hai˥˥laŋ˨˩˦
討皮疼	tʰɔ˨˦ pʰe˨˦ tʰiŋ˥˧
討論	tʰɔ̀ːn
討賠	fˈaʊtˈɛ
討錢	tɤ˧˥
訓	un
訓導主任	pʰuːn˥˧ tau˧˧tsu˧˧tsĩən˨˩
訓民正音	hun˥˥ min˨˦ tɕĩŋ˥˥ im˥˧
訓練	ku˥˩lɛn
託	tok
託夢	tʰok˨ baŋ˥˩
記	ci
記帳仔	ki˥˧siau˥˧a˥˧
記得	ˈla kˈiɾe
記心記肝	ki˥˧sin˨˦ki˥˧ kɔ˨˦a˥˧
記憶	kia
記持	te˨˩t˥ʰi˥˩ti˥˩
記持卡	kiː˧˧t˥ɛːkʰa˥˥
記數	ki˥˧siau˥˧
記者	ki˥˧tɕja˥˧
記者招待會	ki˥˥tsiaʔ˨ tsiau˥˧tʰaʔ˨ haue˥˥
記者會	ki˥˧tɕiaʔ˦hue˥˧
記號	kʰi˥˥ɦe˥˩
記認	ti˥˧rin˨˩
記賬	k˥˥i˥˧˧ɕiau˨˦
記載	ki˥˧tsai˥˧
記過	ki˥˧ko˥˧
記錄	ki˥˧ljoŋ˨˦
記録	kilo
訣竅	kua˧˧tkʰau˧˧
訪問	hoŋˈbun
設	sˈɛt
設備	sie˥˧ pi˨˦
設定	sit˦
設施	fɛˈrʏ
設立	sˈiːɪtlɪ
設置	siat˦ti˦
設計	ʃikːe
許	kʰɔː
許世友	kʰɔ˧˥sɛ˥˥ji˥˧
許仙	kʰɔː˧sen˧
許厝	ko˥˥ tsʰu˨˩˦
許可	hˈi kˈɔ
許平君	kʰu˥˧ piŋ˥˧ kun˥˥
許志安	kʰɔ˨˦ tɕi˥˥an˥˧
許當時	hi˧˧tŋ˥˥ si˧˧
許紹雄	ko˥˧siau˥˧hioŋ˨˦
許褚	ko˥˥tʰi˥˧
許遠	ko˥˥uan˥˥
診	tɕin˥˥
診所	tsin˨˦so˥˧
註冊	tsu˥˧tsʰe˥˧
註定	tsu˥˧tiaʔ˨
詐騙	tsa˥˥pʰian˨˩
詔安	tsiaʊ˥˧an˨˦
詔安縣	tʰau˥˥an˥˧
評價	pʰiŋ˨˩ka˥˥
評判	pˈɪŋˈpɔː
評語	keŋgi
評論	pʰiːŋn˥
詛咒	tsiu˨˦
詞	fˈɛ
詞典	si˨˩tian˥˧
詞牌名	si˥˧pa˥˥i˧˧mĩ˧˧ mĩ˧˧a˥˧
詞語	ɕi˨˩˦ i˥˩
詠春	iŋ˨˦tsʰun˥˥
詠春拳	ĩŋ˨˦ tsʰun˥˧ kuən˧˧
詠然叫貢九逃	ioŋ˨˦ lan˨˦ tɕiau˧˧ kɔŋ˥˥ tɕør˨˦ tʰau˨˦
試	tɕʰi˥˩
試劑	tsʰi˥˥tsɤ˨˩˦
試探	tsʰi˥˧tʰam˨˩
試用	tɕʰi˥˥ɪŋ˥˥
試看覓	tsi˥˧kʰua˥˧am˥˧ai˨˦
試管	tsʰi˥˧kŋ˥˥
試雞	tsʰi˥˧kue˥˥
試驗	tsʰi˥˧kiam˨˩
詩	sˈi
詩人	si˥˧lin˨˦
詩仙	si˥˧
詩句	si˥˧ku˥˩
詩山	si˥˧san˩˦
詩派	si˥˧pʰaɪ˨˩˦
詩經	sit˦ kĩŋ˥˥
詩詞	ɕi˥˥ɕi˧˥
詩鬼	si˥˧kue˥˥
詫異	tʰa˥˥ɕ
詮釋	swan˥˥siak˥˥
話	ue
話佇咱喙咧	ɔe̞ tiɾan tsʰuiɾe
話劇	ue˨˦ kiok˨
話梅	kiam mwe
話筒	ua˧˧taŋ˨˦
話計汝咧説	kɐ˥ tiː˥ seŋ˧
話語	wˌɛː˧li˥˩
話題	ua̯˨˦e˨˦tue˥˧
詳	sioŋ˥˧
詳細	sioŋ˨˩se˨˩
詳芝	sioŋ˨˩˦sĩ˥˥
詹	tian˥˥
詹天佑	tsiam˨˦tʰian˥˥iu˨˦
誇張	pɔ˥˥a˥˧tiu˥˧
認	ln
認代	ni˧˧tɔ˧˧j˧
認可	rin˥˧ kʰɔ˥˥
認同	twaɪ˥˩ j˥˩ʐən˧˥ʐan˧˥t
認字讀字	n˩˩˦i˧ʔt̚˨˩kʰliː
認為	ti˧˧n˧ u˧˧i˧˧ di˧˧n˧ tɕaj˥˧
認真	tin˨˦
認知	tɕiŋ˨˩ti˥˧
認衰	lin˥˧ sɔj˥˧
認認真真	lin˨˦ lin˨˦ tsĩn˥˥tsĩn˥˥
認識	rin˥˧siat˥˧ pat˦˥
誓詞	sɛ˥˥ʰɕʰi˧˧
誓词	se˥˧ʰɕi˧˧
誘惑	joʊ˥˩hɛɾ˥˩
誘拐	iu˨˦kɔ˧˧aɪ˥˧
誘餌	i˨˦ o˨˦li˨˩˦
語	tnˌiːvɛ
語感	niːkam
語文	ʁiː˧˧bun˨˩
語族	i˥˧tsok˨
語氣	ne
語法	ŋ˨˩˦i˥˥fa˥˥tɕʰi˥˧ʔ
語系	jˈɪ˧˥
語言	ji˥˧ ji˧˥
語言學	tʃiː˥˧kæ˥˥n˥˧hak˨˩
語言學家	ne˥˥jɛn˨˩˦ hɑ˥˥kai˥˥
語調	gi˧˧tiau˨˦
語速	ɛː˥sok˨
語音	niː ɪm
誠	sĩŋ˨˩
誠大	sĩã˨˩ tɔ˧˥a˥˧
誠實	sit˦
誠心誠意	sĩŋ˨˩sin˥˥ siŋ˥˥
誠意	sin˥˥ i˥˩
誠懇	sin˨˩kʰun˥˥
誠摯	sĩŋ˨˩tsi˥˧
誠深	tsĩã˨˩tsʰin˥˥
誠淺	tsĩã˥˥ tsʰen˥˧
誠短	tsĩã˨˩te˥˩
誠近	tsĩã˨˩kin˥˥
誠長	sĩã˥˥tŋ˨˦
誣蔑	bu ɔbjɛt
誣陷	muːham
誤區	gonˈ kˈu
誤差	ŋɔ˥˧tsʰa˥˧
誤會	ŋɔ˥ˌɔ˨˦e˨˦
誤解	gɔ˧˧kai˥˩
說	sat˨˦ swe˧˧
說明	sũã˨˩tʰĩã˨˩ŋ˨˩
說服	sŋ˨˩at˦hɔ˨˩˦ se˥˧hɔ˨˩˦
說法	se˨˩wat˦
說話	seɛːwˈe
說話掠倒吊	sɛ˧˧ue˨˦hul˧ku˧˧ tə˧˧ tə˥˥
説三無兩	sɛ˥˩sa˥˩pəg˥˥
説潲	sit˦siau˨˦
誰	si˥˧aŋ˨˦
誰的	siaŋ˥˥e˨˦
課堂	kʰɤ˥˥ tŋ˨˩˦
課室	kɔ˥˥ɕiaʔ˨
課文	kɤbʊj
課本	kʰɤ˥˥pun˥˥
課程	kʰɤ˥˥tĩŋ˨˩˦
課表	kɔ˥˥pio˨˩˦
誹謗	pʰi˨˦pʊŋ˥˧
調	piau˨˦
調幅	tiau˧˧hok˥
調整	tiau˨˦tsĩŋ˥˥
調查	tiaʊ˨˩tsa˥˧
調節	tɛ˨˦ tse˧˧
調頻	tiau˨˦ pi˧˧
談	tǎ˥˩m̩˨˩˦
談判	tam˨˦ pʰa˥˧
談話	tã˥˥
請	tsia˥˧
請人	tsʰiaʔ˨laŋ˨˦
請假	tsʰĩ˥˥ ka˥˥
請原諒我	tsʰiaŋ˥˥ uan˧˧liŋ˥˥ua˧˧
請問	tɕʰa˥˥mŋ˨˩˦
請客	tsʰiaʔ˨
請少等一下	tsʰiaʔ˦sio˥˧tan˥˧tsi˨˦le˨˦
請教	tsʰĩ˥˥kau˥˧
請柬	tsʰĩ˥˥kan˥˥
請汝食埭好物	tɕʰaːɾiː tɕət̪e həɸəɳ
請留步	tsĩã˥˥ liu˨˦pɔ˥˥
請等一下	tsʰia˥˥ tan˥˧ dzit˦re˧˧
請線	tsʰĩ˥˥ sʰu˥˧
諒	ljoŋ˨˩
論	lən˥˧
論壇	dˈunˈtˈwaː
論文	n˧on˧p˥on˧
論照道理	n˩˩˦on˧˥tɕaːʋ˥˥tɤ˧˥liː˩˨
論語	luanji
論題	lunte
諡號	si˥˧ ˥ʂu˥˩
諧音	hʰaː˧
諮詢	tsi˥˧suən˧˧
諮詢療法	tsu˥˧suən˥˧ liau˨˦hwat˦
諶	sˈiən
諷刺	hoŋ˥˧tsi˥˧
諸羅山	ti˥˩ lɛ˥˥ suɔ˨˩˦
諸葛亮	tsi˥˧ kan˨˩ljoŋ˨˦
諺文	gamun
諺語	gaːnˈgiː
諾基亞	dok˨ia˥˧
諾氟沙星	hũ˧˥pʰa˥˥ai˥˧swan˥˥
諾言	tʰiək˨˩ diən˧˧
謀反	io˥˧uan˥˧
謀殺	bio˧˧sak˨
謀略	ia˧˧ liũ˨˦ ɔ˧˧
謂語	poj˧˧gi˥˧
謊話	lɤ˨˩ja˥˥ wˈɛ˧˥ p˨˩˦tsa˨˩weɔ˧˧
謙虛	liamhi˥˧
講	ka˥˥
講了真在理	tsiŋ˥˧lau˥˧tsin˥˧tsai˥˧li˥˧
講價	kã˥˥ke˥˩
講古	ka˥˥kou˥˥
講天化地	kŋ˨˩tʰi˧˧ waː˥tue˥˧
講座	kãŋ˥˥tsɔ˧˧
講桌	kaŋ˥˥tɔ˨˩˦
講究	kŋ˥˥ kiu˥˧
講空	tsaːst˦ kʰan˥˥
講袂得去	kũã˥˥be˧˧tiŋ˨˦kʰi˧˧
講解	kaŋ˥˥kai˥˥
講話	tsiŋ˨˩weɪ˥˧ kʊŋ˥˥weɪ˥˧
講道理	koŋ˥˥ tʰɯ˨˩˦ li˥˩
謝	ɕja˥˩
謝天華	sã˥˥tʰian˥˥xwa˧˧
謝天謝地	satʰi˥˥satʰa˥˧
謝婉瑩	ɕja˨˩˦ wan˧˥ɪŋ˧˥
謝遜	sia˥˧sŋ˥˥
謝霆鋒	sia˥˧ tiŋ˨˦ hũŋ˥˥
謝龍介	hiaʔ˦lion˥˧kai˨˩
謠言	jɑʊ˨˩˦
謬論	bi˧˧u˥˧luːn˧
謹慎	kín˥˥sĩ˥˥
譀古	tʰan˨˦kʰu˥˥
證	tɕiŋ˥˧
證人	tsĩŋ˥˥ lin˨˦
證件	tsiŋ˥˧kĩã˥˧
證券	tsĩŋ˥˥kuan˨˦
證券交易所	tsĩã˥˥ kuan˨˦ kau˥˥ jak˨˦ so˥˧
證實	tsiŋ˥˧sin˨˦
證據	tɕĩ˥˥
證據不足	tsĩŋ˥˥ki˥˧ bu˥˧tɕok˨
證據確鑿	tsiŋ˨˩ki˧˧kʰat˦tsʰak˥
證明	tsiŋ˥˧ min˨˦
證書	t̚˨˦jɛn˨˩˦su˥˥
證監會	tsĩã˥˥kam˥˥hŋə˥˧
證詞	tsiŋ˥˥
識潲	siak˨˩smai˥˧au˧˧
譚	tʰaːm˨˦
譚嗣同	tʰam˨˩si˧˧ tʰoŋ˨˩
譚德塞	tʰaːŋ˨˩tjs˦˥saj˧
警司	kĩ˥˥sĩ˥˧
警告	kĩ˥˥ko˥˧
警员	kiŋ˥˥uan˥˧
警員	kiŋ˥˥uan˥˧
警察	kiŋ˥˧tsʰan˥˥
警局	kioŋ˨˩ljoʊ˨˩˦
警惕	kiŋ˥˧tʰiã˨˩
警戒心	tiŋ˥˧ai˥˧ sin˥˥
警示	kĩ˥˥sĩ˥˧
警衔	kiŋ˥˧ham˨˩
警車	kĩŋ˨˩tsʰia˥˧
警车	kĩŋ˨˩tsʰia˥˧
警銜	kiŋ˥˧ham˨˦
警長	kiŋ˥˧tiu˥˧
警长	kiŋ˥˧tiu˥˧
譯	ɑk
譯名	jak mɛaː
議員	i˥˧wan˧˧
議會	gi˥˧hue˥˥
議論	gidɔn
議題	diːtˢue˧
譲歩	dʒoŋ˨˩ pɔ˥˥
譴責	kʰiən˨˩˦tɕit˦
護	aɫ
護⼠	aʊ˨˦su˥˥
護士	joʊ˨˩˦si˥˧
護法運動	ho˧˧hɔ˧˥tŋ˥˥toŋ˥˥
護照	ho˧˧tsio˨˦
讀	tʰaːk̚˥˩
讀冊	tak̚˥˩ sa˥˩
讀書	tʰak˨ tʰi˥˥
讀書的同義詞-讀冊	tatsɯ
讀法	tʰakʰatʰ
讀音	tʰak̚˥˩im˥
變	ˈlaːn˧
變動	pient˥˥tʊŋ˨˩˦
變化	pian˥˥hŋa˥˧
變卦	pĩ˥˥kua˧˧
變壓	pjˈn˥˥ap
變壓器	pian˥˥ ap˨˦tʰi˥˩
變天	pian˥˧tʰiŋ˥˧
變弄	pi˥˧ laŋ˨˦
變形	pian˥˥hĩŋ˥˥
變心	pian˥˥sin˥˥
變態	pian˥˥tʰa˥˥
變數	pjɛn˥˥sɔ˥˧
變種	pe˥˥ni˨˦tsiŋ˥˧
變菜	pian˥˥tsʰaɪ˥˥
變質	pian˥˥tɕit˥
變質岩	pian˥˥tsit˦iam˨˦
變速箱	pian˥˧sok˨siu˥˥
變道	pientˌoˌ
變量	pien˥ˌioŋ˨˩˦
變面	bˈi
讒言	tsam ŋian˨˦
讓	nˈiʊ
讓位	n˩˦iu˨˦ui˨˦
讚啦	tsan˥˥la˥˥
计	ke̞
计划	ke˥˥hiat˨˦
计划生育	ke˥˥ hjak˨ sœ˥˥ jok˨˦
计划经济	ke˥˥ hiat˨˦ kiŋ˥˥ tsẽ˥˩
计时器	ke˥˥si˨˩ kʰi˥˧
计算	ke˥˥sŋ˥˥
计算机	ke˥˥ sən˥˥tsi˨˩˦
计谋	kio
计较	ke˥˥kau˥˥
计量	ke˥˥liŋ˨˦
订单	tĩã˨˩tã˥˥
订婚	tiŋ˨˩hun˥˥
订货	t̪iã˨˩ he˥˩
认	dˈin
认为	mùː˧˧ lĩŋ˨˩ tɐi˥˩
认可	lĩn˨˩ kʰɔ˥˥
认真	lin˨˦tsin˥˥
认认真真	lin˨˦ lin˨˦ tsĩn˥˥tsĩn˥˥
认识	lin˥˧siat˥˧ pat˦˥
讨	tɛ
讨债	kɔ˧˥tse˥˩
讨厌	tʰɤ˧˥jam˨˩˦
讨海	tʰɤ˧˥hai˥˥
讨论	tʰɔ̀ːn˧
讨钱	fɔ˥˥tsi˨˩˦
让	nˈiu
让位	n˨˩iu˥˧ui˥˧
训	hũn
训民正音	hun˥˥ min˨˦ tɕĩŋ˥˥ im˥˧
训练	kuːn˧˧lian˥˧
议员	n˧ian˥˧
议程	gi˥˧tʰiŋ˥˧
议论	ji˥˧lun˨˦
记	kj
记号	ti˥˥
记录	ki˥˧liok˨
记得	oglʲikirj
记忆	k̚˦˥iat˦˥
记数	ki˥˧siau˥˧
记者	ki˥˧tɕja˥˧
记账	ki˥˧siau˥˧
记载	ki˥˧tsai˥˧
记过	tʰi˥˥koʊ˥˥
讲	ka˥˥kũ˥˥
讲价	kãŋ˥˥ke˥˥
讲古	kian˨˦ kũaʊ˥
讲座	kaŋ˨˦tsɤ˨˩˦
讲究	kaŋ˥˥ kio˨˦
讲解	kã˥˥keŋ˨˩˦kai˥˥
讲话	kɑŋ˥˥ueɪ˥˧ kʊŋ˥˥ueɪ˥˧
讲道理	kã˥˥ŋ˨˩˦tɔ˨˦li˥˧
许	kʰou˥
许世友	kʰɔ˨˦sɛ˥˥ iu˥˥
许厝	kɔ˥˥tsʰu˥˥
许可	hˈi kˈɔ
许平君	kʰʔpen˥˥n˥˥
许志安	kʰo˨˩ tsit˦an˥˧
许绍雄	ko˥˥siau˥˧hioŋ˧˧
许褚	ko˥˧tʰi˥˧
许远	kʰo˨˩ uan˥˥
论	lɔn
论坛	nun˨˦tŋ˥˥
论文	nɔ̃ bˈɔ̃n
论语	lndi
讽刺	hŋ˥˥si˥˧
设备	k˥˥
设定	sit˦ tiŋ˨˦
设施	sia˥˥ɕi˥˧
设立	ʃtp
设置	sie˥˧ti˨˦
设计	ʃˈekːe
访问	pʰoŋ˨˩ boʊn˥˩
诀窍	kua˧˧a˥˧
证	tĩŋ˨˩
证书	tsiŋ˥˥ su˥˥
证人	tsĩŋ˥˥ lin˨˦
证件	tsĩã˥˥kĩã˥˥
证券	tsiŋ˥˧kuan˥˧
