1	tjˈe
红楼梦	pʰŋ˥˩ laŋ˧˥mɔːŋ˧˥
红毛泥	uŋ˨˩mɑʊ˧˥nɑj˥˩
红泥	fou˥
红润	fɤŋ˨˩˦yn˥˩
红灯	fənʋ˥˥ʂən˥˩ʐan˥˩
红男绿女	sʰŋ˨˩n˥˩aːm˧˥lûːk˥ jiː˧
红米	kɔŋ bjɛ
红色	kʰŋ˨˩sat˦˥
红花湖	fɔːŋ˨˩faː˧˧fuː˧
红豆	fũŋ˨˩tio˨˩
红颜	fɔ˥˥
约	d̪e
约会	lofe
约克郡	jokɛ kʊɔːn
约炮	jok̚˥
约跑	jok˨pʰaʊ˥˥
级别	ʂɨpkɛ
级差	tɕʰiːt˦˥aː˧˥
纯收入	sun˥˩ siu˧˧ nip˨
纯朴	tsuən˨˩˦pʰɑʊ˥˥
纱布	aːpˈo
纵向	tioŋ˨˩ɕiong˨˩
纵横天下	tɕiŋ˥˥tʰjɛn˥˥ ha˥˥
纵横捭阖	tsiũ˥˧laŋ˨˦ pa˥˥e˨˦ hɑ˥˥
纵深	tɕʰiŋ˥˥ tsʰin˥˥
纵然	tsɤŋ˥˥jɛn˨˩˦
纵身	sioŋ˨˩sin˨˩
纷至沓来	tsi˥˧ tʰak˨˩loj˨˩˦
纸	tsuzɯ
纸上谈兵	tsi˨˩sõŋ˥˥tʰan˨˦ pɪŋ˥˥
纸张	tsu˨˩˦ʈʂu˨˩˦
纸橐袋	tsit˦ok˨tʰɔ˨˩˦
纸炮	tsi˥˧pʰau˨˦tsi˥˧pʰau˨˦
纸牌屋	tɤ˧˥
纸醉金迷	tsi˨˩tsweɪ˥˧ kĩn˥˥mian˨˦
纸鷂	tsy˨˩˦ʂɚ˥˩ʂɚ˥˩ʂɚ˥˩
纸鹞	tsu˨˩˦
纸鹞仔	tsijo˨˩˦i˨˩˦
纹身	uən˧˥ʈʂɪŋ˥˥
纺	fou˥
纽带	njuːtai
纽约	njˈu jˈɔɹk
纽约时报	ljoʊ˨˩˦ ʂɚ˧˥pɑʊ˥˩
线	sjˈɛn
练兵	jən˥˥ pi˨˦
练功	na˥˥kʊŋ˨˩
组建	sukian
组成	tsu˥˩sin˥˥
组装	tʃiːzi tʃam
细人	sæ˥˥ŋ˧
细人仔	saˈganˈningˈnŋ
细佬哥	sè˨lau̯˨kʷɔː˧
细倈人	se˨˩la˥˧ji˨˩n ʂan˥˥
细倈仔	se˨˩laj˨˩
细哥细妹	se˨˩kɔ˨˩ se˥˩mɔ˥˩
细妹	se̞mɒj
细妹人	se˨˩moi˥˧n
细妹子	se˨˩mue˥˩tsue˥˩
细姑丈	se˨˩ku˧˧tsʰɔ˨˩
细婆	se˨˩pʰou˨˩
细水长流	te˨˩sue˥˩tsʰwɔːŋ˧˥ljɑʊ˥˩
细牛仔	senioi
细看	seː kɔːn
细胞	seɪ˥˧paʊ˨˩
细胞膜	se˨˩pau˨˩mɔ˥
细致	fɕʈʂɚ˥˥
细舅	kʰiːt̚˨˩uː
细路仔	sɐi̯˧˥lɐu̯˨ kɔː˧
细雨	si̯˨˩ʁiː˩˧
织云	ʈʂɤ˥˥jʊn˨˩˦
织田信秀	dʑiʰkŋsjɛ
织田信长	siːn˥tsʊŋ˥
终于	tsʊŋ˥˩i˥˩
终极	tˌiŋˌkeʔ
终点	tsʊŋ˨˩ tiam˨˦
终结	tɕjʊŋ˨˩˦tɕjɛ˧˥
经	ken
经常	kʰiːn˨˩sɐŋ˥
经常性	tɕjɛn˨˩˦ɕjɑŋ˥˥sĩŋ˥˥
经济	en˨˦tsi˥˧
经济信息	kĩ˥˥ tɕi˥˥sĩ˥˥
经济合同	kɪŋ˥tʰiːajhaptʰɔ̀ŋ˧
经济学家	tianxu˧˥ tt˥tsɯ˥˩ la˥˥ʂu˨˩˦ tianxu˧˥ɕtɕʰjɛ˧˥ʈwɤ˧˥
经脉	k̚˦˥ĩ˥˩n˧mak˨˩
经营	tĩ˥˥
经销	kin˥˥ siau˨˩
经验	ci˧˧ ɲ˧˧am˧˧
绑匪	tˈɔ̃s fˈi
绑饭綯汤	pŋ˨˩faŋ˥˥ tʰaʊ˥˥tʰɔ˥˥
绒	dʑoŋ
绒毛	lŋmˌaːw˧
结冰	tʃap
结束	ke˨˩tʃo˨˩˦
结构	kʰt̚˨˩w
结果	kiet˦ ko˥˥
结核	ts˦
结识	kaksit
绕梁三日	jɑʊ˥˥sɑ˥˥
绘声绘影	fei˨˩˦san˥˥fei˨˩˦ jɑŋ˨˩˦
绘声绘色	feɪsɑŋ˨˩˦ feɪsɛ˥˩
绚丽	hoŋ˨˩ ni˨˩
络绎不绝	lɔːk˥ n˧it̚˨˩ kʰt̚˨˩ tʰɛː
绝世好剑	tʰiː˧˥sɐiː˥ hɔːu˨˩˦kʰian˥˩
绝代	tɕʰak̚˨˩ tʰɔ̀j˥
绝域殊方	tʰieʔ˨ vi˧˧ su˧˧koŋ˥˥
绝对真理	tɕʰet˦tʰi˧˧tsin˨˦ni˨˦
绝无仅有	tsʰenmau˥˧kin˥˥  joʊ˨˩˦
绝迹	tsʰi˨˩˦ tɕjɑŋ˨˩˦
绞	kau
统一	tʰʰŋ˥˥it˦
统制	tʰʰoŋ˨˩ tɕæ˥˥
统治	tʰuŋ˨˩tsi˥˧
绢	la
继续	tɕʰeː˨
绳索	sen˨˩sok˨
维	dˈiː
维京人	ue˨˦ kiŋ˥˥ in˥˧
维新派	tʰĩ˧˥pʰaː˨˩
绷	l
绽芽	sã˥˥n˥˧
绿洲	liuk˨ tio˨˦
绿色	nuqsaj
绿色植物	lùːk˧sat˧
绿豆	lɛːkɛ
缎子	pɔ̀ŋˈtsʊ
缔	tæ˥˥
缔结	tʰiːkæ
编排	pian˥˥pʰa˥˥
编织	pʰjɛn˧˥
编辑部	pʰiən˨˩˦pʰi˧˥ pʰu˥˥
缘木求鱼	n˥˥an˥˧muk˦ kʰiu˨˩n˧
缘由	jɛn˨˩˦ ju˨˩˦
缚	fʲo
缝隙	fõŋsɛ
缠绕	ʈʂʰɤ˥˩nja˥˥
缪	miau˥˧
缪氏子	miːu˧˧ sɯ˥˥ tʰɹu˨˩˦
缺乏	tɕʰjɛn˨˩˦fan˥˩
缺氧	kʰit˦˥
缽	fant
罂	aŋ˨˩˦
罄竹难书	tɕʰi˧˥ ʈʂu˨˩˦nʂu˥˥
罌粟	aŋsɤ
网易	mioŋ˨˩
网状	mioŋ˨˩tsʰɔ˥˥
网页	mjˈɛ̀uːndˌa
罗刹女	lɔ˥˩sa˥˩
罗城	lɔː saːn
罗宝线	lɔ˥˧pa˥˥
罗浮山	lɔːfiuːsan˧
罗浮山景区	lɔ˥˧sa˥˩
罗湖	lɔ˥ɸu˥˥
罗湖区	lɔːfuki˥˥
罗盘	lɔːp̚˥˩an˩
罗筱彤	nˈoʊ nˈoʊ nˈoʊ ˈoʊ ʒˈɛt ˈænd jˈu ˈɛfˈʁɑktlˈɛ nˈoʊ siːˈɛɹlˈɛ nˈoʊ siːˈɛɹlˈɛ
罗芳伯	lɔ˨˦ pɔ˥˥ pa˨˩
罗阳	lɔ˥˧jɔːŋ˨˩˦
罗阳镇	lɔ˥˧ jɔːŋ˨˦ tʂin˥˧
罗隐	lɔ˥˧ dzĩ˧˧
罗马尼亚	m
罪	tsuːj
罪喜不惜	tsʰui˥˧ tɕi˨˩˦pɔ˥˥tɕʰi˥˧
罪悪感	tsui okam
罪是不鹊	tsɵy̯˧him˧˥mou̯˧tsʰeŋ˨˩
罪过	tsʰui˥˧ko˥˥
置换	tsɯ˥˥uaɑ˥˥
置若罔闻	sɯ˥˥joʊ˥˩mioŋ˨˩ uən˧˧
羅	lɔː
羅城	lo˥˩sa˥˧ŋ˨˩
羅文裕	lɔːmai˧
羅桂祥	lɔ˥˧kʰi˥˥ɕjɔ˨˩˦
羅湖	lɔːfˈu
羅芳祥	lɔ˥˧ fɔ˧˥sioŋ˨˩
羅香林	loː˧hĩ˧˥ɔːŋ˧˧lĩm˧˧
羅騰祥	lo˥˧tʰi˧˧n˥˧sioŋ˨˩
羊城	hioŋ˨˩saːŋ˥˥
羊群	ioŋ˨˦ kun˨˦
羊角	jˈænkˌa
美	mˈɔj
美不胜收	muibutseinsip
美利坚合众国	mʉːb mˈidiːkˌaɪnˈhɐ soːˈteː
美味	mui˩˥ːmui˥˩ː
美国	m˨˩˦i˨˩˦kweb˨˩˦
美国婆	m˥˩kʰit˦pʰaː˧
美国怪谭	mʰɯ̀ːkʰɛːk̚˦˥kʰlʰtʰan˧
美国独立运动	læfteˈvɑ tʊˈɾe̞xlæt tʊˈɾe̞
美声	mɤ˥sǎŋ˥˧
美女	mojˈni
美好	meɪ˨˩˦xɑʊ˨˩˦
美帝国	moːˈʝ ˈdiːgɛ
美江	muːi˥˧kɔːŋ˨˩
美洲	muːjˈtsiːuː
美浓	mua̯i˧˧nʊŋ˨˩
美浓国	muː˧˧ nuːŋ˧˧tiet˦˥
美满	luːman
美濃	vuinno miˈnõː
美濃，台灣南部客家地區，講四縣腔客語。	mou̯˨˩lʊŋ˨ tʰɔːi˨˩wan˧˥nɐm˨˩ pʰuː˨˩haːk̚˧kaː˧ tɕʰiː˨ tʰiː˨kʰœːŋ˧˥
美的	mɤj˧˧ tiːt˦˥
美轮美奂	muĩ˧˧ luən˧˧ muĩ˧˧ kon˧˧
美里	miːliː
美食	mɤ˧˧ si˧˧
美麗島	tʃi˥˩li˥˩ tau˨˩
羔羊	ko˥˥ jɔ˨˦
羞愧	si˧˧u˥˧kʰɤ˥˥
羞耻	tɕʰi˧˥
群众	kʰuən˨˩tsʊŋ˥˥
群雄逐鹿	pʰyn˨˩hĩũ˥˥ tsʰɤ˥˩ lu˥˩
群魔乱舞	tʃiːzi mɔː ɔːlɔːn vuː
義	u
義大犀牛	ni˥˧tʰa˥˥si˧˧ nju˨˦
義民廟	ni˥˧min˨˩mʰw˧˥
羹汤	kã˥˥sʰoŋ˥˥
羽柴秀吉	m̩˨˩˦tsʰaʔ˨ ʃao˥˧ki˥˧
羽绒服	tɤ˧˥fɔ˧˥
羽蛇神	i˨˩˦sa˥˩ si˨˩˦
翁	vˈoŋ
翁源	pʊŋ˨˩˦njɛ˥˩
翁源中学	pʰu˨˩˦njɛn˨˩˦tɕjʊŋ˥˥kɑʊ˥˥
翌月	təs nʁæ
習	sip
習性	zip zin
習慣成自然	tɕiŋ˨˩˦ tɕiŋ˥˥
習相遠	ɕiʰ˨˦k˨˩˦siʔ˨˩˦jɛn˨˩˦
翟	tʰiːt˦
翠云山	ʈʂʰuːj˨˩yn˧˥san˩˩˦
翡翠	fu˧˥i˥˧ʈʂweɪ˥˥
翩翩公子	pʰi˧˥ tsʰu˥˧
翻墙	fan˥˥siaʊ˨˩
翻阅	sɑːnˈjeː
翼拍	ɛ̃pːa
耀武扬威	jɑʊ˥˩ʐu˧˥jɑŋ˨˩˦
耀武揚威	jɛn˥˩u˥˩ʐaŋ˧˥vɤj˧˥
老	lɔː
老三	lɔ˥˩saːm˥˩
老上時	lɑʊ˨˩˦ʂuɔ˨˩˦ʂɚ˧˥
老么	hiaʊ˧˧mi˧˧tsʰui˨˦
老人	làu˨˩ nĩŋ˧˥
老人家	uɔ˨˩˦ njɛ˥˥ ʈʂan˥˩
老人成细	lâːnjĩŋ˨˩sǎŋ˨˩se˧˧
老人飲酒歌	lau̯˧ŋiu̯˧˧ jiŋ˥˩tsiu˨˩ko˥˥
老伯姆	lɔ̀pa˦˥k̚˨˩ʔmɛ
老化	hɔːfaː˥˩
老友	lou˨˩ji˧˥
老大娘	lau˧˧tʰaʔ˨niŋ˨˦
老天爷	lɑʊ˨˩˦ tɕʰjɛn˧˥ɑ˨
老头儿	lɑʊ˨˩˦ tʰɛ˥˥ʔi˥˩
老奶奶	laːw˧n˥
老妹	laː˧w˧mɔj˨˩
老妹婿	laː˧ajʰse
老客家	laːuhak˦˥aː
老师	lɑʊ˨˩˦tsɯ˥˥
老师傅	lɑʊ˧˥ sɯ˥˥
老广	lau˥˧kɔːŋ˨˩˦
老广州	n˧aːkʰon˧
老弟	lau˥˧tʰa˥˥
老朋友	lɔ˥˧pʰi˨˩˦ y˧˥
老气	làu˨˩si˥˧
老猴牯	lau˥˧hiu˨˦ku˧˧
老米甲	lˈoːmika
老虎	lɔːfuu˥
老虎哥	lou˥˥tsuko˥˩
老蟹	lɔ˥˧hʰaː˧˥ lau̯˨˦hʰaː˧˥
老货嫲	lɔ˥˩vɔ˥˩ma˥˩
老越	lou̯˨
老远	lou˥˥
老马识途	aː˧wmaːtʰtʰw
老骥伏枥	laː˧w˧k̚˦˥jpʰuk˨˩hlit̚˨˩
老鸟精	lɔ˨˦ta˥˥tsiaʊ˨˦
老鹰	rɑːˈin
老鼠屎	lɑʊ˥˥ʈʂʰu˥˩
老鼠粄	rɑːtʃɔːpæn
考古学	pʰɑʊ˨˩˦ku˥˧hɔ˥˥
考生	kʌlsˈe
考研	pʰaːw˧˧ngan˥˧sit˦
考虑	kʰɤ˨˩˦lĩ˥˩
考试	tʰau˨˩ sɯ˥˥
考验	kʰau˨˩nʲam˥
者	tsa˥˩
者行孙	tsa˥˧hŋ˨˦ sʰun˥˧
而	u˨˩˦
而外	ji˨˩˦ u˨˩˦ai˥˥
而是	ni˨˩˦ sɯ˥˥
而立之年	nːiːliːp˧kɛː˧niː˧
耐力	nˈaɪlˌaɪ
耙灰	pʰa˥˥fɔːj˧
耦合	ɲːɛʔ˨
耦合器	au˨˦hap˥
耳光	ni˥˧kɔ˧˥
耳公	mˌeˈviːt˥ɔ̃
耳公挖	ni˨˩koŋ˥˥ vaj˨˩
耳机	lˈiki
耳機	nˈiki
耳濡目染	i˥˩ mok˨˩˦ʔi˨˩˦
耳目	pʰi˥˩ hɑŋ˧˥
耳聞目睹	n˥˥i˥˧wən˨˩˦ mɔ˥˩˦ tʰu˧˧
耳闻目睹	n˩˩˦i˨˩˦wən˧˥ bukt˦tu˥˩
耶和華	a˨˩fɔ˧˥faː˧
耷拉	tɕap˨˩laj˧
耸立	sʊŋ˨˩lib˦˥
耻辱	tsɯ˥˩
耽心	sam˥
耿直	tɕjɛn˨˩tsʰit˦
耿耿于怀	tĩŋ˨˩ tĩŋ˨˩ ji˧˧fa˨˩˦
耿鬼	kua˧˧an˥˧kue˧˧
聂	nja
聂夷中	jɐp̚˨
聂隐娘	niap˨˩ yn˥˩ niŋ˧˧
聊天	tʰi˥˥
聊胜于无	liau˨˦sɪŋ˥˥ʰw
聋	lʊŋ
职工	tʃˈaˈi kɔ̃
联军	tˌɛnˈkɔn
联合体	wtf
联想	lian˨˩ ɕs˥
联络	lian˨˩lɔ˥
联通	lian˨˩tʰʊŋ˨˩
聖經	sin˨˩ kin˥˥
聘	pʰæːŋ˧
聚	ti˥˧tʃiu˥˧
聚沙成塔	tɕy˥˥sa˥˩sin˥˥kʰau˨˦
聚落	dʒiː˧˥lɔ˨
聚集态	si˥˩ tʰaː˧˥
聞所未聞	tsau˨˩li˥˩
聪明才智	tsʰʊŋ˨˩˦ ʂʊŋ˥˩mɪn˨˩˦tsʰuɔ˨˩˦i˥˩ʈʂɚ˥˩
聯想	lian˨˩tɕjɛ˥˥
聯絡	lian˨˦ lɔ˥
聰	tʰɔːŋ˥˥
聰明伶俐	tsʰũŋ˨˩ min˨˦lin˨˦ni˥˧
聲振林木	sãŋ˨˩tian˥˥lɪŋ˨˩˦mɤ˥˩
聲音	sǎŋ˨˩˦jɛn˨˩˦
聶	mja
聶隱娘	n˩˩˦ap˦˥ʔyn˥˧nʔø˧˧
職	tsɯ
職業	sip˦˥n˥˧ap˨˩
肆无忌惮	tsɯ˥˥mu˨˩˦ti˥˥
肇庆	saːltˤiːn
肇慶	sau̯ keŋ
肉丸	nʲukjan
肉食	ni˨˩˦ y˧˥
肉骨茶	nʲokkut̪tsʰa
肋骨	tsakkwit˦
肖像	tɕjɛ˥˥
肚	tu
肚子	tʃiːzi beːzæ
肚屎	su˥˩
肚肌	tu˥˧tɪ˥
肚胈	suː˨˩tan˥˥
肚胈饿	tʰu˥˩pʰak˨ ŋɔ˧˥
肚腹	tʰuː˨˩pat˥˩
肚飢	tuki
肚饥	tu˥˩ji˧˥
肛门	kõ˥˥ mɔ˧n˧
肝胆相照	kwan˨˩˦ tɑŋ˥˩ ʈʂoʊ˥˧
肝膽相照	kɔn tam ɔːj˧ŋ˨˩ tʃɛw˥˩
股长	ku˥˩tsɔːŋ˥˥
肥力	lɪ
肥沃	pʰiː˥wɔː˨
肩负	kian˨˩fu˥˥
肩頭	kientau
肮脏	la sˈɔ
肯定	tʰn˥˩tʰn˥˩
肯尼迪	seniɣ niti
肯德基	kʰɛndɛki kʰɛndɛki
肺活量	tʰoi˧˧pat˨˩lɪõ˧˧
肺炎	pɔi̯ i˧˥
肿大	sʊŋ˨˩tʰaʔ˨
肿胀	jʊŋ˨˩˦joʊ˥˩˦tɕʰj˥˩wɑŋ˧˥  t i˥˩
胁肩谄笑	siat˥˧kiŋ˨˦ tsʰaŋ˨˦siau˥˧
胃口	vo kiel
胃癌	wi˥˧ŋ˥˧am˥˩
胃肠	vɤj˨˩ʃaŋ˥˥
胆小如鼠	sɑŋ˥˥siu˥˩y˧˥tsʰy˥˩
胆怯	tam˥˩tʰam˥˩
胆量	tɑŋ˨˦ljoʊ˥˧
背光	po˨˩hik˦wɔːŋ˥˥
背叛	plœ̃˧pʰan˨˩
背囊	pojnou
背尾	pãĩ˥˥ mĩ˧˥
背带	bi˥˧tai˥˧
背日	pojnʲ
背板	pɔj pan
背米	pi˥˧ mi˥˩
背诵	pʰa˥˥siong˨˩
背风	po˥˩ːj˥˩fɔ˥˥
胎壓	tʰɔ̀i ɑŋ
胎溫	tʰɔ̀ːjvn
胎盤	tʰɔːi˧˥
胜仗	tsʌŋ˥˥
胜利	tʃinˈliː
胜负	tʃlf
胞	fau
胞衣迹	pou˥˥
胡	fɔː
胡乱	fuːlɔn
胡令能	uʝenen
胡佛	fɔ˥˥fʊ˨˩˦
胡友松	fu˨˩˦jɤ˥˩ sʊŋ˨˩˦
胡文虎	tsu˨˩˦uən˧˥ sʊ˥˩
胡梯	fou˥˧tʰɔ˨˩˦
胡耀邦	fu˨˩˦ ʔa˥˧
胡言乱语	fu˨˩˦ɥœn˧˥ nɔ˥˩ i˧˥
胡言亂語	pʰu˨˩˦ njɛn˨˩ luan˥˩ ni˧˧
胡說八道	fu˧˧sot˨˩pat˨˩tʰau˨˩
胡说八道	kʰuː˧ʰaː˧ʈʰpen˥˩trʰɑː˧
胡锦涛	tɕjɛn˥˥tʰɤ˧˥
胡闹	fou˥˧lɔ˥
胡馬	ʂu˨˩˦pa˥˥
胥	sˈe
胶体	tʰi˧˧
胸无点墨	tʰʊŋ˨˩hʊ˨˩ tiam˥˥ meŋ˨˦
胸無點墨	hũŋ˨˩ u˨˩tiam˥˧ mian˥˧
能	nen
能力	maːliː
能够	ð̞ankjoɔ
能耐	ne˥˩laː˧i˨˩˦
能说会道	n˩˩˦en˧ʔsot̚˨˩ voj˧˥ tʰa˥
能量	ðenˈo
脂	tsɯ˥˥
脂肪酸	tsi˨˩fɑŋ˧˥sɐn˨˩
脅肩諂笑	sik˦tu˥˩plian˥˧ tɕjɑŋ˨˩˦sa˥˩
脆弱	tsʰweɪ˥˧ɲ˩a˥˧
脉脉含情	maːk˥maːk˥ haːm˥˩tɕʰiːn˧
脊柱	tits˦ʰu˥˥
脊椎动物	tsiã˨˩kʰi˧˥ tsʰoi˧˧ tʰʰɤŋ˥˥mɔːt˥
脍炙人口	ai˥˧tsak˨˩n˩˩˦hio˨˩
脑中	lau˨˦tsʊŋ˥˥
脑后	oɣ̞ɾeu
脖颈	pɔːˈke
脚	pio
脚尖	kio˥˧tsiam˨˦
脚跛跛	kʰoːpaj˧˧baj˧
脚跟	kjop˨ ke˥˩
脚锄	tiaʰ˥tsʰo˨˦
脧	sɔːi˨˩
脱去	tʰaːpkʰuːiː
脱口而出	hɔ˧˥
脱稿	tʰɔ̀t˥k̚˥˩aːw˧
脱颖而出	tʰɔːt ɲin˥˩ ni˧˧tsʰut˦˥
脸	lem
脸庞	menpɑ
腊月	dla ɲe
腊梅	la moʔeː
腌芋荷	jɑm˥˥
腍腍	nenne
腐沥	fu˨˩˦ la˥˩
腐臭	futʃiu˨˩
腐败	tsu˥˧pʰi˥˧
腔	kjoŋ˨˩
腮	soj
腰骨	hiau˥˧kuən˨˩˦
腳剎	tʃiːziːt˨
腳腩肚	kioŋ˨˩nam˧˧tuː˧˧
腸	tso
腸子	sɑŋdɯ
腹	fˈɔ̃
腻	tɤ˧˥
腼腆	tʰjɛn˨˩tjɛn˥˩
腾出	tʰan˨˩
腾势	tian˨˦ tsu˥˧
腾讯	tjɛn˨˩˦
膀胱	tʰuaŋ˨˩kʷɔ˥˥
膊	pˈɑ
膝	tɕʰiːt˥
膝頭	tsit˦ tʰɛːoʔ˧˧
膣	ʈʂɚ˥˥
膣屄	mpɛ
膦屎	lɪn˨˩˦ ʂɚ˥˩
膦棍	lĩŋ˨˩kʰu˥˥n˥˥
膦火	lɪn˧˥fɔː˧
膦火着	lian˨˩fu˥˥ tsʰok˨
膨肥婆	tʰaŋ˥˥tʰi˥˧pʰa˥˥
膳食	ʃɛn˨˩˦tʂɤŋ˥˥
膽	tɐm
膽小如鼠	sam˥˥sɯ˥˥ljy˨˩ tɕʰy˥˩
臀部	tʰuən˨˩˦pɔ˥˥
臂展	ti˥˥tsian˥˧
臥薪嚐膽	ŋɔː˧˥sian˨˩ sŋ˨˩tʰam˨˩
臨危不懼	nim˨˩ua˧˧i˨˩˦ put˦tsi˨˩nɕtʰim˥˥
臨天光	lɪŋ˨˩˦tʰjɛn˨˩˦kʊŋ˥˥
臨桂	lĩ˥˩m˥˩kʰe˥˥
臨界	liu˨˩mŋ˧˥kã˥˥
臨界阻尼	lĩŋ˨˩˦gaɪ˥˥ tsʰu˥˧i˥˩
自	ʃu˥˥
自个儿	tsʰit˦koʊ˥˥
自从	jʊŋ˨˩˦jɛn˥˩ʐan˧ ʐan˧˥
自以为	tsɯ˥˩ y˧˥
自信心	fɛˈʁ siːn ʃiːm
自動	zdan
自古	tsɯ˥˥ku˨˩˦
自古以来	tsɯ˥˩ i˧˥ lɔ˥
自如	tsɯ˥˥
自娛自樂	tsɯ˥˥y˨˩˦tsit˦laʊ˥˥
自家	tsʰɯ˥˩ ka˥˥
自尊	ʂɚ˥˩tsuən˥˩
自居	t̪r̥ɪkiː˧
自幼	tsɯ˥˥
自强不息	sɯ˥˩kʰon˨˩ puːsit˦
自怨自艾	tsɯ˥˥ i˥˩ nai˥˩
自惭形秽	tsʰan˥˥tʰi˧˧pe˨˩
自感	tsʰiː˥˧k̚˥˩am˥˩
自杀	tsʰu˥˧sat˨
自来水	tsʰɯ˥˥ lɔ˥lɔ˨sʰui˥˩
自欺欺人	tsʰɯ˨˩˦ ki˧˧ ki˧˧ nɪn˨˩˦
自此	tɕʰi˥˥
自殺	tsʰɯ˥˩ fa˥˥
自然保护区	tsi˥˥jɛn˨˩˦ pa˥˥fu˥˩tsi˥˩
自然美	tuː mˈɛtʃˈaʊˈɑŋˈɛ
自然而然	tsɯ˥˥jɑn˨˩˦ i˧˥jɛn˨˩˦
自然选择	tsʰɯ˥˥ jɛn˨˩˦tsʰi˥˩
自由	tsɯ˥˥
自由女神像	ʂɔ˨˩˦ jɑʊ˨˩˦ pʰi˨˩˦ʐən˧˥ tɕɪŋ˥˥
自由自在	tsʰɯ˥˩ lɤ˥˩tsʰɯ˥˩tsʰuɔ˧˥
自画像	tsʰit˦fa˥˥ɕjɑʊ˥˥
自留地	tsɯ˥˥ljoʊ˨˩˦tʰi˥˥
自私	sɯ˥˥sɯ˧˥
自立	tsɯ˥˩li˥˩
自豪	tsʰɯ˥˥ʂu˨˩˦xɤ˧˥
自責分	tsit˦fu˧˧n˥˥
自責分率	tsit˦tsit˦ fən˥˥luat˦
臭	tɕiu̯
至	ji˥˩
致命	tsi˥˧ɑ˥
致密	tsɯ˥˩mɪn˨˩˦
臺兒莊	tʰɔː˧˥i˨˦tsɔːŋ˥˥
臺北	tʰɔ̀ːj˥ʔp̚˥˩
臺北市	tʰɔː˧pɛːt̚˨˩sʰiː˥
臺北火車頭為期（为期）一年个修整，昨晡日總算完工咧。	tʰɔːp˨˩t˥fɔː˧˧ tɕʰaːtʰeuː˧˥ vikʰiː˥˥ ngeː˧˥ siː˨˩ tʰauː˧˥ŋ˨˩ sʰon˧˥ kʰon˨˩ leː˩˩˦
臺灣	pʰou̯˨˩fan˨˩
臺灣客家語	tʰwãn haːkã˥˥mi˥˩
臺灣客家語拼音方案	tʰɔ̀j˧paːn˩˩˦haː˧k̚˨˩aːŋ˧ʔn˥˩iːajʔm˧fŋ˧ʔɔ̀n
臺灣話	tʰaɪ˧˥man˨˩ waː˨
臺鐵	tʰɔː˧ɛːtʰtʰ
舅公	kiu˥˧kõŋ˨˩
舅娘	kʰi˧˧u˥˧nɤŋ˧˧
舅婆	kʰiːuːpʰɔː
與	a
興國	tɕʰi˧˥ kən˨˩
興寧	tĩŋ˨˩ljɛn˨˩˦
興寧客家話	tʃɪnnːiːja ħakava
興致勃勃	hĩŋ˥˥tsɯ˥˥kuit˨˩˦pɯ˥˥nɕi˥˩
興高采烈	sĩŋ˨˩kau˥˧tsʰa˧˧ile˨˦
舉一反三	ki˥˧npan˥˥sǎ˥˧
舉不勝舉	kiːnˈsip˦ kiːˈ
舉足輕重	ki˥˧tsiuk˨˩ kʰiã˥˥tsʰuŋ˥˧
舊時	tɕʰi˥˥sɯ˧
舌侧音	sak̚˨
舌头哥	tɕtʰiuʔtʰkou˨˩
舌嫲	sɐtˈmaː
舌尖	satjɑm
舌战群儒	daːn kʰun
舌癌	sat̪naɣ̞
舍弃	tsia˥˧tɕʰi˥˧
舍得	saate
舍我其谁	taː˥˩ŋ˨˩aː˥˩n˥˩tɕʰiː˥˨
舍水	ʂɑ˥˩ʂweɪ˥˩
舐	saɪn
舐犊情深	se˨˩tʰuk˨tsʰin˥˥tsʰin˥˥
舐犢情深	se˨˩tʰuk˨ tsʰim˥˥tsʰim˥˥
舒	saˈɑ̃
舔	pjam˨˩
舞	mˈɔ̃ vˈu
舞会	muvoi
舞舞耍耍	mou˥˩sǎ˥˥sǎ˥˥
舞蹈	vˈɔ̃kau
舞麒麟	mu˥˧kʰi˥˧lɪn˧˥
舟	tsu˧˧tsiu˨˦
航	aɣ
航天飞机	hʰɔ̀ŋ˨˩tʰjɛn˥˥pui˥˧
航道	hɔːŋ˨˩tʰɔː˨
般	paːn˥˥
般的	pɐn˨˩ti˨˩
舰	kɑːm
舰队	kamtʊˌiː
舱里	tɕʰɔːŋ˥˥li˨˩
舵	tɔː
船	θien
船尾	sã˥˥mi˥˩
船灯	fonte
船舱	sian˥˥ʈʂʰɤŋ˥˥
艇	tʰiã˥˧
艙	tɔŋ
良心	lioŋ˨˩sin˨˩
良莠不齐	ʔɛːŋ˦˥ʔuaː˧ʔputɕʰɛː˥˩
艰苦朴素	kankʰu˥˧pʰau˧˧su˥˩
艱苦樸素	daːɪn˨˩kʰuː˧pɔ˥˥suː˥˩
艱難	ge˧˥n˥˥nan˨˩˦
色光	se˨˩kɔ˧˧
色厉内荏	se li˥˩nui˥˩ŋim˨˩
色咪咪	se miːmiː
色彩	dˈaɪtθˈaɪd
色调	sãnˈtɑːl
色魔	seɛːk˨mɔː˨
艳	dʒaːm
艾	ˈaɪ
艾粄	ne˥˩˦ pan˨˩˦
节制	tɕjɛ˨˩˦ ttsʰɯ˥˥
节哀顺变	tɕʰi˧t˥ pʰa˥˥ ʈʂun˥˥ ji˧n˥˧
芋	vu
