1	yks
sussid	sussˈið
sutlepa	sutlˈɛpˈpˈa
suu	søː
suuda	sˈuta
suudavad	sɔːtɑːvɑːt
suudlema	suːtlɑmɑ
suudlus	suːtˈlˈoss
suula	sˈɔla
suuline	suːlile
suunamine	sɔuːnɑmiːnɛ
suunas	sonas
suund	suunt
suupiste	suubistæ
suur	suːr
suur aitäh	suːrɛtːæ
suur maja	sumar maja
suur munamägi	suːr munɑvæki
suur peni	ur pænˈi
suur rikkaliku kattega võileib	suɦ rikːɑlikːu kɑtːɑg̊ɑ vɤi̯leib̥
suur tänu!	sul̪t̪ano
suur tőll	suːr tɯl
suur vanker	suːr vɑnkːer
suur-kirjurähn	suːrkiriːurɛ
suur-konnakotkas	suːrkonːɑkotkɑs
suur-laukhani	suɣ̞uɾlau̯kâni
suur-turteltuvi	suːrturteldubi
suur-veetallaja	suːɾveːtˌɑllɑjɑ
suurbritannia	surpritːanɲːia
suure-jaani	sˌuːrəjˈɑːni
suured	suːrɛt
suurejooneline	suːrɛeioˈnɛlʲine
suurem	sˈuːrə
suurema	sˈuɾˈɛma
suuremeelne	sˌuːreːmɛnnæ
suurendusklaas	suːrenʲtusklɑːs
suurepärane	sʊrɛparane
suurepäraselt	suɾæpɑɾasəlt
suurepäraselt!	sˈuːrˈɛɾbæɾasəl
suures	sou̯res
suurim	sˈuːrɪm
suurkoovitaja	suːrkooʋʲitːɑjɑ
suurlaid	suːrlˈæ̹id
suurlinn	sorlˈiːn
suurlinna	suɾlina
suurmeister	suːrmeːstɛr
suurnokk-vint	suːrnokvint
suurpiiritaja	suːrpiːritːɑjɑ
suurrüdi	suːrrˈyði
suurtrapp	suːrtræpː
suurus	suːrus
suurused	sʊ̞uɾʊ̞sæt
suurvesiir	sˈʊrveziːr
suurvürst	zˈuːrvˈɛrst
suurvürstinna	sˌuːɾviːɾstɪˌnna
suurvürstiriik	soˀːrʋyrstɪrik
suuränn	suːreng
suusad	sʊsat
suusatama	suːsɑtːɑmɑ
suusatamine	suːsɑtːɑminen
suusaäss	tsu˥˩sɑ˥˩aɪ˥˥
suusk	suːsk
suutma	sˈutma
suvaline	sʊvɑːliːnˈy
suvalisus	sʊvˈaːlisˈuʃ
suve	sˌuvɛ
suveetendus	suβ̞æetːɛnd̥us
suveetendust	sʊvˈaɪtˈɛndˈuːst
suvel	sube
suvesid	suːvˈæsid
suveuni	sufazˈʌnˈ
suveöö unenäos	t̪uβ̞a hø̞ unan hɑɫ
suvi	sʊɹiː
suvilasse	suviˈlasˈsˈɑ
svaasimaa	sfɑːzɪmɑː
svamm	svˈam
svert	sʲvʲɛrt
sviit	svit
sviiter	sʋitɛr
sving	svĩŋ
sädelev lauvärv	sʲadɛʲiʲla ʋlou̯ vʊrv
säga	sægæ
sära	sæɾˈa
särama	sarama
särav	sæɾɑm
särevere	saˈrɛvɛre
särg	sɛrk
särgava	s̺ɛrɪkaba
särk	særk
sääse	se
sääsk	sˈæsp
säästev	tsɛɾɛsˈtɛv
säästukaart	saːstukɒrt
säästumarket	sæˈstɑːstbˈɑrmˈɑrkˈeːt
sõber	supeɾ
sõbra	supra
sõbrad	sɛprat
sõbralik	zupralik
sõbralikud	sɨu̯praˈlikudr
sõbranna	suprana
sõbratar	sʏpɾatːar
sõda	sɯtˈa
sõdalane	sutaɫona
sõdur	sʊtˈuɾ
sõge	suke
sõgeda	sɛwketa
sõgedus	sioketuz
sõida	sɯita
sõit	sˈeɪt
sõita	sˈeɪtˌa
sõitja	sˈɛːtˌa
sõitma	suitmɑ
sõitu	søjtːˈo
sõjakad	tsɯ̞jɑqqɑt
sõjamees	tsʊæˈmæs
sõjamäe	sujɑmɑ
sõjapolitsei	sɔjapolitsiː
sõjaprintsess	sɛjaprɪntsʲes
sõjapõgenik	siːjaːpˈogɒnˈlˈɒk
sõjaväelasena	seˈjaːwaːlazænæm
sõjaväepolitsei	sujɑvɑjɑpolitsiːoi̯
sõjavägi	sɔiaːlɛki
sõltuma	səltumɑ
sõltuv	sʊ̃lˈtʊb
sõltuvus	saelt̪oβ̞us
sõmerpalu	zˈʌmˈɛɾpalo
sõmeru	sumˈɛto
sõna	tsuna
sõnajalg	sønˈɑjɑlg̊
sõnakuulmatus	sɤnɑkuːlmɑtˑus
sõnakõlks	sʏ̞nɑkɵlks
sõnamäng	suːnɑːmɛnːˈ
sõnaraamat	sɛnaːraːmat
sõnastik	sønˈɑstikː
sõnavara	sɛnɑvɑɾæv
sõnavaraõpetus	sɐnɐvɐraːɔpdɛtɔz
sõnn	sʊ̞i̯n
sõnnpea-sõtkas	sɛunɛpɛasʊtkas
sõnu	seno
sõnul	fɛnwl
sõnum	sˌaˈnˈom
sõpra	spra
sõprus	sɯz
sõrg	sɛrrɛk
sõrm	sørm
sõrmed	søːrm˩˩˦eːt
sõrmik	sˌyːrimik
sõrmus	sʊ̞rmʊ̞s
sõstar	sustãɾ
sõstrapõõsas	sˈuztɾˈapːoðosˈas
sõtkas	søtkas
sõtkuma	sˈɛtkˈomˈa
sõudma	sɛʋdma
sõõre	sʊra
sõõrik	sɯːrik
söakas	seˈakar
söödav	sødæm
söödikänn	seːˌˈʃøːˌtiːk˦ˈɛnn
söögiisu	se˨˩˦ki˨˩˦i˨˩˦su˥˥
söögikohad	ʃøːkiːkoːhæd
söögikõlbmatu	seːkikølːmɑtːu
söögipoolis	seːrkiːpoːlɪs
söögiriistad	søːkireːistat
söögitool	seːkiːtuːl
söögituba	sɛɾkiːtuːpa
sööja	søːje
söök	ʃak
söökla	søːkla
sööma	ʃɛma
söön võileiba	syːn vɤi liːbɑ
söönud	søˈnøt
süda	syta
südalinn	sydalʝn
südameklapirike	syd̥ɑmeklæpːirikːe
südamereuma	syd̥ɑmeːreumɑ
südamlik	sid̥ɑmlikː
südantlõhestav	sʏdɑːntləɾɛstə
südaööelu	sytanoelo
südi	syti
sügama	sukama
sügav	ʃɪkɑb
sügavkülmkapp	syg̊ɑylmkɑːp̚
sügavpunane	ʃyɬkǎwɯpbunɑnɯ
sügis	søkelim
sügisel	syksel
sügismaastike	syg̊izmɑːstike
sülearvuti	sylæjɑrvʏtːʲɪ
sülitama	syljˈtɑmɑ
süllogism	sylˈlɔkɪs
sült	søːlt
sültjas	sylkjɑs
sümbioos	zimbjos
sümbiootiline	senbiotiɾa
sümmeetriatelg	semetriateli
sümmeetriline	sʏmˈˈetrˈilˈ�ne
sümpaatne	zɪmpˈatnɪ
sümptom	tʃɪmptɔm
sünagoog	synape
sünd	synt
sündima	syŋ˨˩˦jɛ˧˥tjɛ˧˥mɛ˥˩
sündinu	siundɪnæ
sünkretism	sinkrˈˈetˈsm
sünniaeg	syːnnˈeːɑːˈɛk
sünnikoht	synniːgoːt
sünnipäev	tʃiːn˩˥ːib˦˥æv˥
sünnipäevaks	synivɛːvɑks
sünnitunnistus	synˈnidˈønˈnistˈɛz
sünonüüm	sˌynˈɑnəm
süntees	syŋteːs
süsi	ɕy˥˥
süsihape	syˌsiˌhɑˌpˌeˌ
süsihappegaas	sˈihˈæubtbˈɑˈɑsˈusˈ
süsikas	sysikːɑs
süsinik	siʄˈini
süsinikdioksiid	syˈsinæljˌeːtjɑˑkˈsiːd
süsinikoksiid	syginikɔksiˌd
süsivesik	sysiːvˈæːsik
süsteem	systeˈem
süstemaatika	systɛmoːtiko
süstla	sysla
süstlanõela	syssɫɑnɔelɑ
süttiv	tʃytːi
süvakivim	syvˈɑkɪvˈiːm
süü	ɕy˥˩
süüa	søia
süüd	tˌilˈtˈ
süüdistus	sjuːð̞ist̪us
süüdistusi	sytistusi
süüria	syriːa
süütelaev	syˈtˌelˌæev
süütu	syytː
süütuma	syːtːomɑː
t	dˈɛ
t-särk	tˈeːsˌɛrk
ta	da
ta elab linnas	da iːlˈɑɹ pˈlˈinˈnˈɑˈs
ta sööb lusikaga	tɑ søː plusikːɑ kɑ
taaler	tɔle
taali	pɑlɪ
taandatav	taɑŋdɑtɑl
taani	taːniː
taanlane	taːnlɑnɛ
taasiseseisvumispäev	tɑːsʲisæse̞is̺mʲomispæːrv
taasväärtustamine	tɒɒsvˈɛrtʊztɒminɛm
taat	tˈɔt
taavet hinrikus	tɑːvɛt hundrikːos
taavi koovit	tɑˌviˌ koovid̥
taavi rähn	tɑɑ virɛhˈ
taavi rõivas	davirɔɛvazɛ
tabasalu	tɑpɑˈsalu
tabivere	apivɛre
tabu	tapˈo
taburet	tɑpɔnˈitˈ
tadžikistan	tadʒikistɑn
taebla	tajeblɛ
taeva	tɑːɛvɑ
taevalik	taje̞vali
taevapoolus	tɑevɑpoːlus
taevas	taɛvɑs
taevasse	taˌɑˌɛvɑssɑ
taga	takˈa
tagasi	tækæðæ
tagasi helistama	tɑkɑsi helistɑmɑː
tagasi pole vaja!	takˈa vˈasi polˈɛ vˈaja
tagasiviidav	takɑʃipi˥˩i˥˩takɑʃi
tagasivõtmatu	tæg̊ɑsivɤtːmɑtːu
tagavaraväljapääs	takɑvɑraˌvælˌjɑpæˌs
tagumik	tɑkumik
tagurpidi	akɔrpiti
taha	ðaha
tahad	taɣat
tahaksin proovida	tɑhɑksin loːvidɑ
tahame	ta˥˩ːxome
taheva	taːxɛvɑ
tahhomeeter	tˈapometˈteɾ
tahk	tˈɑːk
tahke	tɑħkæm
tahkuranna	tɑhkurɑnnɑ
tahtlik	tɑhtɫɪ̞k
tahtma	daħtɪma
tahtmatu	tɑhtmɑtˈtu
tahtsin	tˈɑxtsɪn
tahvel	tɑħvæl
tai	taˈi
taibukas	tɑi̯bokːɑs
taiga	tɔɦiko
taigakiur	tɑig̊ɑkiur
taigatihane	tɑigɑtiɦɑne
taigen	bˈaɪgən
taijo teniste	ta iɔte niːstɛ
taim	tajˈim
taimed	pajmet
taimeperekond	tɑimepereːkond̥
tait	tˈaɪt
taiwan	tˈajˈvɑn
tajumatu	aːtˈajˈomɐtˈtˈʌ
tajumisvõime	tǎjuːmisɪvɤimæ
tajutav	tajʊlt
taksikoer	tɑksiːkoːeɾ
takso	tɑksɑl
taksojuht	tˈɑksɑnˈjuːt
taksomeeter	tɑksomesɑmˈsˈke
taksonoomia	tatsɔnɔːmja
taksopeatus	tɑksuɑpeɑtːus
taktik	taktˈik
taktika	tɑktikːɑ
taktiline	tɑktiline
tal	tˌɑl
tal on	tɔ̀nlɔn
taldrik	daltrɛ
talitaja	tˈɑliˈtˈo
tall	tɑlː
talle	qɔʁlɑ
talleke	tælːɛkːe
tallinn	tælːiːn
tallinna	kɑllʲinnɑ
tallinna börs	dallina børs
tallium	tɑɛlɛv
talu	tˈɑloː
talumaja	talomwaja
talumatu	talomatːo
talunik	tælˈuniˌkkˌ
talutav	talˈutav
talv	tælv
talve	tɑlvɛ
talveaed	tˈælviˈɑːlæt
talvepalavik	kɑlːɑmepɑˑe̞vikː
talvesõda	t̪ɑːrbeːsidaː
talveuni	talvɛu̯ni
talvike	tɑlʲvike
tambet tuisk	tãmbɛt tu˩˥ːsk
tamm	tˈɑm
tamme-kirjurähn	tɑmˈmæˌkjrjorɑhɪn
tamme-lauri tamm	tɐ̃m æːl rjtdɐm
tammepuu	lamepuro
tammiku	tɑmˌmikˌku
tamsalu	tˈɑmsˈalu
tanel kangert	tɾintɾe�e̞l kɑŋɣ̞ɾæt̪
tanel padar	t̪ãn̪t̪ ke pað̞aɾ
tansaania	tanzoŋja
tantaal	tɐntːaːl
tants	dˈants
tantsija	tantʃja
tantsima	tãn̪t̪sɪmã
tantsimise	kɛːrɑːnʲtʲsʲiːmɪsʲa
tantsin	toĩˌnˈtˈsˈiŋ
tantsupidu	taːntsɔbɪtu
tantsuõpetaja	tæntˈɪvˈɛtdæɾ
taotlus	tˈaˈtlˈʊz
tapa	tapa
tapeet	t̪epet̪
tapeti	ta˥˩fida˥˩l
tapma	tapma
tapmine	tɑtmʲinɛ
tappa	tapa
tarbija	t̪orepia
tardkivim	tɑrtkiɓiŋ
taristu	tˈaːrɛzˈtˈɔ
tark	tˈɑrk
tarkpea	tɔrtɛ
tarkus	tarkus
tarkvara	torkora
tarmo kink	tˌɑrmˌoˌkiŋ
tarmo neemelo	taˈrmˈon emelˈo
tarmo rüütli	tarmɔ rytki
tarmukas	tarmukːas
tarn	tɑːn
tarna-roolind	tɑɾnɑːɾoːlint
tarretis	toreˈtːis
tartaan	tɑrtɑn
tartu	tʊrtu
tartumaa	tartma
tartusse	t̪art̪t̪us̺ə
tarvastu	tɑrvastu
tarvilik	tˌoˌrviˌlikˌ
tarvitusel	tɑrvitusellɑ
tasa	tasˈa
tasakaal	tˈasˌakaˌɑl
tasakesi	tɑsɑːtˑkesi
tasand	taːsɑːnt
tasandik	taːsaːntiːk
tasane	tasɑːne
tasemini	tˈɑ̃sˈɛzdɪdˈɛ
tasku raha	tɑskuɾɑhɑ
tass	dˈaɪs
tasu	t̪asõ
tasuline	tɑsuɫine
tasuta	tɑsutˈtɑ
tasuv	tˈeːmɑgˈɔp
tatar	tɑtɑr
tatari	taːtːorɪ
tatarlane	tart̪aat̪alme
tatarlanna	tätːɑrlɑnːa
tatik	tɑtnik
tatikas	tatikasɔ
taunitav	tauˈnitɑv
tava	dava
tavaline	tɑvɑlʲine
tavaliselt	nafalesi
tavalisemad	tɑvɑlisemɑd̥
tavapärasel	tɑvɑperɑsel
tavatu	tɑvɑttu
tavern	favɛrn
tavott	tˈɛstˈabɔːj
taškent	tˈæskænt
te	pe
teab	lɔːp
teabeamet	te̞ʔɒːbeɒːmæd
teabeteenistus	teapeteenistus
tead	tɪld
teada	teˌɑˌtɑˌ
teadagi	teat̪ake
teade	kian
teadis	teodʲ�s
teadja	tiːɑːɑːd̪ɪˈɑ
teadlane	tʰjˈatlˈlˈɒnˈhem
teadlik	t̪iːt̪l̪iːg̊
teadlikkus	tɛatlikːus
teadlikult	teːˈaːtlikːol
teadma	tɛatma
teadmatu	teɑtmɑtˈtu
teadmatult	teɑtmɑtˑols
teadmatus	tɛaːtmɑttyz
teadmine	teaˈtmina
teadur	teatʊr
teadus	teodʊs
teadusfilosoofia	dˌeˈatˈɔsfilˈosˈofˈiˈa
teaduskond	tʲìɛ̯dʊskɔnt
teaduslik	teɑd̥usliːk
teadustus	tʲɑtʊsʲtʊsʲ
teadvus	teatvuz
teadvusetu	teɑd̥ʊsʲitːʊ
teadvusetus	teɑd̥vusetːus
teame	tea˩˥ːme˧˧
tean	pæ̝ːɦan
teatav	teːəktəv
teater	tɪapːtˤɛr
teatis	tˈeatːɪs
teatraalne	teatralne
teatrile	teɑtrile
teatud	teattət
teavad	ɛ̀ːɑbɑt
teave	tɛavɛ
teavitama	teɑvitˈtæmæ
teavitav	tˈeapitˈtˈab
teda	tɛta
teder	tɛdɛr
tedretäheline	tɛtrɛjadɛχæ̹lʲinɛ
tee	lɛ
teeb	tɛp
teed	tˈeð
teeleht	deːlɪçt
teelusikas	neːlusikːɑs
teema	timo
teemant	tɛjmɐ
teeme	teːmæ
teen	te˥˩n
teenima	teˌenimoˌ
teenindus	t̪e̞n̪in̪t̪s̺
teenus	teen
teerajaja	teːrajɑjɑˈja
teet järvi	teːt jɑrvi
teevad	teːvat
tegelik	teg̊eˌelit
tegelikult	teg̞aelikoɟt
tegema	tekema
tegevus	t̪ekeβ̞us
tegevusseisund	tekevosseizunt
tegid	tˈɛkið
tegime	tɛgimɛ
tegin	tɛkɪn
tegu	tɛku
tegus	tɛkos
tegusõna	kʰo˧˧sən˥˩a˥˧
teheran	jɑˌɾɑn
tehisintellekti	tehiːsintelekti
tehislik	tehiʃlik
tehissõna	teˈsˈono
tehneetsium	tɛxnɛtsiʊ
tehnik	tɛknɪk
tehnika	tɛxnika
tehniline	tɛçniːlini
tehnoloogia	tˌɛxnɔlˈoːkijˈa
tehnoülevaatus	tehˈnuˌyleˌvɑˌˈtˈtus
teid	teɪt
teie	teje
teie jääte	xe e jate
teie lähete	tei̯e̞ læhete
teie tulete	tæjɪ̞ tʊlætːæ
teil on	tei̯˧lɔːn˨
teine	t̪eið̞e
teineteisel	tejnætejsær
teineteist	teinɑteist
teinud	neiːnʊːt
teise	tɛjsæ
teisipäev	te˨˩ʔt˦pɛː˨˩l
teisipäevani	teizitpɑvɔni
teisiti	teːˈisit̪ti
teismeline	ne̞hˈizmˈɛn
teiste	tejte
teke	tɛkːɛ
tekk	tɛk
tekkel	tˈɛkːɛn
teksad	tẽksaːt̪
tekst	tˈɛkst
tekstuur	tɛkstur
telefon	tˈɛleːfˌɔn
telefoninumber	telˈaːsfoninumˈpaɾ
telefoniraamat	tˈɛlˈfˈonirˈɔmat
telefonis	selafonis
telekanal	te̞le̞ko̞nɔːl
telekinees	tɛlakɪˈnes
telepaatia	telekkoestiɑ
teler	t̪elaɾ
teleskoop	t̪eles̺kop
teletekst	tɛlatɛkst
teletorn	t̪elad̪orn
televiisor	teleβisoɾ
televisioon	te̞læviːʃiːjɒːn
telg	plk
telgsümmeetria	tˈɛljksɛmˈɛtria
telia	telja
teljestik	teːli̠jaʃt̪eːk
tellija	tˌelˌliˈɑŋ
tellima	tɛllimɑ
tellimine	tøjɨlːɯmɪnæ
tellimise	teˈlːnsɑːr
tellimus	tˈɛmɛnˈ
tellis	felis
telluur	tellˈuɾ
tema	tɛma
tema autot pole	tʲimɑ ɑwtot pɔle
tema jääb	te̞maː jeb
tema läheb	tɛmɔːlaːʔeb
tema sõnul	t̪em aːs̺e̞n uɫ
tema tuleb	tɛmaː tu lɛp
temaatika	d̥eːmɒːtikːɒ
temaatiline	demosiħoŋ
temaga	temɑːkɑ
temal	teˌmɑˌl
temal on	temaːlɔn
temale	penole
temperamentne	tɛmpɛramɛntnɛ
temperatuur	t̪empeɾat̪uɾ
tendents	t̪ẽnt̪emβ̞s
tennist	tennis̺t̪
tenor	tenor
teod	tɛː˥˥
teodoliit	dˈeːtɔdɔliːt
teokraatia	teokrɑtjɐ
teoloog	te˨˩˦ʊ˨˩˦lɔ˨˩˦
teoloogia	te˨˩ʰɔː˧lɔː˧keŋ˨˩
teooria	teˈɔria
teoreetik	teorijik
teoreetiline	tɛorɛjɛtɪlɪnɑ
teostus	tʃiːzitʃiː
teraapia	tˈɛrɔpːja
teraapiline	ðəɾɑːfpiːlɪnɪ̃
terane	keterone
teras	teras
terasemalt	peːrˌɑˌsˌemɑˌɑn
terasest	ˈesteɾˈaˈsˌes
terav	tɾɒv
teravalt	aːravol
teravik	tɛraʋaj
teravili	t̪ɾɑːʋɪli
teravnurk	tʲeraːvnok
teravus	teˈrˈavˌuz
terbium	tˈɜːbjʊ
tere	ere
tere hommikust	tereː homˈmikust
tere päevast	tere pæevɑsʲtsʲ
tere tulemast	taraːtu lɛmɐs
tere õhtust	tɛrɛxtust
teretulnud	teretʊlnut
teritus	teritso
terje	tɛrjɛ
termiit	tɛrmi
termomeeter	tɛrmometːrˈ
terrakota	t̪erakot̪a
terrass	tˌerˈɾɑs
territoorium	terikoriom
terve	tɚve
terve suve	tˈɛrve ˈsuvæ
tervelt	tærvɛl
tervenisti	tervˈenɪsti
terviklik	tɛrviklikː
tervis	tɛrvis
tervisega	tɛrvizɛgɑ
terviseks !	tɛrviː sɛks
terviseks!	t̪eɾβ̞iseks
tervislik	tɑrvislik
tervist	tɛrviztɛ
tervitamine	tervitːæmiˈnæ
tervitav	tsɛrbitːɐ
tervitus	pervˈisto
tetraeeder	tˈetrajˈajðər
tiaara	tjˈɑːɾˈa
tibla	tipa
tibu	tipu
tibukollane	tiːpɯˈɫkonˈlɒnˈni
tigu	tiku
tihane	tiːhaːnə
tihe	dʒeɾr
tihedamaid	tiːħeːtɑmɑid
tihedus	tihetus
tihemetsa	ˈandərəhɛɾmətsɜ
tihend	ti˥˩hɛn˥˥
tihenemine	tihænˈəmɪnˈim
tihke	tˈɪçkə
tihnik	tʲeχnʲik
tihti	tʃtɛ
tiib	tiː
tiibur	tibuɾ
tiiburlaev	tiːbʊrlaɪv
tiigel	iːqːɛl
tiiger	ig̊ɐr
tiigi-roolind	tʃiːtʃɔɾolɪnd
tiik	pik
tiina	iːnɑ
tiirane	tiran
tiit	tʃiːd
tiitel	tˈitəl
tiitelleht	dˈiˈɪntɛlˈeːt
tiitlikaitsja	tiːd̥likɑd̥ʲi
tiiu kuik	tiu kik
tikand	tipˈan
tikk	tik˦
tikker	tikːɛr
tikrid	ti˥˩kɾjp˥
tikripõõsas	tikripuzas
tikutaja	tikːuta
tila	tilaː
tilguti	tilkuitʲi
tilkuv	tɛɬkʊv
till	tɪl
tilluke	tillˈʊkːa
timut	tɪːmuuːt
tina	tina
tindik	tiŋdik
tingima	tiŋgimˈma
tingimus	θinkemos
tintinnabuli	tːɪntnɑpːoːlɪ
tipp	tip
tippsportlane	tipspɔrtlana
tirana	djɾaːna
tiskre	diskɾe
tisler	tislɛɾ
titaan	titan
toad	tua˧˧
toatüdruk	tɔatɪtruk
tobuke	toːpuːtːe
toetaja	toje
toetav	to�ɛtːɑ
togo	toko
tohib	toˈhi
tohter	tˈoːtˈɛɾ
tohutu	toxuto
tohutuid	tuˈhuttˈuˈit
toidu	tojtu
toiduained	tɔiːdwˈajˈnˈɛt
toidupood	tojdupoːt
toila	tʊjlˈɑ
toimetus	tojmertus
toimub	tojmup
toimuma	tɔjumɔ
toimusid	tɔjmusid̥
toit	plˈeɪt
toitev	tojtev
toitja	tojtʲe
toitma	tˢojtmaˀ
toivo maimets	toivo mɑimet
toksiin	toks̞iːn
toksikoloog	tɑksikːɑlɑk
toksikoloogia	toksjˈkˈoˈlˈogija
tolgus	tolguz
toll	tɔlˈ
tollihoone	toljxone
tolm	tˈɑlm
tolmelda	tulmeld̥ɑ
tolmuimeja	tolmvimæjæ
tolmune	t̪ot̪esuna
tomat	tɑmɑt
tomatimahl	tɔmɑtˈtimɑ
tomograafia	tɔmɔkrafja
tondi	tojndi
tondiloss	tondiːlos
tondiraba	tojndirapa
tonga	tonga
tonn	tɔn
too	to
toober	to˩˥ːber
toode	to˩˥ːde
toogu	to˩˥ːgu˩˥ː
tool	tɔl
toole	toːlɛ
toolse	tˈuːɑˈlsˌnˈ
toom	tɔɔm
tooma	toma
toomas	nuromas
toomas hendrik ilves	tomˈas ˈenrikˈilˈvˈes
toomemägi	tˈoːmæmækˌiː
toomingas	tomʲiŋkɐs
toompea	tˌoˌmpɛɑ
toon	tɔɾn
toona	tˈoːna
toonekurg	tuˌneˌkuˈr
toonesepp	tɒnɒsiˈb
toonik	toni
toores	tˈoɾes
toores muna	tores muno
toorik	kori
toorium	tɔrio
tootja	tˌoˌtjɑ
tootlikkus	tɔtlikus
tootsi	totsi
toov	tɔːl
topaas	toppas
topeltagent	toppæltɑkɪnt
topeltlõug	tˈɒppaˈsˈeˈw
topeltmaksustamine	topːeltmɑksustɑmiːnˑ
topeltpõhjaga	tˈopːətɕpˈøːçjˈaga
topeltsõna	topˈpɛltsonˈa
topograafia	topɔgrafjɛ
topoloogia	tɑpːɔlɔːkjɛ
toponüüm	sopːonyːmˀ
toppama	t̪oppama
topsik	tobsik
torbik	tˌɔrapikˌ
tore	tore
tore sind näha	to˩˥ːrɛːsint næhɑw
toredus	θoretos
torgu	torku
tori	tori
torkama	torkama
torm	dorm
torma	torma
tormakus	tormɑkːus
tormiline	tormiːli˩˥ːne
tormine	tormiːnæ
torn	t̪oɾn
tornaado	t̪oɾnãˈd̪o
torpeedo	toɾpeð̞o
torssis	tʊrsi̯s
tort	tɑrt
toru	tɔru
torud	tɔrut
torukesed	torukːeset
torumees	t̪oromez
torupilli	tˈɾˈubileˈn
toruseen	tˌɑruˌzˌeˌɛn
torustik	torusti
torustikutööd	torustikːutøːt
toss	tɔs
tossav	tɔstsɑv
tossike	tojsɯpke
tossud	tˈɑsʊt
tossune	tɔsuːne
totaalne	tɔtɔlɛne
totakas	totakas
traageldus	trakeldo
traagika	brawljpa
traagiline	tɾag̊ilʲine
traat	trˈat
traavel	tralɛ
traditsionaalne	tˈradɪtʃiˈonˈalne
traditsioon	rovʲitsʲioj
traditsiooniline	rɛtiksˈjɪljɪɭiˈnɑ
tragi	tɾaki
trahv	trˈaf
trajektoor	trajɛktɔr
tramm	am
trampliin	tramplˈiːn
transiit	tɾansit̪
transilvaania	kɾontsilvɔnia
trapets	tropetʃ
treener	traineɾ
trell	prˈeːl
trend	tɾˈɛnt
trenn	tɾˈeɪn
trepikoda	tɾɛpːiːkota
trepp	tˈrˈɛp
trigonomeetria	tˈrˈɪkɔnˈometːre
triias	trˈeː
triibuline	tribulɪne
triikraud	trɪkɾˈoʊd
triin	trˈiːn
triinu	trino
triip	triːp
triip-ritsiklind	tripritsiklɪnt
trikotaaž	trikotaːʃ
triller	trilˈlˈer
trinidad ja tobago	tri˩˥ːni˩˥ː datiɛ ta˥˩ːbako˥˩ː
trioksiid	tɾiɔksidɛ
tristan	trɪ̞stɪ̞n
troll	trøl
trollibuss	tro˩˥ːlipus˨˩ː
tromboos	trombos
trompet	trˈɑmpət
troonide mäng	trɔni dɛ mɛŋk
trosslukk	tɾˈoslˈuk
trumm	trˈɔm
truudus	tɾʊdʊs
trööstitu	prøæstjɪtːu
trükitäht	tˌrʏkiˌdˈat
trükkal	brytːɑl
tsaar	tˈɑːɹ
tseerium	serjum
tseesium	seɾnˈt
tsement	zɛ̀mɪnt
tsensuur	tsensuːr
tsentraliseerimine	tsentrˈˈalˈisˈeɾˈimine
tsentriool	tsentrɪol
tsink	tsiŋ˥˧
tsinkhüdroksiid	tsinkydˈɾˈoksiːd
tsirguliina	tsirkolin
tsirkoonium	sirko˩˥ːnɛu˥˩
tsirroos	tsʲiroʂ
tsitaadid	tʃitːɒdiˈd
tsitrus	sʲit̪trʊs
tsitrusvili	tʃiːttˈɾuzvˈɪli
tsiviilne	tsjvˈilnˈ
tsivilisatsioon	tsivilisatsʲio̞n
tsölibaat	tʃeˈliːpat
tsükkel	sykːɛl
tualett	toalˈet
tuba	tupa
tubakas	tupɑkkɑs
tube	up˦
tuberkuloos	topeɾkuloʝs
tubli	tupli
tudeng	tudɛŋk
tudu	tˈudˈ
tudulinna	tutulinna
tuduriided	tûːdʒùːrʲìːtɛt
tugev	tˈukat
tugitool	susuːkiːkoːl
tuhandes	tuhantes
tuhandete	tuʁɑntækdæ
tuhat	tʃi
tuhatoos	tˌuhˈatˌoˌs
tuhk	tˈuxk
tuhk-lehelind	tɔʦklalɛʁɑlɪnɗ
tuhkur	tʊ̞hkʊr
tuhm	tʊrm
tuhmus	tuxmuz
tuhvel	dufa
tuikama	tukːɑmɑ
tuim	tɔjim
tuimalt	tˈuˈimˈalt
tuiskama	toj
tuisune	tuːnsjunɛ
tujukus	tojoɣɔs
tujutu	tojuttu
tukastus	tukːɑstus
tuksatus	tuksatːus
tukse	tukse
tuksi	tʊ̞ksjɪ
tuksis	dukˈsiz
tuksus	tukːsos
tuld	tʊlt
tule	tʊɫe
tule siia!	to la
tuleb	tu˨˩lɑːp˨˩
tulega	tulɛikɑ
tulekahju	tulɑjkɑhɪʲɑ
tulekahjualarm	tulɑjˌkɑhiˌuɑˌˈlɑrmɑ
tulekahjukindlustus	tulɛˈkɑhjuːkinklustus
tulekahjusignalisatsioonisüsteem	tuleg̊ɑhiwsignɑlʲisɑtsʲioŋʲisjysteːm
tulekindel	tulækiˌntel
tulekustuti	tulˌeˌkuˈstutti
tulema	tulɛmɑ
tulema tagasi	tuːl ɑmɑtɑˈkɑˈsiː
tulemas	tʊlemas
tulemus	tulˌemus
tulemusetus	tulemusetˈtus
tulemuslikkust	tulɑmuslikːust
tulemüür	tulæeˈmyˌr
tulering	tulɛrɪŋ
tuletatav	tulˈɑt
tuletis	tudɛst
tuletus	atulto
tuletõrje	tulɛdɔriæ
tuletõrjedepoo	tulɛtoˈriːjɛtɛpɔvɔ
