(หนึ่ง)ทุ่ม	hŋ˨˩tʰʊm˥˩
หลับ	la
หลา	la˥˧
หลากหลาย	lak̚˨˩laː˧j˧
หลาน	hl˧aːn˧
หลานชาย	hlɑn˥˥tɕʰaː˥˥
หลานสาว	laːn˨˩saːu˨˩
หลาย	lã˥˥
หลาย ๆ	laːi˧˥laːi˧˥
หลายครั้ง	hl˧aːj˧kʰŋ˧
หลายสี	lɐi̯˨˩ siː˨
หลายอย่าง	lã˨˩jaːŋ˨˩
หลีก	lˈid
หลีกภัย	lɤ̄ːk˧pʰʔ
หลีกเลี่ยง	hlʰiːʔdiː˧ŋ˨˩
หลุด	luːt
หลุม	lũŋ
หลุมดำ	lŋ˨˩dam˧
หลุมศพ	lũŋ˨˩soʊb˥
หล่อ	lɔː
หล้า	laːb
หวย	wɐi˨˩
หวัง	wãŋ˨˩
หวังว่า	a˥˥waːŋ˨˩waː˨˩
หวังว่าคุณคงจะมาได้นะคะ	hwaŋ˧waː˧kʰun˧kʰŋ˧tɕaːmaːʔt̚˨˩oz˦˥oɑːn˧akʰaː
หวังว่าเหมือนกัน	kʰwaːŋ˧waː˧mɯːɔ̀ːn˧k̚˦˥an
หวัด	wã˥
หวัดดี	at˦ diː˧
หวัดดี ครับ	wat̚˨˩di˧kʰráp
หวาด	wɔːt
หวาน	aɪn
หวานแว่ว	wan˥ʔw
หวิด	wˈis
หวิว	vjˈu
หวี	wˌiː
หว่าง	wã˥ŋ
หว่านเสน่ห์	hwan˧s˦˥neː
หอ	a
หอก	hɔ
หอนำ	hʰɔːn˧aːm
หอพัก	kʰʔpʰ
หอมแก้ม	kʰɔ̀ːm˧ʔkɛ̀m˥
หอมแดง	kʰɔːm˧dɛːŋ˧
หอมใหญ่	hɔːm˥hɔːj˥
หอย	hɔːi˦˥
หอยทาก	hɔːi˨˩
หอยนางรม	hɔ̀ːj˧na˥ŋ˧lom˨˩
หอยเป๋าฮื้อ	hɔ˥˥pa˥˥
หอยเม่น	hʰmen
หอระฆัง	ɦɔ̀ːraːkʰɑŋ
หอสมุด	hɔːʃa˨˩m˧t̚˨˩
หอไตร	hʊ̞˨traj˧
หอ้งนํ้า	hoŋ˨˩nan˨˩
หัก	hæ
หักโหม	hak̚˨˩kʰɔːŋ˧
หัตถกรรม	kʰt̚˨˩a˥kan
หัน	hɑn
หันกลับ	aːn˧kláp̚˦˥
หันมา	hɑn˥˥ma˥˥
หัว	poa
หัวกะทิ	pʰwk̚˥˩ɛ̄ː
หัวกะโหลก	hua˨˩ka˥roː˧k̚˦˥
หัวข้อ	wa˨˩kʰa˥˥
หัวดี	ua˧˧di˧˧i˨
หัวนม	wɔ̙nɔːm
หัวมุม	quam
หัวลำโพง	ua̯laːm˧pʰuː
หัวหน้า	wɔːnaː
หัวหมาก	uaˈmaː
หัวหอม	aːhɔːm
หัวหิน	ˈoːa hˈɪn
หัวเข่า	nˈoːxau
หัวเราะ	toare
หัวแม่เท้า	hɔ̀ːm˥˩ʔaː˥˩w˧
หัวใจ	hʋaːtɕaj˧
หัวใจ ฉัน เสียแล้ว	pʰuaːtɕaj˧tɕʰan˩˩˦ʔsriːj˧ʔlaw
หัวไช้เท้า	kʰuaː˧˥aː˧rkʰaː˥˩
หัวไว	hɔːwɛj
หัวไหล่	hʋa˥˧lai˨˦
หั่น	hæn
หา	hɑː
หาก	aɦ
หาคู่	ha˨˩˦kʰu˥˥
หาคู่ไทยเมท	kʰaː˥˩kʰuː˥˩ʔtʰaːj˩˩˦rm
หาง	tŋ˨˩
หางกะทิ	hɑŋ˨˩kʰtʰiː˧
หางาน	qɑːnɑːn
หาด	a
หาดต้นไทร	haːtoʔsaj˧
หาดทราย	haːsaːj
หาดใหญ่	hɑːt̚˨˩jaj
หาทั่วแล้วเหรอ ลองหาดูอีกทีซิ	haː˧tʰuːʔlua̯hɔːlɤ n˧ɔːŋ˧haː˧duːʔiːk˥tiːʰtʰi
หาบ้าน	kʰaːbaːn
หาม	hɑːm
หาย	hɐiː
หายาก	haːjaːq
หายแล้วหายเลย	jlw˧hlɤj
หายใจ	tɕaj˧
หายไป	hʰaː˧˥paj˧
หาร	tɛːn˧˥
หารถ	kaːrɑt
หารือ	hɑːrɯ
หารู้ไม่	arumai
หาเพื่อนคิวคิว	haː˥˩pʰuːn˩˩˦
หำ	kɑm
หินถุงน้ำดี	hĩn˨˩tʰŋ˧n˧am˧diː˧
หิมพานต์	hɪ̞m˥˩maː˧pʰaːn˧
หิมะ	maː
หิมาลัย	himalaj
หิว	iu
หิวขนาดนั้นเลยเหรอ	ɪoːxa nanaːneːraː
หิวข้าว	ɔːkʰaːw˥˩
หิวน้ำ	hʰuː˧naam˧
หิวมาก	hʰuːmaːk
หี	lɛ
หีบ	t̚˨˩i˦˥t̚˨˩
หีบเพลง	hˈi plˈeɪɪŋ
หึ	hɯ̞
หึง	hɪ̞ŋ� a
หือ	hɚ˨
หุงข้าว	ŋ˥kʰaːʋ˥
หุบปาก	p̚˥˩faːk̚˨˩
หุบเขา	ɛpːuk˦ kʰaːʊ˨˩
หุบเหว	pʰwpʰauː
หุ่น	pʰuːn˥˥
หุ้น	un
หุ้นยนต์	uβ̞jon
หุ้นส่วน	kunswɔːn
หู	u
หูฟัง	ɦʰu˨˩faŋ˥
หูหนวก	poːˈlˈɔ
ห่วง	huan˥˥
ห่อ	hɔː
ห่อหมก	hɑːm˧
ห่อหมกมะพร้าวอ่อน	pʰɔːmk̚˨˩maːpʰraːʔɔ̀ːn˧
ห่า	hˈæ
ห่างไกล	hɑːŋ˨˩k̚˦˥l˥ɛ̄ː
ห่าจิก	hɑː˧tik˦˥
ห่าน	hææm
ห้วย	homˌɪ
ห้วยขวาง	huaː˧kʰaː˥˥
ห้อง	ɔːŋ
ห้องครัว	hoːŋ˧k̚˨˩l˥waː
ห้องคลอด	kʰlɔːn
ห้องฉุกเฉิน	hʰɔ̀ŋ˧k̚˦˥ʃn
ห้องชุด	hʰɔ̀ŋ˧ʃ˥sut˦˥
ห้องทดลอง	kʰɔːŋ˧ʔprʰtʰn˧ʔlaŋ˧
ห้องนอน	hʰɔːŋ˧nɔːn˥
ห้องน้ำ	hʰɔːŋ˧n˧aːm
ห้องน้ำอยู่ที่ไหน	kʰɔːŋ˧nɑːmɔːtʰiːʰʔhn
ห้องน้ำอยู่ที่ไหนครับ	hʰɔ̀ŋ˩˩˦n˧aːmɔːtʰiːʰhn˩˩˦aːjkʰráp
ห้องประชุม	a pratʃom
ห้องผ่าตัด	ʔom˧pʰaːt̚˨˩at̚˥˩
ห้องพัก	hʰɔ̀ŋ˥pʰaːtsʰ
ห้องมืดเกินไป	hʰɤŋ˧m̩˩˦tʰkʰin˥paj
ห้องลองเสื้ออยู่ไหน	ʰɔːŋ˧n˧ʔŋ˧ʔɛʔhn˩˩˦
ห้องสมุด	hʰɔːŋ˧sa˨˩mutsʰ
ห้องส้วม	hʰɔ̀ːŋ˧sʰua̯m˨˩
ห้องเก็บของ	hʰɔ̀ŋ˧k̚˨˩pkʰɔ̀ːŋ˧
ห้องเช่า	hʰʔŋ˧ʃaːw˨˩
ห้องเรียน	hʰɔ̀ːŋ˧ʁiː˧ɔ̀ːn˧
ห้องเล็กเกินไป	kʰɔ̀ːŋ˧ʔk̚˦˥k̚˦˥n˩˩˦ʔpaj
ห้องแสดงผลงานศิลปะ	hʰɔːŋ˧sɪt̚˨˩ɛːŋ˧pʰlŋ˧aːn˧sɪl˧ap̚˦˥aː˧k̚˦˥
ห้องแสดงภาพ	hʰɔ̀ŋ˧ʔst̚˨˩ʔŋpʰaː˧k̚˦˥
ห้องใหญ่เกินไป	pʰɔ̀ŋ˧hja̯˩˩˦k̚˦˥in˩˩˦paj
ห้องไม่มีระเบียง	pʰɔːŋ˧ajʰmiː˧ráp̚˨˩iːjŋ˩˩˦
ห้องไม่มีระเบียง ครับ	pʰɔːŋ˧ajʰmiː˧ráp̚˨˩iːjŋ˥˩kʰráp̚˥˩
ห้า	tɛː
ห้าง	pʰɛːŋ˨˩˦
ห้างพาต้าปิ่นเกล้า	aːŋ˥pʰaːtɑʔt̚˨˩n˧k̚˦˥laːŋ˧
ห้างสรรพสินค้า	aː˥˩ŋ˧sap̚˥˩pʰa˦˥sɪn˩˩˦kʰaː˥˩
ห้างสรรพสินค้าอยู่ที่ไหนครับ	haːŋ˧sa˨˩pʰn˩˩˦kʰaː˧ɔːtʰiːʰhn˩˩˦aːj˧kʰráb
ห้าทุ่ม	hʰaːtum
ห้าบาท	aːpaːt̚˨˩
ห้าม	kʰam
ห้ามใจ	hʰaːm˧tɕaj˧
ห้าร้อยบาท	hɑ̀ːrɔːj˩˩˦bɑːt̚˨˩
ห้าสิบ	haːsjt
ห้าสิบบาท	hɑːsìbʔbot̚˨˩
ห้าเหลี่ยม	haː a˦˥liː˧am˧
ห้าโมงเย็น	hiam˨˩ou̯˨˩jɛː˩˧m̩˨˩
ฬ	lɔ̀
ฬ จุฬา	lɔːtʰulaː
ฬง	fɑŋ
อ	a
อ อ่าง	au
อก	aɛ
อกหัก	ʔhok
อกุศลมูล	aːt̚˨˩gu ʃaːlɔngujɔn
อกุศลวิตก	aku sɔnbitˈo
อกเอ๋ยเกิดเข็ญเป็นสตรี พอที่จะเป็นสุขไม่สุขได้ (ขุนช้างขุนแผน)	ʔɔk̚˨˩ʔɛj˧rk̚˨˩it˥ʰkʰn˧ʔpen˧st˥riː˧ pʰɔːtʰiːʰtɕap̚˦˥pen˩˩˦kʰmkʰt̚˨˩aː
อคติ	akːati
องคมนตรี	ʔŋ˧kʰmntri
องค์	ɔ̃n
องค์กร	wŋ˥kɔːn˥
องค์การ	ɔŋ˥k̚˨˩aːn˧
องค์การตลาด	ŋ˧k̚˦˥aːnta˨˩m˧hɔː
องค์บาก	ŋ˨˩baːk˥
องค์ประกอบ	ʔŋ˥˩pk̚˨˩n˩˩˦a˥
องศา	kʰŋ˥˩saː˩˩˦
องอาจ	ŋ˨˩ɑːt˥
องุ่น	anɣ̞un
อฐ	p̚˦˥ɔ̄ːt̚˥˩
อด	plʊ̄ːt̚˨˩
อดทน	ʔtɕʰon
อดีต	ɑðˈiːb
อดีตแก้ไขไม่ได้แต่อนาคตเราทำให้ดีกว่าเดิ	ɔːaː˧tjkɔ̀ʰkʰajʰʔt̚˨˩ʰɔːn˧aː˧kʰon˧ʰaː˥˩tʰamʔt̚˨˩i˥ʔp̚˥˩i˥ʔdkʰwaː˩˩˦hŋ
อดุลยเดช	aːduːn˧ja˥ ˈdeːt̚
อธิการบดี	tʰiːt˨˩aːn˧rbɔːtiː˥˩
อธิบาย	ʔaːtoʔbaːj
อธิปไตย	ɔ̄ːaː˧t̚˨˩ip̚˥˩pra˦˥taː˧j˧
อธิษฐาน	a t̪it̪a
อนงค์	anow
อนธการ	ɔ̄ːn˥˩k̚˨˩aːn˧
อนัตตา	anatäː
อนาคต	ɔ̀n˧aːɹkʰ
อนาคตเป็นสิ่งไม่แน่นอน	ɔ̀n˧aː˧kʰt̚˨˩rpen˧ŋajʔn˥˩ɔː
อนาคามี	ɔ̀n˥˩aː˧kʰaːmiːt̚˨˩
อนาจาร	ɔ̀n˥˩aː˥˩ʈsaj˧
อนามัย	anamai
อนิจจัง	aː˥˩n˩˩˦tɕaŋ˥˩
อนุญาต	ʔat̚˨˩ɛːaːs˥
อนุตตริยะ	anot̪aɾia
อนุบาล	aːnbaːn
อนุมัติ	ən mɑŋmæn
อนุมูลอิสระ	anumˈnˈɑ
อนุรักษ์	anwrap
อนุสาวรีย์	an˥˩n˧saː˩˨waliː˧
อนุสาวรีย์ชัยสมรภูมิ	ɔːan˧saːwaː˥˩riːsa˨˩smɔːn˧ra̯w˧
อนุเสาวรีย์ประชาธิปไตย	ɔ̀n˧uːsǎw˧hpn˩˩˦a˦˥ʃaː tʰiːajpn˩˩˦taj˧
อบขนมปัง	ɔ̀bkʰn˩˩˦om˧p̚˥˩aŋ˧
อบรม	op prom
อบอุ่น	ʔbɔ̀n
อบายมุข	aːbaːjiamuk
อบเชย	ʔbtɕʰaj
อปัณณกปฏิปทา	ɔːpaːn˧n˩˩˦aːk̚˦˥n˩˩˦aː˥˩n˧t̚˨˩iːʔprtʰaː˥˩
อพาร์ตเมนต์	a˦˥pʰaːt̚˨˩rn
อพาร์ตเมนท์	ʔap̚˦˥âːkm˧n
อพาร์ทเม้น	ɔːaː˧p̚˥˩ɛːaːt̚˨˩mɪn˧
อภิชาติพงศ์ วีระเศรษฐกุล	ʔɔt̚˨˩tʃaːt̚˨˩rpʰŋ˧ɔːraː˧t̚˨˩stʰkʰun˧
อภิญญาท่าศรีเพ็ชร	n˧ɔːjaː˧tʰaː˥˩ɔːʔtʰ
อภิธานคำศัพท์	ɔːap̚˨˩tʰaːn˧kʰam˧s˦˥afʔ
อภินันท์ ธีระนันทกุล	ɔ̀n˧an˩ tʰiːajraː˧n˥ɔ̄ːn˥kʰun˧
อภิรักษ์	aːpiːraːk
อภิสังขาร	uaː˧ʔsaŋ˧kaːn˩˩˦
อภิสิทธิ์	ʔap̚˦˥
อภิสิทธิ์ เวชชาชีวะ	aːpssɪdʔt̚˨˩ʰt̚˨˩tɕʰaːʔsiːwaː
อม	oum
อมตะ	amata
อมยิ้ม	omɲim
อมหำ	mnh
อย.	ɑjɑ
อยาก	ʝˈaː
อยากกินยำใบชะครามกุ้งสดมาก	jaːk̚˨˩kɪ̀˥n˧ajʔj˧n˧pajkʰaː˧kʰraːmʰŋ˧s˦˥tʰmaː˧k̚˦˥
อยากขับรถเป็นบ้าง	ɔːjaː˧k̚˨˩kʰʰak̚˨˩r ʔpen˧k̚˨˩ɔːj˧
อยากจะ	a˥˥tsia˥˩
อยากจะเล่นเทนนิส	jɑːkʰtɕaʔlɤn˧tʰn˥˩sʰ
อยากทราบ	ɔːjaː˧t˥oː˧
อยากรู้	ʔaːk̚˦˥ruː˧
อยากให้	ɔ̀jaː˥˩aj
อยากได้	ʒˈɛdumˈsɛʒˈlˈɛː
อยากไปสมุทรสาคร[slash]i want to go to samut sakorn.	ɔ̀jaː˧k̚˨˩paj˧saː˩˩˦muːt̚˨˩saː˩˩˦kɔ̀ʔn˧
อยุธยา	auɔːt̚˨˩ja˥
อยู่	lɔː
อยู่ ที่ กรุงเทพ ค่ะ	ɔːtʰiːʰkloŋtʰedkʰaː˧
อยู่ข้าง	ɔːkʰaːŋ˥˩
อยู่ดี	ɪu˨˩ di˧˧
อยู่ดีกินหวาน	ɔːdiːk̚˥˩in˩˩˦haːn˧
อยู่ตราด	doɯ˧˥traːt
อยู่ที่ไหน	˩ɔːtʰiː˥n˩˩˦aːj˧
อยู่นิ่งๆ	juː˧˥nin˥˥ni˥˧
อยู่บน	iubon
อยู่บนผนัง	ɔːpn˩˩˦a˥n˧ŋ˧
อยู่บ้าน หยุดเชื้อ เพื่อชาติ	ɔ̀baːn˧ht̚˨˩ʃɛːaː pʰɯːʰɔːtɕʰaːt̚˨˩
อยู่รอด	ɔːɾɔːt
อยู่ว่าแต่ว่า	ɔuaʔt˦˥vaː˥˩
อยู่เย็นเป็นสุข	ɔ̀jnʔpenk
อยู่เลนขวาไว้	ɔːrn˧kʰwaː˥˩j
อยู่ใน	doi̯
อย่า	vˈɑːɹ
อย่ากลายเป็นทาส	ɔːjaː˧k̚˨˩laːjʔpen˧tʰaː˧t̚˥˩
อย่าคิดมากเกินไป	ɔːjaːt̚˨˩maːk̚˦˥ʔk̚˦˥n˩˩˦ʔpaj
อย่างต่อเนื่อง	tiaŋ˨˩saː˩˦n˥˥u˥˧
อย่างถี่ถ้วน	ʔt̚˨˩aː˧t̚˨˩iːʰk̚˦˥kɔːt̚˨˩
อย่างถูกต้อง	k̚˥˩jaː˧ʈkuːk˧sɔːm
อย่างนั้น	jaːŋ˨˩n˧
อย่างนี้	jaː˥˩ŋ˧n˥˩iːʰ
อย่างน้อย	jaŋ˨˩nɔj˨
อย่างน้อยที่สุด	ɔːjaː˧ŋ˩˩˦n˧ʔjtʰiːʰt̚˨˩
อย่างมาก	jaŋ˨˩mɑːk̚˦˥
อย่างยิ่ง	ɔːjaːˈŋ˧
อย่างรวดเร็ว	ɾˈotʁeu
อย่างวอก	jaŋ˨˩uɔ˥˩
อย่างสวยงาม	kã˥˥sŏ˧˧ʔe˧˧ɛː
อย่างเหมาะสม	ɔːjaːŋ˨˩mǎ˧som˧
อย่างแท้จริง	lɛndlɛː˥lɛː˥wlɛː˥tweə˥˩wʰiː˨˩˦ tʰoʊʔtʰwɑŋ˧˥ ʐan˧˥ʈʂʰʊŋ˨˩˦
อย่างไร	jaːŋ˧rai˥
อย่างไรก็ตาม	ɔːjaŋ˧rai˥t̚˨˩m˥˩
อย่างไรก็ได้	ɔːjaː˥˩ŋ˧rai˥ʔt̚˦˥oʔt̚˨˩ʰ
อย่าตีตนไปก่อนไข้	ɔ̀jaː˧tk̚˨˩n˥˩ʔpk̚˥˩ɔ̀ːn˧ʔ
อย่าย้าย	ɑjɑj
อย่าลืม	ɔːjaː˧m˥˩
อย่าหาทำ	aːhaː˧˥tʰam˨˩
อย่าเยอะ	jɑ˥˩
อย่าเสือก	kastɑgɑ
อรปรียา	aːn˩˩˦triaː˩˩˦
อรรคพล ทรัพยอาจิน	ʔapkʰpʰɔ̀n˧sǎːf tɕin˥
อรรถ	pat̚˨˩
อรรถวิทย์	aːt̚˦˥tʰ
อรหันต์	aːraːan ɔːraːan
อรอุมา สิทธิรักษ์	ɔ̀n˥ ʔummaː rɔːsʔt̚˨˩aː˧ráp̚˦˥
อริยบุคคล	ɔːjaːɔː bukʰɔːn
อรุณ	aroːjim
อรุณสวัสดิ์	ɔ̀rmsa˨˩waːt̚˨˩
อรุณสวัสดิ์ ครับ	ɔ̀n˧sāwatkʰráp
อรูปฌาน	aːp̚˥˩ʰaːn˧
อร่อย	arɔj
อร่อย ครับ	ɔːa˦˥rɔːj˥˩kʰráp̚˥˩
อร่อย ค่ะ	ɔːa˦˥rɔːj˥˩kʰaː˧
อลงกรณ์	a˦˥lŋkɔːn˧
อลิซ	les
อล่างฉ่าง	a˥ŋ˥˩ʈʰaː˥˩ŋ˧
อวกาศ	aːvakaːr
อวด	uʌt
อวดกล้า	ua̯t˦˥k̚˦˥laː˥˩
อวดเก่ง	wǎtkɛŋ
อวน	uən
อวย	wˈaɪ
อวัยวะ	ɔ̀wɑj˥waː
อวัยวะเพศ	ʔɛːwjaːwʔpʰdʔ
อวัยวะเพศชาย	pʰaːʋaɪ˥n˧waː˧ʔtɕʰaːj˧
อสนีบาต	ɑʔstaːt˨˩diː˧ maːn˧
อสรพิษ	ɔ̀s˦˥ɔːra˦˥pʰit̚˨˩
อสังขตลักษณะ	ʔɔθaŋχatːǎlɑq senaː
อสังหาริมทรัพย์	ʔasáŋ˩˩˦haː˧rɛːm˧ɑːʔf
อสุร	a sˈun
อหิวาตกโรค	ɔːajhwaː˥˩tk̚˨˩a˨˩roːk̚˦˥
อหิวาต์	aɦiwaa
ออ	a
ออก	aw˧˥
ออกกำลัง	kʰŋláŋ˨˩
ออกกำลังกาย	ɔːk˥kam˧n˧áŋ˧k̚˦˥aːj˧
ออกกําลังกาย	ʔɔːk˥tam˧l˧ǎŋ˧ʔk̚˦˥kʰ
ออกจาก	a˥˥k̚˨˩tɕa˥˥
ออกซิเจน	pʰɔ̀ːksidʔt̚˨˩n
ออกซิเดชัน	ˈɑksɪdˌeɪtɪoʊn
ออกญา	ɔːk̚˨˩jaː˩˩˦
ออกตรงทางออก 1	ʔɔːk˥t̚˨˩rŋ˧tʰaː˧ŋ˧ʔɔːk˥hŋ˩˩˦
ออกมา	aːmaː
ออกเสียง	ʔɔːkpaː
ออกแบบ	ɔːkʔbp
ออกไป	ʔɔ̀kpaj
ออกไปจากบ้านนี้นะ	ʔɔːkjfʔtɕaːk̚˦˥baːn˩˩˦n˧iːʰna˦˥
ออง	ɑ̃
ออนไลน์	ɔ̀nlaːj
ออฟฟิศ	ɑfˈtʰ
ออม	ˈeɪm
ออมสิน	ˈɑɹmsɪːn
ออริกาโน	ɔɾjkaˈnoɔ̃
ออสเตรีย	aˈstɾiɐ
ออสเตรเลีย	ʔɔstɹəliə
ออส่วน	ʔɔːswɔn
ออเจ้า	pɔːtɕaːw˥
ออแกสซัม	ŋɔː˩˧sɐn˥
อะนิเมะ	la di me
อะลูมิเนียม	alumĩŋiam
อะเซทิลีน	asesthjlʝən
อะเมริเซียม	ameri tiam
อะไร	a˦˥rai˥
อะไรก็ได้	ɔ̀a˦˥rai˥ʔt̚˨˩ʰ
อะไรก็ได้ตามใจเธอ	ɔːa˦˥rai˥ʔt̚˨˩oʔt̚˨˩âːm˧tɕaj˧ʔtʰɔː
อะไรจะเกิด มันก็ต้องเกิด	ɔːa˦˥rai˥ʥaːʔk̚˨˩ɛːt̚˨˩ manʔtɔːŋkɪ̀ːt̚˨˩
อะไรนะ	ɾajna
อะไรนะ ผิดพลาดหรือ	a˦˥rai˥n˩˩˦a˦˥ t̚˨˩dpʰl˧aː˥˩s˦˥hɔː
อะไรยังเงี้ยะ	lai̯˧
อะไรวะ	a˦˥laj˥waː˨
อะไรว้า	ɔ̀ɹ˥ai˥waː˥
อะไรเนี่ยะ	alimia
อะไหล่	alaɪl
อักษร	ɔːát̚˨˩sɔːn˧
อักษรกลาง	ɔ̀ksɔːnklaːŋ˧
อักษรควบ	ɔ̀ksɔ̀ːnkʰw˥˩wp̚˥˩
อักษรย่อ	ak̚˦˥saːn˩˩˦n˧ɑː
อักษรศาสตร์	aːksaː˥˩raː˧t̚˨˩
อักษรเดี่ยว	ak̚˦˥k̚˦˥sɔːn˩˩˦ʔdiːa̯w˧
อักษรแทนเสียงสระ	tǎʰt̚˨˩sʔntʰnɔːsrɔː
อักษรไทย	ɔ̀ksɔːn˧
อักษะ	ɑːksaː
อักเสบ	ɔːkseːb
อัคคิ	ak˨tʃiː˨
อัคคิปาริจริยา	ʔakʰiːbaːliː ʔtɕɛ ɔjaː
อังกฤษ	ankr
อังคาร	aːŋ˥kʰaːn˥
อังรีดูนังต์	ɑŋ˧riːduːnaːŋ˧
อังศุมาลิน สิรภัทรศักดิ์เมธา	ŋ˧sʰŋ˧aːrin˩˩˦ rt̚˨˩rapʰátɕtʰbm˧tʰaː˧
อัจฉริยะ	aːtsʃliːa
อัญเชิญ	ɔ̄ːan˥nʃʰɔ̄ːn˥
อัณฑะ	ɔ̀ːn˥tʰaː
อัด	œ̃n
อัตชีวประวัติ	ʔtpʰjwaːprawat
อัตตา	ata
อัตถะ	hant˥˩
อัตรา	atra
อัตราแลกเปลี่ยนเป็นเท่าไหร่	ɔːat̚˨˩raːl˧akʔpj˧n˧ʔpen˩˩˦ʔa˦˥raː˧j˧
อัตโนมัติ	ætˈteˈnˈæmˈat
อัธยาศัย	ʔat̚˨˩tʰaːn˧aːsaj˧
อัน	aːn˩˩˦
อันดอร์รา	ɔ̄ːɔ̄ːn˥dɔːraː
อันตรกิริยาอย่างอ่อน	ɑntɑrɑ ki ɪrɪɑj jaŋ ɔn
อันตราย	ãĩːm˧praːj˧
อันตา	anta
อันนั้น	ɔ̀nn˩˩˦
อันนี้	ɔ̀niːʰ
อันนี้หนึ่งร้อยบาท	ɔ̀ːan˥n˩˩˦iːʰhŋ˧rɔːjbot̚˨˩ɛ
อันนี้เท่าไร	ɔ̀anˈniːʰʔaːʔrai˥
อันนี้เท่าไหร่	ɔ̀an˥n˩˩˦iːʰaː˥˩aw˧rai˥
อันละสี่สิบบาท	al˩˦la˨˩siː ʔsìbâːt
อันละเท่าไร	ʔaːt̚˨˩n˧aː˧ʔor
อันหนึ่ง	aːn˩˩˦nɯ̄ːŋ˧
อันั้นี้	ɔ̀ɴ˥n˩˩˦iːʰ
อันเดียว	ãn̪d̪iɛ̯aw˧
อันเป็น	aːn˥˩rpen˥˩
อันโน้น	ɔːan˧n
อันใด	ndai̯
อันไหน	an˦˥naj˧
อัปสร	ap̚˦˥sɔːn
อัฟกานิสถาน	ɔ̀f˥k̚˨˩aː˧ɔːn˥t̚˨˩k̚˦˥aː˧ɔːn˥tʰaːn˧
อัมพวา	ɑːn˥˩pʰwaː˥˩
อัมพาต	ʔammapʰaːt
อัยการ	jɔːk̚˨˩aː˥˩l
อัลบั้มรูป	la pa blu
อัลมอนด์	aːw˧mɔːn˧
อัศจรรย์	aːtsaːtsan
อั๊ว	ua
อา	aː
อากง	a˥˥kõŋ˥˥
อากร	aːkɔ̀n
อาการ	ˈakeɪn
อาการข้างเคียง	aːngˈaːn tʰˈiːɚ
อาการที่พระพุทธเจ้าทรงสั่งสอน	hn˧ɑːk̚˦˥aː˧n˧tʰiːajráp̚˦˥vn˩˩˦aːkʰaː˧sʰŋ˧sa˨˩ŋ˧sʰɔːn˧
อากาศ	aːtaːj
อากาศดี	agatʰi
อากาศพิษ	ɔːakaː˧ʔpʰit̚˦˥
อากาศเปลี่ยน	ɔːkaː˥˩rʔpljn˧
อากาศเป็นอย่างไร?	ɔːaː˧kaː˥˩t̚˨˩penɔːjɔːŋ˧rai˥
อาขยาน	aː˧kʰaː˧haːn˧
อาคม	aːrom˨˩
อาคาร	aː˧kʰaːn˩˩˦
อาคารสงเคราะห์	aː˧kʰaː˧n˧sʰŋ˩˩˦kʰroː˧
อาคารสูง	ɔːk̚˨˩haːn˩˩˦ŋ˧
อาคเนย์	aːkneː
อาง	aŋ
อางขนาง	ɔːŋ˧kʰnaːŋ˧
อาจ	aɻ˥˩
อาจจะ	atsa
อาจจะมีสักวันที่สมหวัง	ɔːaːtɕaːmiːsakwan˧tʰiːʰsm˥hŋ˧
อาจารย์	ɛː taːm
อาชญากรรม	aː˧tɕʰeː˥˩ɑːk̚˦˥am˧
อาชา	aːsaː
อาชีพ	aːʃiːb
อาชีวศึกษา	ɑːtʃiːwaːtsuk̚˨˩saː
อาซิโตน	aːsitune
อาซิ่ม	aːsˈim
อาณาจักร	anata
อาณาจักรรัตนโกสินทร์	ɑnɑtɕak pə raːtonˈa ruzinˈ
อาณาจักรล้านนา	ɛnaːtɕaːklaːn˩˩˦naːm
อาณานิคม	ɑːnâːnʲkʰm
อาณานิคมภายใน	ɔ̀nːaːn˧kʰm paː˥˩jn˧
อาณาเขต	ɔ̀n˧aː˧ʔkʰt
อาดี	a˥˥di˥˩
อาดูร	aːduːn
อาตมา	aːftmaː
อาทิ	aːt̚˧iː˧
อาทิตย์	akˈit
อาทิตย์ก่อน	aː˧t̚˨˩idkɔ̀n˧
อาทิตย์ที่เเล้ว	aːtʰtiʰʔlaw
อาทิตย์นี้์	ɔːat̚˨˩it˥niːʰ
อาทิตย์หน้า	ɔ̄ːaː˧t̚˨˩it̚˨˩n˧aː˧
อาน	aːn
อานันท์	aːnaːn
อาบ	ˈaɪ
อาบน้ำ	ɔːap˨˩n˩˩˦aːm˥˩
อาบน้ํา	ɔːŋ˧hn˧aːm
อาภัสรา หงสกุล	pʰâːs˦˥raːkʰɔ̀ŋ˧s˦˥kɐn˧
อาม่า	ama
อาย	aj
อายุ	au
อายุน้อย	aʎˈʌ nˈɔj
อายุมาก	ˈaɪu mˈaɾk
อายุสั้น	ʔa ɔːsən
อายุเท่าไร	aiu˧˧ tʰaː˧˧rai˥˧
อายุเท่าไหร่	ɔːaːjˈɔːʔaːr
อารมณ์	aːnˈom
อารมณ์เสีย	ɔːrom˥s˦˥iːj˧
อารมณ์แปรปรวน	aːrom˧ʔt̚˨˩toʌʋ
อารมณ์ไม่ดี	aɾɔmeɾi
อารยธรรม	ʔaː˧rjaː˥˩tʰam˧
อารักขสัมปทา	ɔːaː˧prábkʰaːt̚˨˩sam˧pn˩˩˦a˦˥tʰaː˥˩
อาราม	aram
อาร์กอน	aːkɔ̀n
