aah	ˈɑː
stile	stˈaɪl
stiles	stˈaɪlz
stiletto	stɪlˈɛtəʊ
stilettoes	stɪlˈɛtəʊz
stilettos	stɪlˈɛtəʊz
still	stˈɪl
stillbirth	stˈɪlbɜːθ
stillbirths	stˈɪlbɜːθs
stillborn	stˈɪlbɔːn
stilled	stˈɪld
stiller	stˈɪlɐ
stillest	stˈɪləst
stilling	stˈɪlɪŋ
stillness	stˈɪlnəs
stills	stˈɪlz
stilt	stˈɪlt
stilted	stˈɪltɪd
stilts	stˈɪlts
stimulant	stˈɪmjʊlənt
stimulants	stˈɪmjʊlənts
stimulate	stˈɪmjʊlˌeɪt
stimulated	stˈɪmjʊlˌeɪtɪd
stimulates	stˈɪmjʊlˌeɪts
stimulating	stˈɪmjʊlˌeɪtɪŋ
stimulation	stˌɪmjʊlˈeɪʃən
stimulative	stˈɪmjʊlətˌɪv
stimulator	stˈɪmjʊlˌeɪtɐ
stimuli	stˈɪmjʊlˌaɪ
stimulus	stˈɪmjʊləs
sting	stˈɪŋ
stinger	stˈɪŋɡɐ
stingers	stˈɪŋɡəz
stingier	stˈɪndʒiɐ
stinginess	stˈɪndʒinəs
stinging	stˈɪŋɪŋ
stingray	stˈɪŋɡɹeɪ
stingrays	stˈɪŋɡɹeɪz
stings	stˈɪŋz
stink	stˈɪŋk
stinker	stˈɪŋkɐ
stinkers	stˈɪŋkəz
stinkhorn	stˈɪŋkhɔːn
stinkier	stˈɪŋkiɐ
stinkiest	stˈɪŋkiəst
stinking	stˈɪŋkɪŋ
stinko	stˈɪnkəʊ
stinks	stˈɪŋks
stinkweed	stˈɪŋkwiːd
stinky	stˈɪŋki
stint	stˈɪnt
stinted	stˈɪntɪd
stinting	stˈɪntɪŋ
stints	stˈɪnts
stipe	stˈaɪp
stipend	stˈaɪpənd
stipendiary	stˈaɪpndjəɹi
stipple	stˈɪpəl
stippled	stˈɪpəld
stippling	stˈɪplɪŋ
stipulated	stˈɪpjʊlˌeɪtɪd
stipulates	stˈɪpjʊlˌeɪts
stipulating	stˈɪpjʊlˌeɪtɪŋ
stipulation	stˌɪpjʊlˈeɪʃən
stipulations	stˌɪpjʊlˈeɪʃənz
stir	stˈɜː
stirk	stˈɜːk
stirred	stˈɜːd
stirrer	stˈɜːɹɐ
stirrers	stˈɜːɹəz
stirring	stˈɜːɹɪŋ
stirringly	stˈɜːɹɪŋli
stirrings	stˈɜːɹɪŋz
stirrup	stˈɪɹʌp
stirrups	stˈɪɹʌps
stirs	stˈɜːz
stitch	stˈɪtʃ
stitched	stˈɪtʃt
stitchers	stˈɪtʃəz
stitches	stˈɪtʃɪz
stitching	stˈɪtʃɪŋ
stoat	stˈəʊt
stoats	stˈəʊts
stob	stˈɒb
stochastic	stətʃˈɑːstɪk
stock	stˈɒk
stockade	stˈɒkeɪd
stockades	stˈɒkeɪdz
stockbroker	stˈɒkbɹəʊkɐ
stockbrokers	stˈɒkbɹəʊkəz
stockbroking	stˈɒkbɹəʊkɪŋ
stocked	stˈɒkt
stockholder	stˈɒkhəʊldɐ
stockholders	stˈɒkhəʊldəz
stockier	stˈɒkiɐ
stocking	stˈɒkɪŋ
stockings	stˈɒkɪŋz
stockist	stˈɒkɪst
stockists	stˈɒkɪsts
stockman	stˈɒkmən
stockmen	stˈɒkmɛn
stockpile	stˈɒkpaɪl
stockpiled	stˈɒkpaɪld
stockpiles	stˈɒkpaɪlz
stockpiling	stˈɒkpaɪlɪŋ
stockpot	stˈɒkpɒt
stockpots	stˈɒkpɒts
stockroom	stˈɒkɹuːm
stocks	stˈɒks
stocktaking	stˈɒkteɪkɪŋ
stocky	stˈɒki
stockyard	stˈɒkjɑːd
stockyards	stˈɒkjɑːdz
stodge	stˈɒdʒ
stodgier	stˈɒdʒɪɐ
stodgy	stˈɒdʒi
stogie	stˈəʊdʒi
stogy	stˈəʊɡi
stoic	stˈəʊɪk
stoical	stˈəʊɪkəl
stoically	stˈəʊɪkli
stoicism	stˈəʊɪsˌɪzəm
stoics	stˈəʊɪks
stoke	stˈəʊk
stoked	stˈəʊkt
stoker	stˈəʊkɐ
stokers	stˈəʊkəz
stokes	stˈəʊks
stoking	stˈəʊkɪŋ
stole	stˈəʊl
stolen	stˈəʊlən
stoles	stˈəʊlz
stolid	stˈɒlɪd
stolons	stˈɒlɒnz
stoma	stˈəʊmɐ
stomach	stˈʌmək
stomachache	stˈʌməkˌeɪk
stomaching	stˈʌməkɪŋ
stomachs	stˈʌməkz
stomata	stˈəʊmətɐ
stomatitis	stˌɒmɐtˈaɪtɪs
stomp	stˈɒmp
stomped	stˈɒmpt
stomping	stˈɒmpɪŋ
stomps	stˈɒmps
stone	stˈəʊn
stonechat	stˈəʊntʃæt
stonechats	stˈəʊntʃæts
stonecrop	stˈəʊnkɹɒp
stonecutter	stˈəʊnkʌtɐ
stonecutters	stˈəʊnkʌtəz
stoned	stˈəʊnd
stonefish	stˈəʊnfɪʃ
stoneflies	stˈəʊnflaɪz
stonefly	stˈəʊnflaɪ
stonemason	stˈəʊnmeɪsən
stonemasons	stˈəʊnmeɪsənz
stones	stˈəʊnz
stonewall	stˈəʊnwɔːl
stonewalled	stˈəʊnwɔːld
stonewalling	stˈəʊnwɔːlɪŋ
stonewalls	stˈəʊnwɔːlz
stoneware	stˈəʊnweə
stonewashed	stˈəʊnwɒʃt
stonework	stˈəʊnwɜːk
stoney	stˈəʊni
stonier	stˈəʊnɪɐ
stoning	stˈəʊnɪŋ
stonking	stˈɒŋkɪŋ
stony	stˈəʊni
stood	stˈʊd
stooge	stˈuːdʒ
stooges	stˈuːdʒɪz
stook	stˈʊk
stool	stˈuːl
stools	stˈuːlz
stoop	stˈuːp
stooped	stˈuːpt
stooping	stˈuːpɪŋ
stoops	stˈuːps
stop	stˈɒp
stopcock	stˈɒpkɒk
stope	stˈəʊp
stopgap	stˈɒpɡæp
stopover	stˈɒpəʊvɐ
stopovers	stˈɒpəʊvəz
stoppable	stˈɒpəbəl
stoppage	stˈɒpɪdʒ
stoppages	stˈɒpɪdʒɪz
stopped	stˈɒpt
stopper	stˈɒpɐ
stoppered	stˈɒpəd
stoppers	stˈɒpəz
stopping	stˈɒpɪŋ
stops	stˈɒps
stopwatch	stˈɒpwɒtʃ
stopwatches	stˈɒpwɒtʃɪz
storage	stˈɔːɹɪdʒ
storax	stˈɔːɹæks
store	stˈɔː
stored	stˈɔːd
storefront	stˈɔːfɹʌnt
storehouse	stˈɔːhaʊs
storehouses	stˈɔːhaʊzɪz
storekeeper	stˈɔːkiːpɐ
storekeepers	stˈɔːkiːpəz
storeroom	stˈɔːɹuːm
storerooms	stˈɔːɹuːmz
stores	stˈɔːz
storey	stˈɔːɹi
storeys	stˈɔːɹɪz
storied	stˈɔːɹɪd
stories	stˈɔːɹɪz
storing	stˈɔːɹɪŋ
stork	stˈɔːk
storks	stˈɔːks
storm	stˈɔːm
stormed	stˈɔːmd
stormier	stˈɔːmɪɐ
stormiest	stˈɔːmɪəst
storming	stˈɔːmɪŋ
storms	stˈɔːmz
stormtroopers	stˈɔːmtɹuːpəz
stormy	stˈɔːmi
story	stˈɔːɹi
storyboard	stˈɔːɹɪbˌɔːd
storyboards	stˈɔːɹɪbˌɔːdz
storybook	stˈɔːɹɪbˌʊk
storybooks	stˈɔːɹɪbˌʊks
storyline	stˈɔːɹɪlˌaɪn
storyteller	stˈɔːɹɪtˌɛlɐ
storytellers	stˈɔːɹɪtˌɛləz
storytelling	stˈɔːɹɪtˌɛlɪŋ
stoup	stˈuːp
stoups	stˈuːps
stour	stˈɔː
stout	stˈaʊt
stoutest	stˈaʊtəst
stoutly	stˈaʊtli
stouts	stˈaʊts
stove	stˈəʊv
stovepipe	stˈəʊvpaɪp
stover	stˈəʊvɐ
stoves	stˈəʊvz
stow	stˈəʊ
stowage	stˈəʊɪdʒ
stowaway	stˈəʊəwˌeɪ
stowaways	stˈəʊəwˌeɪz
stowed	stˈəʊd
stowing	stˈəʊɪŋ
stows	stˈəʊz
strabismus	stɹˈæbɪsməs
straddle	stɹˈædəl
straddled	stɹˈædəld
straddles	stɹˈædəlz
straddling	stɹˈædlɪŋ
strafe	stɹˈeɪf
strafed	stɹˈeɪft
strafes	stɹˈeɪfs
strafing	stɹˈeɪfɪŋ
straggle	stɹˈæɡəl
straggled	stɹˈæɡəld
straggler	stɹˈæɡlɐ
stragglers	stɹˈæɡləz
straggling	stɹˈæɡlɪŋ
straggly	stɹˈæɡli
straight	stɹˈeɪt
straightaway	stɹˈeɪtəwˌeɪ
straightaways	stɹˈeɪtəwˌeɪz
straighten	stɹˈeɪtən
straightened	stɹˈeɪtənd
straightener	stɹˈeɪtənɐ
straighteners	stɹˈeɪtənəz
straightening	stɹˈeɪtənɪŋ
straightens	stɹˈeɪtənz
straighter	stɹˈeɪtɐ
straightest	stɹˈeɪtəst
straightforward	stɹeɪtfˈɔːwəd
straightforwardly	stɹeɪtfˈɔːwədli
straightforwardness	stɹeɪtfˈɔːwədnəs
straightjacket	stɹˈeɪtdʒækɪt
straightly	stɹˈeɪtli
straightness	stɹˈeɪtnəs
straights	stɹˈeɪts
straightway	stɹˈeɪtweɪ
strain	stɹˈeɪn
strained	stɹˈeɪnd
strainer	stɹˈeɪnɐ
strainers	stɹˈeɪnəz
straining	stɹˈeɪnɪŋ
strains	stɹˈeɪnz
strait	stɹˈeɪt
straitened	stɹˈeɪtənd
straitjacket	stɹˈeɪtdʒækɪt
straitjacketed	stɹˈeɪtdʒɐkɪtɪd
straitjackets	stɹˈeɪtdʒækɪts
straits	stɹˈeɪts
strake	stɹˈeɪk
strakes	stɹˈeɪks
strand	stɹˈænd
stranded	stɹˈændɪd
stranding	stɹˈændɪŋ
strands	stɹˈændz
strange	stɹˈeɪndʒ
strangely	stɹˈeɪndʒli
strangeness	stɹˈeɪndʒnəs
stranger	stɹˈeɪndʒɐ
strangers	stɹˈeɪndʒəz
strangest	stɹˈeɪndʒəst
strangle	stɹˈæŋɡəl
strangled	stɹˈæŋɡəld
stranglehold	stɹˈæŋɡəlhˌəʊld
strangler	stɹˈæŋɡlɐ
stranglers	stɹˈæŋɡləz
strangles	stɹˈæŋɡəlz
strangling	stɹˈæŋɡəlɪŋ
strangulate	stɹˈænɡjʊlˌeɪt
strangulated	stɹˈænɡjʊlˌeɪtɪd
strangulation	stɹˈænɡjʊlˈeɪʃən
strap	stɹˈæp
strapless	stɹˈæpləs
strapped	stɹˈæpt
strapping	stɹˈæpɪŋ
straps	stɹˈæps
strata	stɹˈɑːtɐ
stratagem	stɹˈæteɪdʒəm
stratagems	stɹˈæteɪdʒəmz
strategic	stɹətˈiːdʒɪk
strategical	stɹətˈiːdʒɪkəl
strategically	stɹətˈiːdʒɪkli
strategies	stɹˈætədʒɪz
strategist	stɹˈætɪdʒˌɪst
strategists	stɹˈætɪdʒˌɪsts
strategy	stɹˈætədʒi
strath	stɹˈæθ
strathspey	stɹˈæθspi
stratification	stɹˌætɪfɪkˈeɪʃən
stratified	stɹˈætɪfˌaɪd
stratify	stɹˈætɪfˌaɪ
stratigraphy	stɹætˈɪɡɹəfi
stratocumulus	stɹˌætəkjˈuːmjʊləs
stratosphere	stɹˈætəsfˌiə
stratospheric	stɹˌætəsfˈɛɹɪk
stratum	stɹˈɑːtəm
stratus	stɹˈætəs
straw	stɹˈɔː
strawberries	stɹˈɔːbəɹɪz
strawberry	stɹˈɔːbəɹi
strawing	stɹˈɔːɹɪŋ
straws	stɹˈɔːz
stray	stɹˈeɪ
strayed	stɹˈeɪd
straying	stɹˈeɪɪŋ
strays	stɹˈeɪz
streak	stɹˈiːk
streaked	stɹˈiːkt
streaker	stɹˈiːkɐ
streakers	stɹˈiːkəz
streaking	stɹˈiːkɪŋ
streaks	stɹˈiːks
streaky	stɹˈiːki
stream	stɹˈiːm
streamed	stɹˈiːmd
streamer	stɹˈiːmɐ
streamers	stɹˈiːməz
streaming	stɹˈiːmɪŋ
streamline	stɹˈiːmlaɪn
streamlined	stɹˈiːmlaɪnd
streamliner	stɹˈiːmlaɪnɐ
streamlines	stɹˈiːmlaɪnz
streamlining	stɹˈiːmlaɪnɪŋ
streams	stɹˈiːmz
streamy	stɹˈiːmi
stree	stɹˈiː
street	stɹˈiːt
streetcar	stɹˈiːtkɑː
streetlamp	stɹˈiːtlæmp
streetlamps	stɹˈiːtlæmps
streetlight	stɹˈiːtlaɪt
streetlights	stɹˈiːtlaɪts
streets	stɹˈiːts
streetwalker	stɹˈiːtwɔːkɐ
streetwalkers	stɹˈiːtwɔːkəz
streetwise	stɹˈiːtwaɪz
strength	stɹˈɛŋθ
strengthen	stɹˈɛŋθən
strengthened	stɹˈɛŋθənd
strengtheners	stɹˈɛŋθənəz
strengthening	stɹˈɛŋθənɪŋ
strengthens	stɹˈɛŋθənz
strengths	stɹˈɛŋθs
strenuous	stɹˈɛnjuːəs
strenuously	stɹˈɛnjuːəsli
strep	stɹˈɛp
streptococcal	stɹˈɛptəkˌɒkəl
streptococci	stɹˈɛptəkˌɒkaɪ
streptococcus	stɹˈɛptəkˌɒkəs
streptomycin	stɹˈɛptəmˌɪsɪn
stress	stɹˈɛs
stressed	stɹˈɛst
stresses	stɹˈɛsɪz
stressful	stɹˈɛsfəl
stressing	stɹˈɛsɪŋ
stressor	stɹˈɛsɐ
stretch	stɹˈɛtʃ
stretchable	stɹˈɛtʃəbəl
stretched	stɹˈɛtʃt
stretcher	stɹˈɛtʃɐ
stretchered	stɹˈɛtʃəd
stretchers	stɹˈɛtʃəz
stretches	stɹˈɛtʃɪz
stretchier	stɹˈɛtʃɪɐ
stretchiest	stɹˈɛtʃɪəst
stretchiness	stɹˈɛtʃɪnəs
stretching	stɹˈɛtʃɪŋ
stretchmarks	stɹˈɛtʃmɑːks
stretchy	stɹˈɛtʃi
streusel	strjˈuːsəl
strew	stɹˈuː
strewed	stɹˈuːd
strewing	stɹˈuːɪŋ
strewn	stɹˈuːn
strewth	stɹˈuːθ
striated	stɹˈaɪeɪtɪd
striation	stɹaɪˈeɪʃən
striations	stɹaɪˈeɪʃənz
strick	stɹˈɪk
stricken	stɹˈɪkən
strickle	stɹˈɪkəl
strict	stɹˈɪkt
stricter	stɹˈɪktɐ
strictest	stɹˈɪktəst
strictly	stɹˈɪktli
strictness	stɹˈɪktnəs
stricture	stɹˈɪktʃɐ
strictures	stɹˈɪktʃəz
stride	stɹˈaɪd
stridency	stɹˈaɪdnsi
strident	stɹˈaɪdənt
stridently	stɹˈaɪdəntli
strider	stɹˈaɪdɐ
strides	stɹˈaɪdz
striding	stɹˈaɪdɪŋ
stridor	stɹˈɪdɔː
stridulating	stɹˈɪdjʊlˌeɪtɪŋ
stridulation	stɹˌɪdjʊlˈeɪʃən
strife	stɹˈaɪf
strigil	stɹˈɪdʒɪl
strike	stɹˈaɪk
striker	stɹˈaɪkɐ
strikers	stɹˈaɪkəz
strikes	stɹˈaɪks
striking	stɹˈaɪkɪŋ
strikingly	stɹˈaɪkɪŋli
string	stɹˈɪŋ
stringed	stɹˈɪŋɡd
stringency	stɹˈɪndʒənsi
stringent	stɹˈɪndʒənt
stringently	stɹˈɪndʒəntli
stringer	stɹˈɪŋɐ
stringers	stɹˈɪŋəz
stringier	stɹˈɪŋɪɐ
stringiness	stɹˈɪŋɪnəs
stringing	stɹˈɪŋɪŋ
strings	stɹˈɪŋz
stringy	stɹˈɪŋi
strip	stɹˈɪp
stripe	stɹˈaɪp
striped	stɹˈaɪpt
stripers	stɹˈaɪpəz
stripes	stɹˈaɪps
stripey	stɹˈaɪpi
striping	stɹˈaɪpɪŋ
stripling	stɹˈɪplɪŋ
stripped	stɹˈɪpt
stripper	stɹˈɪpɐ
strippers	stɹˈɪpəz
stripping	stɹˈɪpɪŋ
strips	stɹˈɪps
striptease	stɹˈɪptiːz
stripy	stɹˈaɪpi
strive	stɹˈaɪv
strived	stɹˈaɪvd
striven	stɹˈɪvən
strives	stɹˈaɪvz
striving	stɹˈaɪvɪŋ
strivings	stɹˈaɪvɪŋz
strobe	stɹˈəʊb
strobes	stɹˈəʊbz
strode	stɹˈəʊd
stroganoff	stɹˈɒɡɐnˌɒf
stroke	stɹˈəʊk
stroked	stɹˈəʊkt
strokes	stɹˈəʊks
stroking	stɹˈəʊkɪŋ
stroll	stɹˈəʊl
strolled	stɹˈəʊld
stroller	stɹˈəʊlɐ
strollers	stɹˈəʊləz
strolling	stɹˈəʊlɪŋ
strolls	stɹˈəʊlz
stromatolites	stɹˈɒmɐtˌɒlaɪts
strong	stɹˈɒŋ
strongbox	stɹˈɒŋbɒks
stronger	stɹˈɒŋɡɐ
strongest	stɹˈɒŋɡəst
stronghold	stɹˈɒŋhəʊld
strongholds	stɹˈɒŋhəʊldz
strongish	stɹˈɒŋɡɪʃ
strongly	stɹˈɒŋli
strongman	stɹˈɒŋmən
strongmen	stɹˈɒŋmɛn
strongroom	stɹˈɒŋɡɹuːm
strontium	stɹˈɒntiəm
strop	stɹˈɒp
strophe	stɹˈɒf
stropped	stɹˈɒpt
stroppier	stɹˈɒpɪɐ
stroppiness	stɹˈɒpɪnəs
stropping	stɹˈɒpɪŋ
stroppy	stɹˈɒpi
strops	stɹˈɒps
stroud	stɹˈaʊd
strove	stɹˈəʊv
struck	stɹˈʌk
structural	stɹˈʌktʃəɹəl
structuralist	stɹˈʌktʃəɹəlˌɪst
structurally	stɹˈʌktʃəɹəli
structure	stɹˈʌktʃɐ
structured	stɹˈʌktʃəd
structureless	stɹˈʌktʃələs
structures	stɹˈʌktʃəz
structuring	stɹˈʌktʃəɹɪŋ
strudel	stɹˈuːdəl
strudels	stɹˈuːdəlz
struggle	stɹˈʌɡəl
struggled	stɹˈʌɡəld
struggler	stɹˈʌɡlɐ
struggles	stɹˈʌɡəlz
struggling	stɹˈʌɡlɪŋ
strum	stɹˈʌm
strummed	stɹˈʌmd
strumming	stɹˈʌmɪŋ
strumpet	stɹˈʌmpɪt
strumpets	stɹˈʌmpɪts
strums	stɹˈʌmz
strung	stɹˈʌŋ
strut	stɹˈʌt
struts	stɹˈʌts
strutted	stɹˈʌtɪd
strutter	stɹˈʌtɐ
strutting	stɹˈʌtɪŋ
strychnine	stɹˈɪkniːn
stub	stˈʌb
stubbed	stˈʌbd
stubbier	stˈʌbɪɐ
stubbing	stˈʌbɪŋ
stubble	stˈʌbəl
stubbly	stˈʌbli
stubborn	stˈʌbən
stubbornly	stˈʌbənli
stubbornness	stˈʌbənnəs
stubby	stˈʌbi
stubs	stˈʌbz
stucco	stˈʌkəʊ
stuccoed	stˈʌkəʊd
stuck	stˈʌk
stud	stˈʌd
studbook	stˈʌdbʊk
studded	stˈʌdɪd
studding	stˈʌdɪŋ
student	stjˈuːdənt
students	stjˈuːdənts
studied	stˈʌdɪd
studier	stˈʌdɪɐ
studies	stˈʌdɪz
studio	stjˈuːdɪˌəʊ
studios	stjˈuːdɪˌəʊz
studious	stjˈuːdɪəs
studiously	stjˈuːdɪəsli
studs	stˈʌdz
study	stˈʌdi
studying	stˈʌdɪɪŋ
stuff	stˈʌf
stuffed	stˈʌft
stuffer	stˈʌfɐ
stuffiness	stˈʌfɪnəs
stuffing	stˈʌfɪŋ
stuffs	stˈʌfs
stuffy	stˈʌfi
stultified	stˈʌltɪfˌaɪd
stultifying	stˈʌltɪfˌaɪɪŋ
stumble	stˈʌmbəl
stumbled	stˈʌmbəld
stumbles	stˈʌmbəlz
stumbling	stˈʌmblɪŋ
stump	stˈʌmp
stumped	stˈʌmpt
stumper	stˈʌmpɐ
stumping	stˈʌmpɪŋ
stumps	stˈʌmps
stumpy	stˈʌmpi
stun	stˈʌn
stung	stˈʌŋ
stunk	stˈʌŋk
stunned	stˈʌnd
stunner	stˈʌnɐ
stunners	stˈʌnəz
stunning	stˈʌnɪŋ
stunningly	stˈʌnɪŋli
stuns	stˈʌnz
stunt	stˈʌnt
stunted	stˈʌntɪd
stunting	stˈʌntɪŋ
stuntman	stˈʌntmən
stuntmen	stˈʌntmɛn
stunts	stˈʌnts
stupa	stjˈuːpɐ
stupe	stjˈuːp
stupefaction	stjˌuːpɪfˈækʃən
stupefied	stjˈuːpɪfˌaɪd
stupefy	stjˈuːpɪfˌaɪ
stupefying	stjˈuːpɪfˌaɪɪŋ
stupendous	stjuːpˈɛndəs
stupendously	stjuːpˈɛndəsli
stupid	stjˈuːpɪd
stupider	stjˈuːpɪdɐ
stupidest	stjˈuːpɪdəst
stupidities	stjuːpˈɪdɪtiz
stupidity	stjuːpˈɪdɪti
stupidly	stjˈuːpɪdli
stupidness	stjˈuːpɪdnəs
stupids	stjˈuːpɪdz
stupor	stjˈuːpɐ
sturdier	stˈɜːdɪɐ
sturdiest	stˈɜːdɪəst
sturdily	stˈɜːdɪli
sturdiness	stˈɜːdɪnəs
sturdy	stˈɜːdi
sturgeon	stˈɜːdʒən
sturgeons	stˈɜːdʒənz
stutter	stˈʌtɐ
stuttered	stˈʌtəd
stutterer	stˈʌtəɹɐ
stuttering	stˈʌtəɹɪŋ
stutters	stˈʌtəz
sty	stˈaɪ
stye	stˈaɪ
style	stˈaɪl
styled	stˈaɪld
styles	stˈaɪlz
styling	stˈaɪlɪŋ
stylisation	stˌaɪlaɪzˈeɪʃən
stylise	stˈaɪlaɪz
stylised	stˈaɪlaɪzd
stylish	stˈaɪlɪʃ
stylishly	stˈaɪlɪʃli
stylist	stˈaɪlɪst
stylistic	staɪlˈɪstɪk
stylistically	staɪlˈɪstɪkli
stylistics	staɪlˈɪstɪks
stylists	stˈaɪlɪsts
stylus	stˈaɪləs
stymie	stˈaɪmi
stymied	stˈaɪmɪd
stymying	stˈaɪmɪɪŋ
styrene	stˈaɪɹiːn
styrofoam	stˈaɪɹəfˌəʊm
suasion	swˈeɪʒən
suave	swˈɑːv
suavely	swˈɑːvli
suavity	sjuːˈævɪti
sub	sˈʌb
subaltern	sˈʌbɒltən
subaqua	sˈʌbækwɐ
subatomic	sˌʌbɐtˈɒmɪk
subbase	sˈʌbeɪs
subbed	sˈʌbd
subbing	sˈʌbɪŋ
subclavian	sʌbklˈæviən
subcommittee	sˈʌbkəmˌɪtiː
subconscious	sʌbkˈɒnʃəs
subconsciously	sʌbkˈɒnʃəsli
subconsciousness	sʌbkˈɒnʃəsnəs
subcontinent	sˈʌbkəntˌɪnənt
subcontinental	sˌʌbkəntɪnˈɛntəl
subcontracted	sˈʌbkəntɹˌæktɪd
subcontracting	sˈʌbkəntɹˌæktɪŋ
subcontractor	sˈʌbkəntɹˌæktɐ
subcontractors	sˈʌbkəntɹˌæktəz
subculture	sˈʌbkʌltʃɐ
subcultures	sˈʌbkʌltʃəz
subcutaneous	sˌʌbkjuːtˈeɪniəs
subdivide	sˌʌbdɪvˈaɪd
subdivided	sˌʌbdɪvˈaɪdɪd
subdividing	sˌʌbdɪvˈaɪdɪŋ
subdivision	sˌʌbdɪvˈɪʒən
subdivisions	sˌʌbdɪvˈɪʒənz
subduction	sʌbdˈʌkʃən
subdue	sʌbdjˈuː
subdued	sʌbdjˈuːd
subdues	sʌbdjˈuːz
subduing	sʌbdjˈuːɪŋ
subdural	sˈʌbdjɔːɹəl
subeditor	sˈʌbɪdˌɪtɐ
subfloor	sˈʌbflɔː
subgroup	sˈʌbɡɹuːp
subgroups	sˈʌbɡɹuːps
subhuman	sˈʌbhjuːmən
subito	sʌbˈiːtəʊ
subjected	sʌbdʒˈɛktɪd
subjecting	sʌbdʒˈɛktɪŋ
subjection	sʌbdʒˈɛkʃən
subjective	sʌbdʒˈɛktɪv
subjectively	sʌbdʒˈɛktɪvli
subjectivity	sˌʌbdʒɪktˈɪvɪti
subjugate	sˈʌbdʒuːɡˌeɪt
subjugated	sˈʌbdʒuːɡˌeɪtɪd
subjugating	sˈʌbdʒuːɡˌeɪtɪŋ
subjugation	sˌʌbdʒuːɡˈeɪʃən
subjunctive	sˈʌbdʒəŋktˌɪv
sublease	sˈʌbliːs
sublet	sˈʌblət
subletting	sˈʌblɪtɪŋ
sublimate	sˈʌblɪmˌeɪt
sublimated	sˈʌblɪmˌeɪtɪd
sublimation	sˌʌblɪmˈeɪʃən
sublime	sʌblˈaɪm
sublimely	sʌblˈaɪmli
subliminal	sʌblˈɪmɪnəl
subliminally	sʌblˈɪmɪnəli
subliming	sʌblˈaɪmɪŋ
sublimity	sʌblˈɪmɪti
sublingual	sˈʌblɪŋɡwəl
submarine	sˈʌbməɹˌiːn
submariner	sˈʌbməɹˌiːnɐ
submariners	sˈʌbmɐɹˌɪnəz
submarines	sˈʌbməɹˌiːnz
submerge	səbmˈɜːdʒ
submerged	səbmˈɜːdʒd
submerges	səbmˈɜːdʒɪz
submerging	səbmˈɜːdʒɪŋ
submersible	səbmˈɜːsəbəl
submersibles	səbmˈɜːsəbəlz
submersion	səbmˈɜːʃən
submission	səbmˈɪʃən
submissions	səbmˈɪʃənz
submissive	səbmˈɪsɪv
submissively	səbmˈɪsɪvli
submissiveness	səbmˈɪsɪvnəs
submit	səbmˈɪt
submits	səbmˈɪts
submitted	səbmˈɪtɪd
submitters	səbmˈɪtəz
submitting	səbmˈɪtɪŋ
subnormal	sˈʌbnɔːməl
suboptimal	sʌbˈɒptɪməl
suborbital	sˈʌbɔːbˌɪtəl
subordinated	sʌbˈɔːdɪnətɪd
subordinating	sʌbˈɔːdɪnətɪŋ
subordination	sˌʌbɔːdɪnˈeɪʃən
suborned	sˈʌbɔːnd
suborning	sˈʌbɔːnɪŋ
subplot	sˈʌbplɒt
subplots	sˈʌbplɒts
subpoena	suːpˈiːnɐ
subpoenaed	suːpˈiːnəd
subpoenas	suːpˈiːnəz
subregion	sˈʌbɹiːdʒən
subs	sˈʌbz
subscribe	səbskɹˈaɪb
subscribed	səbskɹˈaɪbd
subscriber	səbskɹˈaɪbɐ
subscribers	səbskɹˈaɪbəz
subscribes	səbskɹˈaɪbz
subscribing	səbskɹˈaɪbɪŋ
subscript	sˈʌbskɹɪpt
subscription	sʌbskɹˈɪpʃən
subscriptions	sʌbskɹˈɪpʃənz
subsection	sʌbsˈɛkʃən
subsections	sʌbsˈɛkʃənz
subsequent	sˈʌbsɪkwənt
subsequently	sˈʌbsɪkwəntli
subservience	sʌbsˈɜːviəns
subservient	sʌbsˈɜːviənt
subset	sˈʌbsɛt
subsets	sˈʌbsɛts
subside	səbsˈaɪd
subsided	səbsˈaɪdɪd
subsidence	sˈʌbsɪdəns
subsides	səbsˈaɪdz
subsidiaries	sʌbsˈɪdjəɹɪz
subsidiarity	sˌʌbsɪdɪˈæɹɪti
subsidiary	sʌbsˈɪdjəɹi
subsidies	sˈʌbsɪdɪz
subsiding	səbsˈaɪdɪŋ
subsidisation	sˌʌbsɪdaɪzˈeɪʃən
subsidise	sˈʌbsɪdˌaɪz
subsidised	sˈʌbsɪdˌaɪzd
subsidises	sˈʌbsɪdˌaɪzɪz
subsidising	sˈʌbsɪdˌaɪzɪŋ
subsidy	sˈʌbsɪdi
subsist	sʌbsˈɪst
subsisted	sʌbsˈɪstɪd
subsistence	sʌbsˈɪstəns
subsisting	sʌbsˈɪstɪŋ
subsoil	sˈʌbsɔɪl
subsonic	sʌbsˈɒnɪk
subspace	sˈʌbspeɪs
subspecies	sˈʌbspiːsˌiːz
substance	sˈʌbstəns
substances	sˈʌbstənsɪz
substandard	sˈʌbstændəd
substantial	səbstˈænʃəl
substantially	səbstˈænʃəlˌi
substantiate	səbstˈænʃɪˌeɪt
substantiated	səbstˈænʃɪˌeɪtɪd
substantiates	səbstˈænʃɪˌeɪts
substantiating	səbstˈænʃɪˌeɪtɪŋ
substantiation	səbstˌænʃɪˈeɪʃən
substantive	səbstˈæntɪv
substantively	səbstˈæntɪvli
substation	sʌbstˈeɪʃən
substations	sʌbstˈeɪʃənz
