1	jæːj
苏黎世	suˌɛˈɛssi
苑	u
苔条花生	teɣ̞riɔː xoːzɑm
苕	dʒo
苗	ne
苗头	mjˈeˈʁy
苗栗	mjˈɛlɪ
苗條	mitim
苛	kɔ˥˥
苞	pɔ˥˥
苞羅	ulau
苞羅粟	poɾau˧˧si˧
苞芦	boːləm
苟	kjoɾ
若	njo
若何	dˌiːzə
苦	kɤm˨˩
苦力	kʰoː˨˩lɤk˥
苦嗒嗒	kutata
苦头	kwa˥˥tɤ˧˥iː˨
苦日子	koɲɛdʑa
苦极	kfwˌ
苦极相	fu˥˩tɕi˥˥ɕjɛn˨˩˦
苦極	kvˈodˈi
苦極相	kwudzjɕɛ
苦涩	kɔːsə
苦瀴瀴	tsu˨˩˦a˨˩˦a˨˩˦
苦瓜	kˈuːkˌu
苦胆	fˈɛttˈ
苯酚	pŋ˥˥fɯŋ˥˥
苯酚滴耳油	pən˨˩˦fən˥˥tjɛn˨˩˦y˨˩˦
英	jˈin
英国	j̪n˥kwa
英国人	jˈɛn qɑ˦ nˈinˈ
英国标准音	ɪŋ˥˥kweɪ˥˥ pjɛ˥ ʈʂən˧˥i˥˩
英國	ɲnːkɯ̟ᵝ
英尺	lɪŋ˥˥tsʰɤ˨˩˦
英文	jɯŋɫɯ̞ŋ
英格兰	nʲankaro
英格蘭	siŋ˨˩kale˥˩
英語	tian˥˩y˧˧
英语	ɪŋˌnyː˥
英雄	plon
苹	vjɛn˨˩˦
苹果	venka
茂	mɪ˧˥
茂名南路	mɤːminnyːluː
茂盛	maɪ
范	vˈɔ̃
范子	fɕtʰɯ˨˩˦ tstsɯ˥˩
茄	kˈa
茄兒	gjˈaŋ
茄子	ka˨˩˦tsɯ˧
茄稞底下乘风凉	jɛ˨˩˦kʰɤ˥˥ti˥˩ u˥˩ʈʂʰɤŋ˨˩˦fɤŋ˥˥ljɑŋ˥˩
茅	mɔː˨
茅坑	mɔ˥˩kʰa˥˥
茅盾	moːlˈɯ
茉莉	mˌɔliː
茉莉花	mən˧˥li˧˥
茎	kaːn˨˩
茎枝	kaŋ˥˥tsi˨˩˦
茭	kɔ˥˥
茭白	goba
茭白虾	tsiŋ˨˩n˧˥a˥˧ pəx˥˩uː˧
茴香	weɪ˧˥ɕjɛn˥˥
茶	tø
茶几	tsua˧˧ki˨˩
茶叶	sɔ
茶叶茶	tsu˨˩˦ xe˨˩˦tsu˨˩˦
茶叶蛋	suieðe
茶堂	zˈʊdʊ
茶壶	tso
茶壺	zˈu
茶山	sɔːsɑː
茶杯	tsope
茶盞	zæˈzɑ
茶腳	ɾutʃo
茶花	su˥˩
茶葉	sui
茶葉卵	zʊˈiː lam
茶葉茶	zˈuːidzˈu
茶豐泥鰍火鍋	su˥˥fɤŋ˥˥ni˧˥tsʰaɪ˨˩˦hɑʊ˨˩˦kɤ˥˥
茸	nˈoŋ
荀	sin˨˩
荀彧	tɕi jo
荆棘	sĩn˥˥tɕjɛ˥˥
草	sœ
草木灰	tsʰwɑŋ˥˥mɥ˩ xu˨˩˦i˥˩
草柴	tsɯ˥˩
草篰	tsɔbɨm
草药	tsʰæːhjɔ
草莓	tʃɔ̀me
草菇	sawak
草蚊子	tsuɔ˥˥mən˧˥ʈʂɚ˨˩˦
草雞	tsɛʔ˨
草青	tsʰɛ˥˥ tsʰŋ˥˧
草鱼	tsʰoŋ˨˩
草鸡	tsʰuɔ˨˩˦tsi˥˧
草鸭	tsʰua˨˩a˥˧
荊	tɕiŋ˥˧
荐	tɕi˧˥
荒地	kwˈɛ̃ʁi
荒漠	fˈɔ̃mˈɔ̃
荔	lə
荔子	dʑitsɯ
荔枝	pli˨˩˦tɕi˥˥
荚	dʒe
荞	tɕjoɯ˨˩˦
荞麦	tue˨˩wa˥˧ma˥˧
荠	ʂɚ˥˩
荠菜	ɕʰa˨˦tsʰɛː˥
荡	dˈɛn
荡几荡几	tɑŋ˨˩˦tsi˥˥tɑŋ˨˩˦tsi˥˩
荡口杯	duː kʰauːpaj
荡地	taːnˈdiː
荡碗	tɔ̃˨weɪ˨˩˦
荡荡干净	tɑ̃dˈɔ̃ tˈɛz in
荡附	tɑ̃ dˈə
荣	ljoŋ˨˩
荣华富贵	nʒɑʊ˨˩˦fugue˥˥
荣幸	tioŋ˨˩˦ in˥˧
荣耀	ljoŋ˨˩˦
药	dˌiːzə
药品	ˈdʒɑpˌin
药房	javæ
药物	ivˈe
药膏	ɪ˥˩kɔː˧
药芹	jˈɛtɪ
荷	fɛˈu
荷兰	ole
荷包蛋	ubadɛ
荷尔蒙	xɑʊ˨˩˦ wɤ˨mʊ˨˩˦
荷葉	wˌiː
荷葉粉蒸肉	jɐt̚˥tsən˥
荷蘭	la
荷蘭牛	bɔːlɔːŋaː
荷蘭語	ʁo˩˥ːlɲːo˥˩
荸	bjˈɛt
荸荠	pi˥˧li˥˩
莆田	ʂu˨˩˦
莊	dʒoːn˧
莖	kãn̪
莞	ɛɛ
莫	mˈɔ
莫名其妙	ŋu˨˩miŋ˨˩ tsit˦ i˥˥
莫文蔚	movan volas
莱	la
莱菔	la bˈɛ̃
莲	tʃiːzi
莲蓉	lˈiːˈɔŋ
莲蓬	li˨˩˦
菇	kɤm
菊花	tɕy˥˥xu˧˥
菊花茶	dʒiːxuu˨˩tsuː˧
菔	wˈʌt
菖	tsʰɑ̃
菖蒲	tsɛoʁ
菜	tsʰi˨˩˦
菜包	tsʰbõ˥˥
菜单	seɾent̪e
菜叶子	tsʰi˨˩˦
菜园	tɕʰi˨˩˦
菜場	tsʰe˨˩˦i˨˩˦ dzjɛ˧˥
菜头	tɕʰeː˨˩tɤ˧˥
菜头丝	tsʰit˨ə˧˥ sɯ˥˩
菜市场	tsiz
菜幹	tsɛj kɯ
菜梗	tɕka˥˧
菜梗子	tsɯikːɴˈtsɯ
菜油	tsˈi
菜花	seɪ˥˩hɔ˧˥
菜蔬	tsʰeː˧˥sɐl˥
菜頭	sidiw˨˩
菜頭生	tsʰɐi̯˨˩tʰou̯̯˥saː˩˧
菜鹹	sejoŋ
菠	dʒuːzˈtˈʃləmɪn˧
菠菜	fɛ
菠萝	pulo
菠萝黍	bo˨˩˦lɤ˥˩
菠蘿	tɕu˨˩lɤ˥˩
菩	fuuu
菩萨	twsˈa
菩萨书	bɯasai̯sɯ
菩萨头	sabʲe
菩薩	puso
華	u
華人	uɲi
華僑	pɔː
菱角	lɪŋkɔ
菲律賓	t̪eːleːkən
萄	tɔ˧˥
萌	mã˨˩a˨˩˦
萌芽	maːn˩˩˦aː˧
萍	bɐ̃ŋ
萝	nɔ̃
萝卜	laːwˈkɔ
萤	jɪŋ˨˩˦
萤火	iːn huː
萤石	jˈnza
营	ɪŋ˨˩˦
营地	jɛ̃˨d˦i˥˩
营盘	jɛn˨˩bɛː˥
营长	i˨˩˦tsan˥˩
萧山	ʃuː se
萨	sˈa
萨摩亚语	zamoːjaːwɔ
萬	mɔː vˈɔː
萬俟	motsi
萬年青	vonjtsɔ
萬里長城	voɫidʑadʑo
落	la
落事	vælˈzæ
落來	lɔːkˈlɛː
落力	nˈoːj
落场势	lə- vˈaf
落实	lˈɔ̃sˈœ̃
落寇	lɔkɑ
落寞	lɔmɛnt
落實	bɒz
落岭	lɔˈlɪŋ
落手	luːsɑːu
落来	pɔle
落汤鸡	lˈotˈantˈ
落班	luːpɔ
落瞎	laħˈqɑ
落篷	lə bˈɛ̃
落糠生	do kɾusˈhɑːm
落花生	lo˩˥ː ko˥˩ːsã˥˥
落苏	losˈu
落败	lɔva
落車	dʒoː tsuː
落雨	lɔ˨˩˦y˨˩˦
落雨天	u˨˩˦tʰi˧˥
落雨潤糟	luŋɔtsɛ
落雪	lɔˈɕ
落雪子	loːʃiːdsədiː
葉	lɛt̪
著	tsɯ˧
著品	tsiaʊ˨˩pʰɪŋ˧˥
著棋子	tsi˨˩˦
著白	tso˥˩ba˥˩
葛	tɛmɛn
葡	wɒ
葡萄	pudˈa
葡萄牙	vo deŋu
葡萄牙语	tutjˈʁiʁˈlɛŋu
葡萄糖	tɨ dɛdʊ
葡萄酒	pɐu̯˧˥tɔː˥tsɐi̯˨
董	dˈon
董事长	tʊŋ˨˩˦ʊŋ˨˩˦tɕjʊ˥˩ʂɚ˥˩ʈʂɚ˧˥
董存瑞	tʊŋ˨˩˦tsən˨˩˦
董建华	dʊŋʄ˨˩ow˨
葫	v
葫芦	vˈə
葫蘆	ulɑ̃
葬	sup
葬底爻	tsudigo
葱	fˈɔ̃
葱油	tsʰʊŋ˥˥y˨˩˦
葱油饼	tsʰoŋ˥˥ iu˨˦ bĩ˧˥
葱花	tsʰʊŋ˥˥ɕwa˥˥
葵	kʰuːi˨˩˦
葵花	kue˥˥
葵花籽	xu
葷油	xuən˥˥y˥˩
蒂	dˈiː
蒂头	dˈe bˈi
蒂瓣	tsbe
蒋	tɕjɛ˨˩˦
蒋中正	tɕiaʈzŋ˨˩˦tsən˧˥
蒋介石	dʒakazaj
蒔	sɯ
蒔秧	ʂɚ˨˩˦
蒙	mɔ̃
蒙古	mɔːŋ˧˥kʰuː˨˩
蒜	sɛ
蒲	n
蒲公英	u˨˩˦kʊŋ˥˥i˥˥
蒲包	tipˈo
蒲团	tute
蒲扇	oʊ˨˩˦
蒲鞋	vˈa
蒸	sɛn
蒼	tsuː
蒼南	tsou˥˩n˩˩˦y˥˩
蒼南話	tu nu
蓉	jʊŋ˨˩˦
蓋	kˈe
蓝	fãˈs
蓝图	nɛ du
蓝色	ləˈsaː
蓝颜色	loŋɔsei
蓦临头	maːnintˢaˢ˥
蓬	pɔ̃
蓬頭散髮	proponnautʃofo
蔀	v
蔀头	vdj
蔡	tsa
蔡元培	tsa jyːbe
蔣	tia˧˧
蔣中正	kœ˥˥tsũ˥˥ tseŋ˨˩˦
蔣介石	tɕja˧˧ka˥˥ʒɑ˨˩˦
蔣經國	tɕiŋ˥˧kwɑŋ˥˧
蔥	tsʰɤŋ˥˥
蔫	iˈæ
蔬	sɐl
蔬菜	sɤtsʰi˥˧
蔷	fɛ˥˥
蔷薇花	ʃaɴbzɯ̟ᵝ hˈo
蕃粉圓	sæˈæsæŋ˧˧yː
蕃薯籬	foɔːzeː leː
蕈	seĩ˥˩
蕉	dʒˈoʊ
蕩	tu
蕭	sˈiː
薄	bo
薄利多销	pɐlɪjˈtuː ɕˈa
薄熙來	bustli
薄荷	boˈɔl
薄荷糕	uɔ̯n˥kɔː
薄餅	guˈd̪ɯn
薇	piz̺
薏	dˈiː
薏米	zmɛ
薛	sjˈɛ
薛宝钗	ʃˈep pˈoːtsˈu
薛涛	ʃatˈaː
薤糟	si˥˩tsɛː˧
薪水	tɕɪŋ˥˥sɯ˥˥
薯	sɯ˥˩
薸	p˨˩o˨˦
薺菜包圓	tsʰi˧˧tsʰeʔ˨ pɔ˥˥ny˨˦
藍	le
藍色	leːsa˨˩
藏	ka
藏品	sã˨˩pʰɪn˥˥
藏魚	zˈum
藕	nˈo
藕粉	l˨
藤	dɑːn
藤梨	aŋ˥˥li˥˩
藥	jˈɛ
藥丸	u
藥單	lˈoːtˈoː
藥局	jɒndʒɒ
藥店	ljoʊ˨˩˦tie˥˩
藺	lɪŋ˧˥
蘆	dɔː
蘇	sau
蘇克蘭	sau̯kiːlɔ
蘇州	sɔltsi
蘇州閒話	ˈsuːtyːvɛuː
蘇杭	sˈuːo
蘇茄	sɐv di
蘋果	tɔ̃nˈku
蘑	muː
蘑菇	mɔkum
蘭	lo
蘭溪	ʰtsʰi˥˥
蘸	tsou̯
蘿	lˈoʊv
蘿蔔	lɛtʃɔnˈ
虀	tsɯ˧˥
虀糟	tsuɔ˥˧
虀糟事体多	tsuɔ˥˥tsuɔ˥˥tsuɔ˥˥tɤ˧˥
虀虀糟糟	tsiʈʂi tsuɔ˥˥tsʰoʊ˥˥
虎	χɤm
虎丘	ʒukjɛw
虎头蛇尾	tweɪ˥˧ so˨˩˦ji˨˩˦
虎豹	fˈutbˌɔː
虎賁	fwpˈˈ
虎贲	fupˈan
虎跳	fauˈtɔ
虎魚	ʃuɔˈɹɔ
虐	dˌiːzə
虐待	nˈa bˈi
處女	tsɯ˨˩˦ny˥˩
處暑	tsʰɯ˥˩
處男	tsɯ˨˩˦mu˥˩
虚伪	ʒˈɛlˈaɪ
虚假	ɸɯ˧˥kɔ˨
虚张声势	tsa˨˩˦ sən˥˥tsɯ˧
虚惊一场	ɕʰy˥˥ʈʂan˨˩˦jɛ˥˩ʈʂan˨˩˦
虞	nˈu
虞世南	jusijnɨ
虞美人	zminim
號	e̞
號碼	am
虧	kua˥˥
虫	dʒoŋ
虱	sə
虹口	ɔːnˈkɔː
虹口区	ŋ˨˩˦kɔ˨˩˦tɕʰy˨˩˦
虻	mˌaː
虼	gˈɑ̃
虼蚤	kˈat˦ts˻oː
虽	fˈi
虾	ɔɛ
虾仁	xuˌˈnim
虾兵蟹将	huˈbiŋ˧hɑːkiən
虾皮	ho˥˧bi˥˧
虾米	ʁɔni
虾蟆	loːnˈlɔ
蚁	tsɯ˧
蚂	mu˥˩
蚂蚁	munˈziː
蚂蟥	mua˥˩
蚊子	men˨˩˦tsɯ˧
蚊烟	mãn̪ʒi
蚊虫	manˈzɔ̃
蚊虫药水	mɑŋ˧˥tsʊŋ˥˥  ʂɚ˥˩
蚊虫香	mən˨˩˦tsʊŋ˨˩˦ɕjɛn˥˥
蚊蟲	naːŋˈdʒɑoː
蚌	pa˥˥
蚌壳	anko
蚕	se̞
蚕宝宝	se pˈo pˈo
蚕蛾	sɛᵑgəm˨˩
蚕豆	sajdɯˀ
蚕豆花	tsʲeː˥˩ʐyː˧˥
蚤	tsuɔ˥˧
蚩	sɯ˥˥
蚬	f
蚬子	ɕi˥˥tsɯ˧
蚰	y
蚴蠓	lɛlmo
蚶	hɛ̃
蚶魚肉	lɛ
蛀牙	tsɯ˥˥
蛀蟲	sɯ˥˥fɑŋ˥˥
蛆	tsʰɯ˥˥
蛇	suː˨˩
蛇虫八脚	suuzʊŋ pˈatʃˈ
蛇虫百脚	so˥˩zoŋ˨˩˦patɕ˥
蛇蛐	saidʒy
蛇蛐兒	sɛjtʃjʊ
蛇魚	zˈeɪŋ
蛉	lɪn˨˩
蛋	te˥˩
蛋壳	peː koː
蛋白粉	dˈe pˈafine
蛋糕	do ke
蛋饼	te˨˩ĩŋ
蛋黄	tɛ˨wɔːŋ˧
蛏子	tɕʰɪŋ˥˥tsɯ˧
蛙	u˨˩˦
蛙蟆	muu̯
蛛	fɯ˧˥
蛟	ko˥˥
蛣	dʒˈe
蛣蛛	tˈə tʈˈ
蛣蛛梁网	tɕtsɯljɛm˥˩o
蛤	a
蛤蟆	ˈoɾo mu
蛮	mɛː
蛮 （me44）	me̞
蛮好	meːhɔ
蛮好个	meːgˈgˈgˈ
蛮婆	mɛb
蛮漂亮	meɪ˧˥pʰioʔ˨˩˦lian˨˩˦
蛰	θɛ
蛳蚶	eˈɛt
蛵蛉	hĩŋ˨˩lĩŋ˨˩
蛾	lˈo
蛾子	ŋɐlˈtsɑ
蜂	fum
蜂蜜	ˈesto
蜈蚣	mankon
蜒	i˨˩˦
蜒蚰	ɑː
蜓	k̚˦˥m̩˨˩˦
蜕	j
蜕壳	tʰe̞kʰoː
蜕皮	tˈɛbz
蜘	tsu˨˩˦
蜘蛛	tsɯ˥˥tɕjɛ˥˥
蜜	mjˈe
蜜汁火方	mjɛ˨˩˦ tsɤ˥˩xu˥˥fɑŋ˥˥
蜜蜂	mi˥˧fɔ˥˥
蜜蜜甜	n˩˥imi̯˧˧ljɛ
蜡	la
蜡烛	plat˩˥ː
蜢	mˈa
蜻	tɕʰin˥˥
蜻蜓	tɕiən˥˧din˥˧
蝇	jɪn˨˩˦
蝈	ˈo
蝈蜢	kɔmˌa
蝉	se
蝉儿	fɛn˧˥
蝉儿壳	sɛnˈɛˈɑsɔ
蝉泥	sian˥˩ʈʂɚ˥˥
蝎子	ɕʈʂɯ˥˥
蝣	dˌiːzə
蝤	dʒo
蝤蛑	ljuːmɯ˧
蝤蛑兒	ljoɯm
蝦	koːˈiː
蝦爆鱔面	a˥˥pɔ˥˥ sɯ˥˧ni˨˩˦
蝦狗	huk˦au˥˥
蝦狗彈	u kˈabɔ
蝴蝶	ɾei̯e̞
蝶	dˈy
螂	lɑ̃
螄	sɯ˥˥
螄螺	tsʰɯ˥˩ lɔ˥
融	i˧˥
螺	ləv
螺丝刀	lu˨˩˦sɯ˥˥ tɑʊ˥˩
螺丝搣搣紧	lɤ˨ ʂɚ˥˩ mɪn˧˥mikɪŋ˥˥
螺丝骨	na fsˈaː
螺旋桨	lɔːjˈʌˈɛ
螺絲	lau˥˥
螺絲刀	losite
螺絲釘	lɔ˥˥ sɯ˥˥
螺蛳	lɛnˈtˈ
螺螄	blɑŋ˥˩ sɯ˥˥
螺螄青	lɔ˥˥ ʂɚ˥˩
蟀	e̞t̪ː
蟆	o
蟋	sɯ̟ᵝ
蟋蟀	seːtʃe
蟑	tsuən˥˥
蟑螂虫	tswɑ̃˨lʊ̃zwɑ̃˨
蟥	wɑ˥˩
蟬衣	səˈi
蟮	sˈe
蟮鱼	sɛːn
蟲	dʑoŋ
蟳	n˧
蟶	sũŋ
蟹	xaː
蟹粉湯糰	hɑː˧fɛn tʰaːn˧tɔːn˧
蟹酱	akʲːa
蟻	na
蠕	nˈo
蠟燭	la tso
蠡湖	lɪˈu
蠧蟊	dau̯ne
蠱	u
蠶	sø
蠶豆	ʒʊ˨˩˦dɔ˥˩
蠻	ma
蠻話	vˈoː
蠻講	mokˈu
血	fˈ
血出乌拉	ʃatsɔvla
血出污拉	tɕak tsɒbla
血壓	tɕi˥˥
血得使紅	sˈɪt ðˈæs lˈɔŋ
血柑	ɕuk
血淋帶渧	ʂɤ˥˩lɪŋ˥˥ta˧˧ti˨˩˦
血糖	ʃuðɑ
血缘	ɕɪŋ˥˥ɥœ˧˥
血脈	ɕy˥˥
血色	ʃuθɛ
血蛤	ləɛn˧
行	aːʒiːn˥
行世	pazsj
行为	awaj
行人道	hazaɴde
行列	ʁˈaːlˈɛ
行否	dˌiːzə
行头	aŋ˨˩lɤ˥˩
行套兒	a a
行当	aːtaː
行情行市	aŋdʒiŋaŋs
行李	ale
行灶	n˥fɯ˧
行為	ɑː wɑːj ɪŋuəi
行為主義	aɰᵝaitsɯɾni
行迹	ha˨ʈsian˥˥ njɛn˨˩ʈsian˥˥
行道	aːde
行錘兒	aːzˈiːm
行頭	adɔ
行頭套兒	tadʑtʑi˥˩
行頭錘兒	aduð̞ul
衔	ɛ
衔 （nge）	njɛ
衔头	tɛsɨ
衔接	eːtʃi
街	a
街道	kɔːte
街頭	ka˥˥
衙	naa
衛	m
衛士	vˈoːzˈ
衛星	kua˧˧sin˥˥
衛生	u˨˩˦sa˥˩
衛生巾	vu sˈa tjˈɛ̃
衛生間	nʊ̞˨˩sak˨
衡	f
衢	dˌiːzə
衢州	dʒy˨˩tsou˥˥
衢州話	dʒu˨˩˦tso˥˩u˥˩
衣	tɛn˨˩
衣料	jilje
衣服	i˥˩sian˥˩
衣橱	iz
衣櫥	iːz
衣裳	aɪ
衣裳兜	iː zantə
衣裳着	bʲetʃo
衣裳裤	ʔuzun ku
补	pɛ˥˩
补习	puzˈek
补偿费	tu œ̃n fˈi
补血	nˈɪx
补语	pɔ˥˥ny˨˩˦
表	tio
表姊	ɑ˨tsɯ˥˩
表格	piaːka
表示	pɪlɛs
表达	piesa
表里	mia di
表面	t̪i miː
表面文章	pien˥˥mi˧˧fɑŋ˥˥ tsi˨˩
衫	se
衬衫	tsʰaŋ˥˥sɔ˨˩
衭襟	f˨
衰瘏	sado
衰退	sǎːtʰa̯
袁	je
袋	ˈeɪ
袋鼠	ditsa
袖头	seidˈeɪ
袖子	ɕjɯ˨˩˦tsɯ˥˥
袖手旁观	seɪ˥˥seɪ˥˥pa˥˥kweɪ˥˥
袜	maʔ
袜子	ɾɯ˨˩˦tsɯ˥˥
袜底酥	matisu
被	ti˧˧ pa˨˩i˨˩˦
被动	peidʊŋ
被单	mˌitˈaʊt
被單	pejto
被头	vˈiːdə
被夹里	bizkaldɪ
被夾裏	bizekali
被套	bejte
被封洞	mifoŋtɔ̀
被擋頭	tfauw˧
被档头	zˈtɔndˈriː
被窠	bəxˈ
被面	bʒimi
被面子	tɛn˨˩mitsɯ˧
被頭	bizɪlɛj
被頭洞	li dˌeʁ dˈɔ̃
裂	li
装	tsuɔ˥˧
装备	tsiŋbɛ
装扮	sa˨˩o˥˩m˥˩peː˨˩
装潢	tsuɔ˥˥
装甲车	sũã˨˩kat˦tsu˨˩
装腔作势	tsɯ˥˩ɕi˥˥tsʰjɑŋ˥˥
装饭	dɔ̙n vɛ
装饰	tsuɔ˥˧ɕjɛ˥˥
裆	tɑ̃
裏	liː
裏向	ni˨˩˦ɕjɛn˥˥
裏床	dizˈe- yn
裏肌肉	ditʃiɲˌo
裏襟	li˥˧tɕjɛn˨˩˦
裏間	dˌikˈe
裏面	dˈɛstˈe
裙	ksoŋ
裙襯	dʒuŋ˨˩˦tsa˥˧
補	fˈu
補藥	tɨ
補課	pukau
裝	dʒɔn
裤	kə
裤头	kudɑ
裤带	kʊˈdɑ
裤脚管	sɛ tʃakwˈe
裤腰	kʰoː˧˥
裤腰带	kʲabjɔta
裤裆	tɔ̃
裴	bˈaɪ
裸	lai˨˩˦
複	ʂu˨˩˦
複印	jaŋ
複姓	ʒˈə sˈɛ̃
複習	kˈuzˈɛ
褐	a
褐色	tɕoɯ
褒义	poni
褒扬	pjoje
褚	tɕʰy˥˩
褚師	ʈʂɚ˥˥sɯ˥˥
褪	tʰɤ̃˨˩˦
褪脱	təntˀa
褲	kfu
褲兜	tʃutau
褲頭	kfuːdˊɑŋ
襪	mˈɑ
襯	a
襯衫	sʰaŋ˨˩sɔ˨˩
西	sɯ˥˥
西亚	sijam
西亞	seɾ bɛ
西兰花	sjlˈɑhˈu
西兴	ðə sˈɪŋ
西北	sipo
西北風	se ipe fonða
西北风	sˈi pˈɔfˈɔ̃
西南亞	səinɛːˈu
西園寺	sˈiz
西域	sˈi
西安	sɛ
西家	siko˥˧
西山	sɯ˥˥ seɪ˨˩˦
西方	sˈeɪ fɔː
西施	ɕi˥˩ sɯ˥˥
西施豆腐	ɕi˥˥sɯ˥˥ tɤ˧˥u˥˩
西柚	ʃiː
西橫頭	sˈi wˈɛ̃ dˈu
西欧	ʃaʃu
西游记	si˥˧e˨˦tsi˥˧
西湖	tɕʰiː˧˥
西湖桂花藕粉	sì˥˧ wu˧˧kʰua˥˧aŋ˥˧aj˧˧fɤn˧˧
西湖醋魚	si˨˩ w˧˧tsʰɤŋ˥˥
西班牙	si˥˧pian˨˩u˥˧
西班牙語	sɛ pɔŋɔ̃i
西班牙语	tɛnɔ̃ nii̯
西瓜	ts˦i˥˩ku˥˩
西瓜燈	ʃiko˥˩te
西瓜盤	ʃiːkɔːpɛ̃
西瓜虫	sɯ˥˥kuzʊŋ˥˥
西瓜蟲	si˥˧ kõ˥˥tsʊŋ˨˩˦
西红柿	ɕjɛ˥˥ʐɨ˩˦
西芹	ʂi˥˥tɕiŋ˨˩˦
西葫芦	ʃiːn
西藏	tkido
西裝	tʃiː˨˩zɑːm˥˩
西裝短褲	tɕi˥˥tsaŋ˥˥tɤŋ˨˩˦kʰu˨˩˦
西西里	se˨˩sɐi̯˧ leɪ˨
西貝貨	sibjo
西贡	seikou̯˧
西遊記	si˥˩
西里西亚语	ʂɚ˥˩ ɕli˨˩˦jɛn˨˩˦ly˥˩
西門	sɯ˥˥ i˥˩mɑŋ˧˥
西门口	sì˧˧ mən˧˥ kʰoː˨˩
西風	se̞ iːfʊɾm
西风	sifo
西餐	sɯ˥˥tsʰu˥˥
要	jo
要求	y˥˩ʒɑːl˧
要紧	joaokjɴ
覃	dɛ
覅	beːˈɑ
覅客气	fi˧˧a˥˧kʰa˥˥tsi˨˩
覅面孔	fie mikon
覆	pˌoʊ
見	tki˥˧
規	hiu˥˧tai˥˧
視	ne
視頻	zɯbɑn
親	tsaŋ
覰	tsʰɯ˥˩ sɯ˥˩
覷	tsʰɯ˥˩
觀	u
觀音	d̪eːn
见	tɕi˧˥
见其一未见其二	tɕy˥˥tɕy˥˥ ʈʂit˦tɕi˥˥
见多识广	tʰi˨˩tau˥˥sak˥ kŏn˥˥
见识	fajɛː˧
观世音	ku˥˩i˥˩ sɯ˥˥ i˥˩
观战	tɕi˥˥
规	fˈiː
规则	kweɪ˥˥tsɯ˧
规格	ueka
视	sɯ˥˩
视频	tsɯ˨˩˦ lɪŋ˧˥
觉	kwɒ
觉察	tsʊtsa
觉得	kɔza
觉着	qazˈzˈ
觑	tsɯ˥˥
角	ko˥˩
角子	tsi˥˧
角度	pa du
角落	kˈa lə
角落头	kɾodæj
角落里	kɔnʊˈleː
角角落头	kukˈlub
角角落里	kukːlɑl
角頭	kuːdɔu
解	ka˥˥
解体	tsiaʔ˨tsi˧˧
解体概要	tsiaʊ˥˧tik˥ioŋ˨˩˦
解决	ka˥˥kia˥˥
解剖	kapɔ
解密	kaːnmja
解放	afʊ
解放軍	kafotʃon
解木头	kɑmɔdɪ
解決	tɨ
解绳子	tka˥˥sən˨˩˦tsɯ˧
解释	kɐsja
解釋	kasa
解锯子	kakitsɯ
解雇	tsia˥˥ku˥˥
解鞋带	kaa˥˥ aːta˨˩
解（xiè）	dˌa
触	tsa
触电	tsʰuɔ˨˩˦ ti˨˩˦
触眼	ʰjɛn˨˩
触祭	tʰwɑ˥˨ tɕi˥˥
触霉头	sa˨˩maːɪ˧d oʊ˥˩
觸	tsap
觸目驚心	sɑŋ˥˥hɑ˨˩˦ a˨˩˦lizit˦ ta˨˩˦ tʰa˨˩˦jɛ˨˩˦ i˥˩weɪ˥˩tɕi˨˩˦
觸霉頭	fɔ mei̯lɪˈo
言	ne
言多	nitːɔ
言語	nˈe nˈy
言论	nʲi˨˩˦lɤŋ˧˥
言辞	nˈeˈzˈɯ
訂	tɪ̞ŋ
訂婚	tɤŋ˥˥ɕy˧˥
訄	tʃaːo˨˦
計	tik˦i˥˥
計劃	dʑiva
計畫生育	dʒiːz˥˩ʔtʰ˥
計算	tɕi˨˩˦ʂɚ˥˩
計算機	tsi˥˧sɯ˥˧ tɕi˨˩˦
討	dæ
記	i˥˩
記得少年騎竹馬，轉身已是白頭翁。	tɤ˧˥ʰta˧˥ɕiu˥˥n˥˥ si˥˩weɪ˥˥tsɯ˧mu˥˥ tɕy˥˥ sʊŋ˥˩ni˧˥ʈʂɚ˨˩˦ ptɤ˧˥i˥˩ wan˥˥
記牢	tʃile
設	sˈa
設計	seɪ˨˩˦ji˨
許	ˈe
許兩日	kɪlaːnɪ
許向	hˈi ʃˈɛ
許得	xitˈeɪ
許恁啦	hĩ˨˩ nɑŋ˥˥la˥˥
許恁啦子	çɯ˨˩˦nɑŋ˥˥na˥˩
許能	sena
許能介	hi naɴka
註冊	tsɯ˥˥tsʰaʊ˨˩˦
訾	zˈɛ
訾奈	tsɯ˥˩
訾那	sna
評	bɯ̞ŋ
評語	bolˈɛ
詞	dˈiːzə
詩	sɯ
話	quɔ˧˥
話筒	ɔdɔm
該世	kis̪i
該向	kixˈe
該恁啦	kinaŋla
該恁啦子	kial˥˧lats˨
詳細	sjˈɛn
詹	tɕi˥˥
誊	tɑŋ˥˥
認	nen̪
認得	ninˈts˦a˥
認真	nˈjˈɑmˈtɕɔn
認識	lʲan˧sɯ˥˩
誕	dˈɔ
誘笑	yʃu
語	njy˨˩˦
語文	nʲizɛ
語言	nˈyːi
說	fˈ
說明	tˈɛst
說明書	ɕy˨˩˦nɤŋ˧˥sɯ˥˩
課	fou
課堂	kˈaʊ dˈɔ
調	dˈy
