1	bɛrˈe
вĕçлеттер	wʲɪʃlʲitʲeːr
вĕлкĕш	ðelʁøz
вĕлкĕштер	wʏ̞lgʏ̞ʂtɪ̞r
вĕре	vˈɛri
вĕрентӳçĕ	beɾendʒiyʃem
вĕренӳ	akest
вай	vˈaɪ
вайăкла	vˈaɪəkəlˈɑ
вайăклан	vˈajɪkɫˈɑn
вайăн-шайăн	vaʲenʐaʲen
вайкăн	vˈaɪkən
вайкăнтар	lajgəndaɾ
вайкăш	vojɣuz
вайкалан	wajɣ̞aɾam
вайкалантар	lakalãn̪d̪aɾ
вайпут	vojbut
вак	vˈak
вак-тĕвек	vattsɛvjɛk
вак-тĕвеклен	vaqtɨvɛklʲɪn
вак-шак	fæqʂæk
вакă	vˈagɐ
вакă-вĕтĕ	vagjvʲedzʲa
вака	vˈɑgɑ
ваканси	akansʲi
ваккăн	vˈakən
ваккăн-тĕвеккĕн	vaqɯndɯvɛkkiŋ
ваккат	akat
вакла	kla
ваклан	ɫæqɫɑn
ваклану	vagɫanuu̯
вакланчăк	vˈakɭ
вакланчăклăх	wkɫäːnʒɯkɫʊ̞x
ваклаттар	baklat̪aɾ
ваклаш	aklas
вакса	vˈaksɜ
ваксал	vaksal
вакун	vˈagˌuːn
вакуум	vakum
вакцинăла	vatsɯnɯla
вакцина	naktsɨna
вакцинаци	vaktsɨnatsɨ
валĕн-шалĕн	valʲenʐolʲen
валак	valak
валашка	valazka
валеç	ɑˈles
валеçÿ	vaʎˈalʒˈy
валеçĕн	vaʎeʃim
валек	valʲek
валем	valʲem
валемле	valʲeplʲe
валерьяна	vˈˈoɭɪjˈanˈɑ
валерьянка	vˈɑɭɪrjɑnkˈɑ
валет	vˈaɭɛt
валеҫ	vˈɒlɒʃ
вали-шали	β̞aʝazaːli
валинкке	valʲinkʲa
валли	vˈaldˈi
валт	alt̪
валь	vˈɑl
валькăш	valʝkas
вальс	als
вальт	vˈalt
валӗҫ	vˈaɭɪʃ
ван	wˈʌn
ванади	bˈɑ̃adˈi
вандал	anˈdɑl
ванилин	vˈɑnilˈen
ваниллĕ	vaniʎa
ваниль	vˈɑni
ваннăй	vˈɑnlʌj
ванна	vˈan
ваннӑ	vˈanːa
ванса	vˈɑnzaŋ
вантă	β̞ãnd̪e
ванчăк	vanʒɯk
ванчӑк	vandʒɯk
ванчӑкӗ	vanˈdʒigɛ
вар	vˈaɾ
варă	varɐ
варăн	vˈɑrn
варăнтар	varɯ̞ntɑr
варăш	varɨs
варăшлан	β̞arazɫan
вара	vara
варак	varak
варакла	akla
варала	bɑɾɑlɑ
варалан	varavan
вараланса	ɢɑrɑɫɑnza
варалантар	baraɾ
вараланчăк	wɑrɑlɑŋdʒɯ̞k
варалаттар	ɫaralatar
варарахпа	varaɾahpa
варинкке	varɪnkʲa
варман	ɔrman
варри	varjt
варринче	β̞aɾɾiŋzia
варфоломей	varθaɫumi̠j
варӑ	vˈar
васка	vˈaska
васкавлӑ	vaskavɯla
васкат	nˈoːsˈkat
васкатӑн	vaskadɯn
ват	vˈat
ватам	adam
ваттисӗм	bat̪ð̞izem
ватӑ	vˈadɐ
ватӑл	vˈadʊ
ватӑлса	vatəlza
виç	mˈɪç
виççĕ	diʃˈe
виççе	ʃa
виçĕ	biz
виçе	vˈiʒe
виçи	vizˈe
вил	vˈɪl
вилтӑпри	vˈiɭtaprˈi
вильгельм	wˈlgɒn
вилӗ	vˈeːjlæ
вилӗм	ðiːlæm
винчи	vintʃɛ
вир	vˈiɾ
вирьял	vˌɛdɪˈɑ̃
висмут	vʲifsmu
вит	vˈit
витĕр	lɪðe
вите	vidzʲe
вити	vˈidˈi
витнӗ	dʒitnˈa
витре	vitrˈe
витрере	itrˈerija
витти	vitsi
витӗ	vˈidˈɛ
витӗм	vidim
витӗмлӗ	vidiːmlæn
витӗн	βiːtˈin
витӗр	diːdeɾ
вифлеем	ɛtləjˈɛm
виҫ	lˈiːt
виҫеллӗ	ʒˈɛl
виҫи	vigie
виҫтук	bʲesʂtuk
виҫҫӗ	vˈiːʃə
виҫҫӗмӗш	vˈiʃimɛs
виҫҫӗр	vɪˈʃɪɾ
виҫӗ	vizʲe
виҫӗмкун	βisimgʊ̞n
виҫӗмҫул	tiʃimʃuɫ
вйҫҫӗр	ʃɪ̞r
водород	bˈadˈɾot
вольфрам	bolʲfram
воронов	wɔrnʊv
вула	vulɑ
вулав	wulɑf
вулавҫисем	ulɑwdʒizɛm
вулавҫӑ	vɫau̯sʊ
вулама	wʊ̞ɫɑmɑ
вулӑ	voa
вун	bun
вун саккӑр	wun sˈɑqər
вун сакӑр	bun sagaɾ
вун тӑххӑр	vun tɑχhɑr
вун тӑхӑр	vun tɑːgɑr
вун ултӑ	vunulta
вун ҫиччӗ	unʒitʃe
вун ҫичӗ	udʒitsʲa
вунă	bun
вунвиҫҫӗ	ɒvvçɒ
вуниккĕ	bunikːi
вуниккĕ хут - 12 раз	jix ʲːikʲi xut
вуниккӗ	vˈuɲikːɛ
вуннă	wunˈnɯ
вуннӑ	vˈuna
вуннӑмӗш	uŋˈnɯmɯz
вуннӑран	vunran
вунпĕр	ɔnbʲɪr
вунпиллӗк	unβillɯ̞k
вунпилӗк	unβiʲlɪ̞k
вунпӗр	wˈunʌbˈer
вунсаккӑр	vnsakɔr
вунсакӑр	umzˈagɾ
вунтӑваттӑ	vaɫantavata
вунтӑххӑр	wntɔxˈqar
вунтӑхӑр	mʏ̞ntʊ̞gʊ̞r
вунулттӑ	unul̪t̪a
вунҫиччӗ	munsitsen
вунӑ	vum
вут	vˈut
вутти	tutti
вутӑ	vud
вучах	vudʒar
выльӑх	bɨlʲax
выльӑх-чӗрлӗх	bɪlʲixtʃrda
выльӑха	lʲeɣa
выля	vɨlʲa
выляса	vʲɫʲaza
вылять	vɨlʲatsʲ
выр	vɨr
вырăн	vˈyrən
вырăсла	ʂto
вырнаçнă	vrnatʃna
вырнаҫ	bɪrnastɪ
вырнаҫмасть	ʋʏlmɪʃmajst
вырнаҫтар	vɪrnastˈa
вырнаҫтарчӗҫ	vɔrnɛʃtaːrdʒɛs
вырнӑ	wɨrna
вырсарникун	wɾˈzɒvnigˈon
вырт	ʊ̞rt
выртать	vɨrdatsʲ
выртаҫҫӗ	furdasʃtʃɛ
выртнă	ʋɪrtna
вырттар	wɚtɑr
вырӑн	wɨrɨn
вырӑнлӑ	βoβeɾnɯd
вырӑнне	voɾanʲːe
вырӑнсӑр	ʋɨrɔnsɛr
вырӑнтан	βɯ̞rɯ̞ntɑn
вырӑнти	βɯ̞rɯ̞ntɯ̞
вырӑнӗ	wɛrɐnʲa
вырӑс	vɨros
вырӑсла	vɨrosɫo
вырӑсларан	prsɫɑrɑn
вырӑссемпе	wɯ̞rɯ̞sɪ̞sɪ̞mbʲe
выҫ	vˈyʃ
выҫрӗ	vɯ̞ʃɫɪ̞
выҫӑ	vˈyʒʌ
вӑй	vˈaɪ
вӑй-хал	vojɣrau̯
вӑййисем	vajɪzɛm
вӑйлан	vojɔvɑn
вӑйланчӗ	vojlondʒa
вӑйлат	vɨɫat
вӑйлӑ	vˈajlˈa
вӑйсӑр	vˈaɪzɑr
вӑйӑ	vˈajːa
вӑкӑр	vagɑr
вӑл	fou
вӑл йӗри-тавра ҫавӑрса илчӗ, унӑн куҫӗсем химипе ҫуталчӗҫ.	voj jirɨtaɫraʃtʃɛ vaɾsajultʃʲi w nɨm kutsʲusʲe mɨwlʲiʋ pavʲerɨɫa prɨʲalɨsʲtʲa
вӑлта	fˈoltaɾ
вӑлтапа	vˈolðˈaβa
вӑлча	bo˥˩ːdja˥˩
вӑлчи	multsi
вӑран	voraːn
вӑранса	vranˈza
вӑрат	vrat
вӑрах	vurax
вӑраххӑн	ɢraχan
вӑркать	vrgatsʲ
вӑрла	vrla
вӑрлӑх	wɑrlaɦ
вӑрлӑхӗ	vorloɦe
вӑрман	vrman
вӑрманта	vrmɑnda
вӑрманӗ	varmaːnjɛ
вӑрри	varri
вӑрттӑн	vɑrtɑn
вӑрҫ	wɔrʃ
вӑрҫа	bˌɤrgɛ
вӑрҫи	brɟi
вӑрӑ	vora
вӑрӑм	vɑrm
вӑрӑмтуна	vɑrɯ̞mduna
вӑта	voda
вӑтам	vˈadɑm
вӑтан	vˈɛdɑn
вӑтантар	vɛdandauːr
вӑтӑр	wˈʌtɚ
вӑтӑрмӗш	vadərmɯ̞ʃ
вӑхӑт	vɑhɑt
вӑхӑтлӑ	wɯ̞ɢɯ̞tɫɑ
вӑхӑтлӑх	bɑhɑtɫɑx
вӑхӑтлӑха	wɑɣɯtɫɯ̞ʁaː
вӑхӑтсӑр	vɯ̞ʁɯ̞tsɯ̞r
вӑхӑчӗ	voɣotʃe
вӗлер	vˈɛʎɛɾ
вӗлле	vˈɛljɛ
вӗлтӗрен	vɛltriːn
вӗр	vˈɛt
вӗре	vˈɛdi
вӗреме	vɛrini
вӗрен	vˈɛlɪŋ
вӗрене	β̞ɾænʲa
вӗренев	barʲenjeb
вӗренекен	vrnˈeˈgeˈɲ
вӗренес	vrˈenˈiz
вӗренет	vʲarʲiʲːetsʲ
вӗренетӗп	beˈɾeːnnˈeːgɒdi
вӗрент	vˈɛntɪnt
вӗрентекен	frindɪ̞gæn
вӗрентӳ	bɾˈindi
вӗренӳ	ˈveɾɪnjˈu
вӗрет	vrˈet
вӗретнӗ	vrˈeˈiˈtnˈɛ
вӗри	vri
вӗрлӗк	ðɪ̞rɫʲɪk
вӗрсе	berˈzeeːn
вӗршӗн	vˈɚʒən
вӗсем	vˈɛsˈɛi
вӗсемпе	embe
вӗсемсӗр	bøzemsɛp
вӗсен	vɛzeːn
вӗсене	vɛsɪnjɛ
вӗтет	eˈdiːt
вӗтлӗх	vˈɛtlɛɾ
вӗтӗ	ðvˈɛdæ
вӗтӗлвӗтӗл	vˈeˈdiɭvˈeˈdiɭ
вӗҫ	væʃ
вӗҫерт	væʒɛrt
вӗҫле	ðɪ̞ʃtɪ̞
вӗҫлен	vˈɛsçlˌeːng
вӗҫсе	vɛsːe
вӗҫӗ	beze
вӗҫӗмсӗрлӗх	vɪ̞ʒɪ̞mzɪ̞ɾɫɑχ
вӗҫӗрт	ɒgɾt
г	g
гадолини	gadalʲiŋʲi
гален	kaːln
галли	gˈal
гафни	gafn
гели	ɟɛli
геологи	dˈeɭˈogi
герен	kæɾæn
гиппократ	kipɔkɾat
глазго	klɑsko
голъми	gɔlˈmi
д	dɛ
дармштадти	dɐramʃtatdɪ
диспрози	zprozj
дубни	dubni
е	jˈe
евĕк	ɟajɛvɛk
евĕккĕн	jeveˈkɛn
евĕклĕ	jevetlɛ
евĕрех	jɑ̂vɯ̞rʲɑx
евĕрлĕрех	ɒviɾˈlɒriˈɒh
европа	eropːˈa
европа союзĕ	jɛvropa sʲau̯sʲi
европи	jevropːi
евӗрлӗ	ɪ̞jɛvɪ̞rʲɪlʲɪ
ейӳ	i˥˩
елкӑна	aɫkɯ̞nɑ
елчӗк	jeældʒæk
ен	iːn
енне	dʒenˈnˈ
еннелле	jænʲnʲɪlʲɪdʲe
енче	eɣ̞e
енчен	jindʑiːn
енӗ	jˈenˈe
епле	gɛplʲe
еплерех	ljˈbˈlˈeɾegi
ерипен	jeɾebiːjæn
ерипенех	iːrɪbʲinʲex
ерчӗ	jerdʒe
ерҫ	jˈɛs
ерҫместӗп	jaʃmʲijistɨp
ерҫӳллӗ	jaʒuʝ
еткер	ɪ̞tkɛr
ешĕл	dˌiʁjˈə
ешер	jeʐɛr
ешӗл	jeʐɛ
ещӗк	jɛʒɪ̞k
жан	ʃan
заказ	sakas
зигмунд	sigmond
зигмунд фрейд	sɪkmʊnt frəjt
ивонна	ˈivˈona
ик	ik
икĕ	ig
икерчи	jgɛrˈʒi
икерчӗ	igɛrtʃɛ
иккĕ	ikː
иккĕн	kjen˧
икке	ikːeː
иккен	i˥˩ke˥˥n
иккӗ	k
иккӗлен	ekælæn
иккӗлле	ekilɫe
иккӗмӗш	ikːimiɾ
икҫӗр	ɪ̞kʲɪʃɪ̞r
икӗ	ˈɪk
ил	iːlˈ
илĕм-тилĕм	jæmtʃiːn
илем	i̠læm
илемлет	ilɪ̞mɫɪ̞t
илемлетнĕ	æ̹læmlʲɛtnæ
илемлӗ	ilʲemlʲæ
илемсӗр	jɛmzɛr
илемӗ	ileɛme
илнӗ	ilnɛ
илсе	ilse
илсен	ilzɛːn
илт	tɕ
илтмерӗм	ɪ̞tmɛjɛrɪ̞m
илтрĕм	i̠ɫt̪rɪ̞m
илтӗн	ildʑin
илтӗнет	jɪlʲzʲinʲetsʲ
илӗрт	iʎɪrt
имшер	imʒɛr
инçетри	idʒetʁɪ
инди	intʃi
инем	inˈem
инке	iŋgjæ
инкек	iŋgɛk
интерната	intɛrnada
инҫе	ɪ̞nʒɪ̞a
инҫетрен	nɛ
иод	jɔt
ир	ɯɾ
ириди	iːrɪjdi
ирт	i̠rt̪
иртĕ	jɪ̞ɾːʲɪ
иртет	irdɛtsʲ
иртнĕ	irtɲi
иртрӗ	iɾtɾæm
иртсе	nˈirtzɪ
иртсен	ɪtsɪ
ирттер	ɪtsˈɛr
ирттерсех	i̠tːɪ̞rzɛ
ирттерчӗ	estseɾdʒe
ирхи	irgi
ирхине	birɪnʲa
ирӗк	iɾʏ̞k
ирӗклӗ	iːrɪ̞kɾæ
ирӗклӗх	iʲrɪ̞kɫɪ̞
ирӗксӗр	iriksæ
ирӗксӗрех	iɫɯ̞ksʏ̞rɛf
ирӗкӳ	ɪrigy
ирӗл	iːrɪl
ирӗлекен	iˈɾeleˈgiˈn
ирӗлтер	hʲiɾjɪlˈder
ирӗлчӗ	jeɾeɫ
истори	istorija
итле	itlʲe
итлемест	itlæmæsʲt
иттерби	itʲtʲɛrbʲi
иттри	atrj
иш	iʃ
ишмелли	esmˈillˈi
иҫӗм	iʒiŋ
йăва	ɟiva
йăваш	jɑvɑʃ
йăр-япăш	zirjaːbaʃ
йĕркеллĕ	jɯ̞rgæjæ̹lnæ
йĕрки	jˈɛgɪ
йель	jˈɛ
йывăç	jˈivʌɕ
йывăçпа	ioispã
йывăрлăх	jibɔɾlɔk
йывӑр	ɪvɚ
йывӑрлӑх	jˈivarɭɑx
йывӑрӑш	jˈivarʒ
йывӑҫ	jˈevaʒ
йывӑҫсем	jɪvˈutʃsˈem
йысна	jisna
йытă	jˈeto
йыта	jˈudˈoːnt
йытти	ˈitˈi
йытӑ	zjˈida
йыхӑр	iɣr
йышлӑ	pʲiʲiʂɫa
йышӑн	jɪ̞ʒɪ̞n
йӑва	ɔːweː
йӑвала	vɑˈlɑ
йӑвалан	zivɑla
йӑваланса	ɪvaːlɐmza
йӑваран	ɪvɑrɑn
йӑваш	eʲwˈaʒ
йӑви	dˌiɛvjˈmˈalˈan
йӑвисем	jɪ̞vɪ̞zjæm
йӑвӑ	ɪ̞gɪ̞wa
йӑла	jʊ̞ɫɑ
йӑли	ʝˈulɪ
йӑлтах	jʊ̞ɫdɑç
йӑлтӑртат	jɯ̞ɫdɯ̞rðät
йӑлӑх	jɑɫæx
йӑлӑхрӑм	jɑɫtɕrɯ̞m
йӑмра	ʲimra
йӑмӑк	jˈɯm
йӑнӑш	jɯ̞nɯ̞ʂ
йӑнӑшатӑн	jɯ̞nɯ̞ʒadɯ̞n
йӑнӑшӗ	janaʐa
йӑпат	ljˈobet
йӑпӑлтат	jɪbɪldɑt
йӑран	ɟəraːn
йӑранӗ	ɛɔraɲa
йӑт	jˈat
йӑтса	jutsa
йӑтӑн	jɯn
йӑх	jˈɑs
йӑхсем	jixsʲem
йӑшӑлтат	jaʒʊɫdat
йӗвен	zˈi
йӗке	igˈeɪ
йӗкел	ʒigˈɛl
йӗкелӗ	zˈikgɛlɛm
йӗкехӳре	jˈʊdɪəm
йӗкӗлте	jˈɛgɛldˈiːɑ
йӗкӗреш	iːgrʲɛʃ
йӗкӗт	eˈget
йӗлтӗр	jɪlˈdʲɛr
йӗлтӗрпе	jɪ̞ɫdɪ̞rbʲiæ
йӗлтӗрҫӗ	jɛldɪrʒɛ
йӗнер	zʲenʲær
йӗнерле	jænɛrɟə
йӗп	jˈɯp
йӗпе	ibˈe
йӗпен	zʲibʲinː
йӗпет	jebʲitsʲ
йӗппе	ɪppːe
йӗр	ɟ
йӗри-тавра	jeɾidoːnˈɛnɑː
йӗрке	ɪ̞rgɪ̞
йӗркеле	jɪrgjɛlɛ
йӗркелле	tʲirgæ̹ldæjæ
йӗркеллӗ	jɪrgælːæ
йӗркелӗ	jɒgeˈjɒˈlim
йӗркене	jɪrgɛnijɑ
йӗркесӗр	irgæzɪr
йӗркесӗрлӗх	ɟɛɟɛzirɫʲɪq
йӗрки	jɛrdɪ
йӗрӗ	jere
йӗрӗн	jɛrɪ̞ŋ
йӗтем	jɪdˈem
йӗтӗн	jɛ˥˩kɪŋ˥˥
йӳçлĕк	jytʃlɨk
йӳнӗ	juːnʲɛ
йӳнӗпе	jɨnɛbɛ
йӳҫ	lʃ
йӳҫҫи	juːʃiː
йӳҫӗ	jˈuzi
йӳҫӗт	jˈuzit
йӳҫӗтнӗ	jʏ̞ʒʏ̞tnʏ̞
йӳҫӗх	jʏ̞zʏ̞k
к	k
кÿкеç	ygeʃ
кÿнĕ	kynʲa
кăмăл пур	kɐmɐɫ puɾ
кăмăл-сипет	kɔmˌɑ̃sˈibˈek
кăна	kuna
кăпăш	kɔpɔʃ
кăтарткала	kɔdɑrtqɑɫæ
кăткă	kɔtkɔ
кăткăс	kɑtqas
кĕç	kɪ̞ʃ
кĕççе	kʏ̞sʏ̞
кĕçĕ	kʏ̞ʂɪ̞m
кĕçĕллĕ	køzymle
кĕçĕн	kuzum
кĕçĕнлен	kʲiʂɪ̞nɫæn
кĕçĕнлет	kʲiʂɪ̞nɫæt
кĕçĕр	kɪ̞ʒɪ̞ɾ
кĕçĕрхи	kʲɪʃjɪrhʲi
кĕçмек	kʲiʂmʲek
кĕçмер	keʃmɛr
кĕçсе	kyssʲɪ
кĕленче	klɪːnʲtɕɛ
кĕмĕл	kɛɾmɛn
кĕнекесар	kɔɲːigɛˈzaɾ
кĕпер	kɛbɛr
кĕрÿ тутри	kɛːrjuː tʃoː tɾiː
кĕреççĕ	kreskə
кĕркунне	keɾgunʝe
кĕрле	kʊ̞rlʲ
кĕрӳ	kʲɛɾɨ
кĕсмен	køsmim
кĕсъе	kɛ̞sˈe
кĕт	kyt
кĕтĕ	keɣiz
кĕтемĕн	kudʒemi
кĕтес	kˈæˈʲaːs
каçар	aa
каврӑҫ	kau̯rɨtʃ
кавӑн	kavn
кадми	kaːdmi
кай	ai
кайма	kajma
каймастпӑр	ai̯maːstpɾ
каймастӑп	ˈaɪmˈʌst
кайнӑ	kajn
кайран	kæjrɑn
кайри	ai̯liː
кайрӑм	käjrɯ̞m
кайрӗ	kaɾe
кайса	kajza
кайса пĕт	kɒizɒˈb hˈit
кайӑк	kajɐk
кайӑк-кӗшӗк	kˈaɪkkˈirʒyk
кайӑпӑр	kaːjbər
как дела?	kak diʝa
как тебя зовут?	qɑt tibjɑzɑvut
какай	kagˈaɪ
кала	kava
калаç	ɑlɑʃ
калав	kˌɐlˈavɐ
калайкасси	kɐɫɛjkɐsˈi
каларӑм	kɑɫɑrɯ̞m
каларӑн	käɫɑrɯ̞n
каласа	kɐlɐzɐ
калаҫ	kɑlˈaʃ
калаҫатӑп	kaɫɑʃaːdu
калаҫатӑр	kalaxadr
калаҫма	kɑʃmɑ
калаҫу	kalaxu
калаҫӑвӗ	kɐlˈaʒɨ
кали	kˈaʎe
калифорни	kalʲifˈornɪ
каллех	kalʲeɣ
калта	kalˈdɑ
калушпа	kɑɫuʃpa
калча	kal̪t̪ʃa
калчи	kalci
кальци	kaltse
кам	kam
кама	kama
кампа	kanba
камӑн	tɑːmən
кан	ɛatʃ
канаш	qɑnɑʃ
канашла	nanaʃɫa
канашлу	kanaʂɫo
каникул	kɐnˈjikʊɫ
канмалли	kɑnmɑɫli
кансĕрле	ãn̪zjɾleɾ
канса	kanzɑː
кансӗрле	kɒnˈziɾlɒˈ
кантăк	qɑndɯk
кантра	kandrˈa
кантӑк	kandɯ̞k
кантӑр	kandər
кану	kanu
капçа	kapɕa
капăр	aduɾ
капан	kˈaβan
капанӗ	kabaɲa
капла	kapla
капҫа	kapʃa
капӑр	kabr
капӑрлан	kɑbrɫɑn
кар	ar
карап	kɑrɑp
карас	karas
карл	kɑːl
карлӑк	kaɾlik
карта	kɑrdɑ
карти	kaɾði
картиш	kardɯʃ
картишне	kardɯ̞ʂnʲe
картлашка	kɑtɫæʃkɑ
картлашки	katlaʃki
карчӑк	ɟɑrdʒɪk
карӑк	kaːrk
карӑпӑр	kˈarbʊɾ
карӑш	karʃ
кас	as
катӑк	kadɐ
катӑкӗ	kadɐgjɐ
катӑркас	sɐdɐrˈgaz
кафене	kafeɲæ
кахал	kavɑl
кахаллан	kɯ̞hɑɫɫɑn
качака	kadʒagˈa
качча	katʃa
каччӑ	katʃa
кашкăр	kaskɐ
кашкăрпа	kaskorpa
кашкӑр	kâʃkʲɨr
кашни	kɐʃnˈɛ
кашти	kastɨ
кашӑк	vˈarʒyk
кая	kaja
каялла	kajǎɫːa
каяр	kajjaɾ
каярахпа	kæjrɑʁpɑk
каятӑн	kaːjadɯn
каятӑп	kɐˈjadʊ
каҫ	qɑʃ
каҫ-каҫ	kˈaskˈas
каҫар	kadʒa
каҫару	kazʲaru
каҫарӑр	kaxaɾoɾ
каҫмалла	kæʃmæɫlɑ
каҫхи	qaʃxiː
каҫхине	kasʲipavʲerɨɫa
каҫӗ	kˈazɨ
керосинка	kʲerasʲinko
кивҫен	kildʒen
кивӗ	kivɛ
кикирикӗ	tˌegˌɨɾˈˈɛɪgˌɐ
кил	kɛ
кил-çурт	tilsʲurt
кил-йыш	kijljøʃ
килĕшмелле	kiliʃmiˈllɪ
киле	kile
килен	kine
килес	kiliəs
килет	kilt̪s
килкарти	keðegaɾði
килнисен	kilizili
килнӗ	kijɯɫne
килсе	kɪlziːjɑm
килсен	kizeɲ
килти	kildʒi
килӗ	kile
килӗр	kijɯɫer
килӗш	kili̠ʃ
килӗшме	kiliːʃmɛ
килӗшӳ	kileʒu
кимӗ	kʲinɪ
кимӗпе	kimebje
кин	kĩŋ˨˩
кинемей	kiɲimɛj
кирек	keɾijɑk
кирлех-ши?	kʲirlʲekʂɨ
кирлӗ	kɪ̞rlɪ̞
кирпӗч	kɪ̞ɾbʲitʃ
кирпӗчрен	kravətʃrʲimɛn
кичем	idʑa
кишӗр	kjeːzɛr
класра	kɫasra
класс	tɫas
кобальт	kɔbɨ
колхозра	kɐɫχʊ̞srɑ
командир	kamondzjr
конрад	kɔnˈrɑt
кофе	kostsʲa
кремни	kr̝emnʲe
криптон	tɾjt̪on
кролик	kroɫʲik
ксенон	ksenoːn
ку	kˈu
куç	kws
кукăль	kˈugəl
кукамай	ɣ̞o
куками	kuˈaŋˈin
кукаму	kogamu
кукамӑшӗ	kugamɨʒɨ
кукашшӗ	kugassʃa
кукаҫи	ko˥˥kã˥˥si˧˧
кукаҫу	kugaxu
кукка	tɛp
кукки	tˈi
куккук	qqq
кукӑль	kˈuːgəl
кукӑлӗ	bugɯʎɯ
кукӑр	kugr
кул	xu
куллен	plʲen
култар	ɫdaɾ
кулян	kulɒn
кулӑш	kˈumˈaɾʃ
кулӑшла	ulɯ̞ʃɫa
кун	kun
куна	kuna
кунпа	kõmba
кунта	kunda
кунталăк	kundɑlɯ̞k
кунтан	kundaɾ
кунтаччӗ	kundaatʃe
кунхине	kʊŋgɨnʲiːa
кунчи	kuntʃi
кунӗ	kunʲa
кунӗпе	kˈunˈɛvɪ
купа	ba
купала	kubala
купи	kubi
купӑс	kɔ̙βəs
купӑста	kubasta
курак	kuɾaːt
куракан	wragaːn
курка	qurga
куркапа	kʊɾgɑba
курки	kurdi
курманччӗ	kormaːnʧ
курмасть	kɾmɑʃ
курмастӑп	kʊ̞rmɑʂtʊ̞p
курса	kuzˈza
курт	wurt
курӑк	uɾʊ̞k
курӑксем	kʏrɪ̞ksʲɪm
курӑн	kʊrən
кучченеҫ	kutʃɛŋeʃ
кушак	kuʐak
кушакӑн	quʒaːgɵn
куҫ	kuz
куҫар	kʲaˈsæ
куҫкӗски	potʃkʰeskʰi
куҫкӗскине	utʃkʲisʲːinʲe
куҫлӑх	quʃɫɯ̞x
куҫҫуль	aʃu
куҫӗ	uʒo
кюри	kʊˈɾiː
кӑвайт	kvˈaɪt
кӑвак	kavak
кӑвакал	kvagau
кӑвакарчӑн	kvagardʒɛn
кӑкӑр	kagɑr
кӑлар	kɯ̞ɫɑr
кӑмака	mˈɑgə
кӑмаки	kɔmajˈdi
кӑмпа	ãba
кӑмпана	kumbana
кӑмрӑк	qʊ̞mɯ̞rɯ̞k
кӑмӑл	kʊ̞mmˈɑl
кӑмӑлла	kɔmɔvɔ
кӑмӑллӑ	amɛlɑ
кӑмӑлпа	qɔmɛlbaː
кӑмӑлсӑр	kʏ̞mɯ̞ɫzʏ̞r
кӑна	ana
кӑнтӑр	kɯ̞ndɯ̞r
кӑнтӑрла	kɯ̞ndɯ̞rɯ̞ɫä
кӑнтӑрлахи	qʊ̞ndɯ̞rɫägʲi
кӑпӑк	kɔbɔk
кӑпӑклан	kɑɓɯklan
кӑпӑкӗ	kɑbɑgæ
кӑпӑшка	kɐbˈɐʃka
кӑркка	kakˈa
кӑрлач	kirlɑtʃ
кӑрташ	kɾdaɾʃ
кӑрӑҫ	kɯ̞rʊ̞ʃ
кӑсӑк	kɑzak
кӑсӑя	gɐzɐjɐ
кӑтарт	kldɑɾt
кӑткӑ	kɔtkɑ
кӑтра	katra
кӑтӑкла	krakla
кӑшкӑр	skr
кӑшкӑрса	kəˈʃqɯrza
кӑшкӑру	kɐʃkɐruː
кӑшла	kɔʃɫa
кӑшман	kɐʃmɐn
кӑшт	kɒˈʃˈ
кӑҫал	kaxˈal
кӗвви	tˈɛstvˈi
кӗвӗ	kɛvɛ
кӗвӗле	ɪ̞vɪ̞lɪ̞
кӗвӗҫ	keɾβ̞eʃ
кӗл	tɛ
кӗленче	kelinˈdʒe
кӗленчи	kelendʒi
кӗлет	keleʔ̞s
кӗлетке	kltk
кӗлӗ	kɛl
кӗмӗл	kɑːmˈl
кӗнеке	kˌanjˈegˈe
кӗнекесем	knegezjem
кӗнеки	kəˈnɪgi
кӗнекисӗм	enˈɛgizm
кӗпе	kʰɤ˥˩bjɛn˨˩˦
кӗпе-йӗм	kɛbɛjɛm
кӗпер	kɛːr
кӗпи	i˥˩
кӗпҫеллӗ	kep̚tʃɛl
кӗр	kær
кӗреке	grægɪ̞ɾ
кӗрекене	kɾrɛɣænʲɛ
кӗрепле	krɛpljɛ
кӗреш	kɾeːs˦
кӗрешӳ	re̞ʒy
кӗреҫе	ɣ̞rɛxa
кӗркунне	kirguːnjɛ
кӗркуннехи	ɛrˈguːnjɛgi
кӗрпе	kʲɪrpʲeː
кӗрт	kɛrt
кӗрхи	kɛɾˈgiː
кӗрӗк	kʲeɾek
кӗрӳ	kalˈy
кӗсйи	akustˈiː
кӗске	sˈke
кӗскет	kəskɛtsʲ
кӗсменлӗ	kɛsmeˈjɛnilˈle
кӗсре	bɪstræ
кӗсье	kəsjæ
кӗт	kɛts
кӗтес	ked̪e
кӗтесси	dˌeˈtˈsˈi
кӗтетӗн	edzʲeedzʲin
кӗтмел	kɛtmɛl
кӗтӗвӗ	kede
кӗтӳ	kadʒy
кӗтӳҫӗ	kidjˈuʒi
кӗчӗ	keɟʝa
кӗҫнерникун	kʃnʲaɾnʲeːgonn
кӗҫӗн	kʲæˈʒɛn
кӳкĕрт	køkɛɾt
кӳл	tylˀl
кӳлӗ	kyl
